task_type,arrival_time
T3,27.494
T4,71.149
T2,151.249
T3,159.262
T4,170.683
T3,235.873
T2,248.299
T4,260.997
T3,285.197
T3,297.946
T3,298.51
T1,311.404
T4,315.026
T2,324.904
T4,328.192
T4,378.004
T4,387.599
T3,418.002
T2,420.889
T3,425.125
T3,446.739
T3,504.692
T4,511.375
T1,527.62
T3,529.356
T3,541.228
T4,541.857
T1,560.152
T3,610.367
T3,621.88
T3,626.951
T4,657.425
T2,666.312
T4,682.188
T4,682.244
T1,691.242
T2,706.972
T1,782.067
T1,807.196
T1,857.177
T4,903.669
T3,934.527
T3,957.232
T2,962.601
T3,995.081
T4,1009.928
T2,1011.789
T3,1026.113
T1,1035.834
T1,1044.313
T3,1073.253
T3,1076.29
T1,1095.483
T2,1103.734
T3,1119.517
T3,1167.15
T2,1183.08
T1,1213.526
T3,1392.943
T1,1403.164
T1,1440.312
T1,1463.1
T4,1481.709
T1,1501.13
T1,1556.307
T4,1559.681
T4,1580.072
T4,1637.396
T1,1706.188
T1,1716.596
T3,1746.086
T4,1773.951
T4,1796.888
T3,1801.708
T1,1853.074
T1,1864.733
T2,1962.247
T1,1985.398
T4,1990.1
T3,2012.345
T2,2021.926
T4,2032.295
T3,2053.168
T4,2061.754
T2,2077.284
T4,2112.738
T1,2112.902
T2,2145.535
T1,2152.299
T3,2200.239
T2,2217.124
T4,2253.048
T2,2261.334
T4,2271.099
T1,2282.232
T4,2297.093
T3,2327.578
T2,2354.742
T3,2389.018
T1,2422.768
T4,2443.393
T4,2453.366
T3,2517.604
T3,2550.008
T2,2585.406
T3,2594.776
T4,2595.212
T1,2633.305
T4,2648.458
T1,2650.238
T3,2656.154
T1,2678.343
T2,2684.678
T2,2732.558
T3,2796.113
T3,2839.479
T1,2840.55
T1,2874.37
T4,2878.539
T3,2927.127
T3,2975.663
T1,3001.05
T2,3009.662
T1,3014.101
T2,3015.172
T2,3033.981
T3,3080.642
T4,3114.761
T3,3160.06
T3,3173.52
T3,3178.462
T2,3244.425
T4,3329.681
T3,3355.587
T1,3368.089
T2,3376.594
T4,3394.733
T4,3427.725
T1,3435.843
T4,3437.52
T1,3440.027
T2,3444.535
T3,3463.532
T1,3475.873
T3,3475.889
T1,3477.232
T1,3539.616
T1,3544.873
T4,3563.926
T4,3571.835
T3,3581.362
T2,3591.012
T2,3603.004
T2,3609.616
T1,3644.156
T3,3648.369
T3,3662.215
T1,3677.197
T4,3694.025
T3,3717.003
