task_type,arrival_time
T1,11.803
T1,35.472
T1,61.994
T4,74.239
T1,78.475
T4,86.353
T2,105.026
T3,146.878
T3,166.336
T4,170.882
T3,203.546
T4,222.941
T4,243.047
T1,255.776
T4,260.095
T4,298.532
T1,308.187
T4,338.906
T3,364.647
T1,389.333
T2,400.887
T2,449.994
T3,450.094
T4,463.864
T1,526.188
T2,552.52
T1,554.756
T4,585.005
T3,597.049
T4,631.497
T2,669.804
T2,683.341
T2,710.715
T2,740.039
T2,795.628
T4,814.124
T3,898.157
T1,901.04
T2,978.265
T3,1037.908
T3,1097.1
T2,1114.927
T4,1115.558
T4,1143.085
T2,1162.84
T3,1171.851
T2,1193.18
T2,1198.661
T1,1206.131
T2,1256.09
T3,1265.078
T1,1273.436
T1,1275.283
T2,1279.533
T4,1348.872
T3,1351.118
T2,1369.775
T2,1380.189
T2,1405.561
T4,1415.048
T1,1470.199
T2,1493.331
T1,1522.108
T1,1619.519
T1,1654.528
T3,1658.637
T3,1713.331
T3,1739.517
T4,1745.444
T4,1798.767
T2,1812.948
T4,1833.088
T2,1836.505
T4,1874.347
T1,1919.868
T2,1944.78
T1,1971.891
T4,1973.218
T4,1979.823
T4,1981.161
T2,2014.619
T4,2035.038
T3,2047.726
T2,2053.228
T1,2055.662
T3,2057.943
T2,2066.589
T1,2083.866
T1,2109.45
T1,2113.353
T1,2200.337
T2,2231.038
T3,2289.255
T1,2377.094
T4,2479.746
T1,2525.49
T3,2537.189
T4,2603.624
T3,2626.524
T2,2665.011
T4,2670.942
T2,2743.327
T2,2769.636
T4,2774.055
T4,2806.514
T1,2819.121
T3,2859.343
T2,2862.147
T3,2863.648
T4,2863.87
T4,2865.925
T2,2881.59
T3,2927.465
T1,2952.424
T4,3002.542
T1,3064.29
T2,3099.218
T3,3171.697
T4,3174.934
T3,3175.238
T2,3188.14
T1,3201.007
T4,3201.792
T1,3272.672
T2,3315.856
T3,3328.549
T1,3336.01
T2,3348.107
T4,3413.333
T1,3439.279
T2,3503.278
T3,3514.519
T2,3517.506
T2,3568.541
T1,3611.211
T1,3626.933
T1,3628.756
T4,3656.239
T4,3661.995
T2,3667.919
T1,3676.575
T2,3723.091
T4,3730.552
T1,3731.106
T2,3740.75
T2,3814.218
T4,3840.434
T3,3874.037
T1,3883.187
T2,3907.623
T4,3939.27
T3,3967.622
T4,3973.655
T3,3975.116
T2,3994.566
T3,4070.87
T1,4077.018
T3,4095.19
T4,4149.083
T2,4166.667
T1,4201.254
T1,4206.96
T1,4297.16
T4,4298.816
T4,4299.976
T3,4357.701
T1,4403.796
T1,4411.417
T1,4418.963
T1,4420.761
T3,4444.783
T1,4448.865
T1,4517.396
T4,4557.73
T1,4566.494
T1,4572.937
T2,4586.584
T4,4662.102
T1,4775.267
T1,4829.665
T3,4849.468
T2,4859.146
T4,4879.373
T4,4892.103
T1,4893.004
T3,4923.762
T3,5019.693
T3,5069.474
T4,5090.591
T2,5092.507
T4,5118.869
T2,5133.76
T4,5165.22
T3,5174.973
T3,5175.895
T4,5224.269
T4,5267.266
T4,5278.39
T2,5286.659
T1,5367.111
T2,5422.813
T4,5440.629
T4,5445.987
T2,5509.703
T4,5517.158
T4,5526.368
T3,5532.286
T2,5566.383
T3,5585.673
T2,5676.623
T3,5683.109
T2,5703.632
T2,5763.732
T4,5809.217
T4,5833.165
T1,5843.671
T3,5892.651
T3,5895.598
T1,5929.297
T3,5979.046
T2,6016.302
T4,6118.202
T1,6129.391
T1,6201.076
T4,6227.564
T3,6245.256
T4,6248.221
T4,6258.969
T3,6348.26
T2,6357.042
T4,6433.697
T4,6449.778
T4,6470.953
T1,6479.274
T2,6503.598
T2,6543.156
T1,6570.876
T1,6596.245
T4,6608.611
T2,6640.665
T2,6661.935
T3,6674.438
T2,6690.479
T2,6702.904
T2,6703.942
T1,6766.978
T4,6772.382
T3,6775.328
T3,6782.602
T3,6812.544
T3,6828.659
T3,6845.709
T3,6848.495
T3,6880.044
T2,6892.787
T3,6937.069
T3,6952.923
T2,6968.432
T2,7036.521
T1,7085.678
T3,7122.972
T2,7142.164
T2,7167.87
T4,7230.546
T1,7258.841
T2,7263.885
T2,7286.268
T3,7301.678
T2,7353.785
T1,7450.159
T1,7481.97
T1,7512.648
T4,7573.256
T4,7614.945
T2,7650.461
T1,7672.86
T1,7674.853
T4,7724.766
T3,7788.018
T1,7811.521
T3,7820.707
T3,7856.711
T4,7937.571
T1,7939.791
T3,7959.099
T3,7982.177
T4,8006.468
T2,8052.034
T2,8071.048
T1,8084.6
T3,8086.905
T3,8114.243
T4,8133.492
T2,8206.729
T1,8245.022
T2,8255.581
T2,8360.88
T3,8389.066
T4,8433.9
T2,8496.929
T2,8525.4
T1,8555.228
T1,8588.865
T2,8593.186
T2,8648.481
T4,8652.227
T2,8682.739
T4,8747.328
T1,8753.196
T1,8821.382
T3,8889.986
T3,8946.233
T1,8975.164
T3,9001.632
T3,9014.644
T1,9087.096
T1,9092.942
T4,9093.453
T3,9105.845
T2,9114.655
T3,9151.529
T2,9156.123
T1,9158.423
T3,9162.74
T3,9167.817
T2,9178.401
T1,9204.152
T1,9249.585
T4,9316.085
T4,9326.259
T2,9354.833
T1,9373.491
T3,9374.354
T3,9391.225
T2,9399.874
T4,9417.377
T4,9502.445
T4,9519.957
T3,9522.085
T2,9523.67
T2,9575.259
T4,9588.512
T2,9624.45
T4,9634.342
T3,9675.853
T4,9680.674
T2,9694.293
T1,9739.672
T2,9853.526
T2,9854.639
T2,9859.141
T4,9880.133
T1,9887.651
