task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.018,9.85,150.28,102.16,105.44,155.21,25.6,93.31,167.26,11.42,145.36,106.6,99.77,171.36,28.16,98.62,164.79
T4,0.049,9.72,158.23,101.1,106.29,158.41,29.21,106.99,151.63,10.68,161.96,103.46,100.86,168.78,25.21,100.86,152.01
T10,0.11,9.76,149.64,103.0,112.56,158.18,27.25,109.08,163.84,10.77,156.63,93.36,110.21,160.4,24.68,106.09,144.49
T7,0.551,11.34,165.38,104.69,113.38,155.55,26.85,109.76,167.88,10.78,151.49,110.69,112.93,138.85,28.17,108.66,173.81
T10,0.896,9.76,158.71,96.7,106.89,169.8,25.64,111.81,167.1,10.68,143.72,101.95,96.42,176.32,24.81,117.43,145.61
T9,0.902,11.45,153.28,107.57,95.91,179.0,23.98,96.26,155.7,10.26,154.46,106.41,109.27,161.07,24.66,99.49,157.81
T6,0.911,9.37,147.59,99.34,106.46,153.64,29.03,103.4,157.58,10.71,149.18,103.15,102.07,153.64,27.41,100.44,149.5
T9,0.955,11.07,159.84,97.03,100.97,161.86,25.26,108.92,165.14,11.52,172.78,101.19,104.97,160.12,26.97,99.93,149.32
T9,1.006,11.79,162.56,100.99,109.79,152.27,24.29,109.43,158.9,11.67,153.65,98.36,98.29,174.95,27.23,95.09,139.82
T1,1.051,11.22,151.65,111.07,103.42,146.28,27.02,96.11,153.59,10.95,151.15,111.32,103.12,141.93,27.59,94.39,157.46
T8,1.164,11.25,168.57,118.03,104.69,149.31,26.0,105.66,159.85,11.49,146.76,118.11,105.49,147.16,26.36,106.3,154.26
T4,1.192,10.96,145.7,97.98,96.86,145.33,25.69,104.7,159.25,10.59,161.75,103.98,97.32,158.26,27.43,115.27,160.53
T2,1.306,10.83,168.79,109.67,110.76,143.81,28.27,102.01,166.13,9.72,151.61,102.37,109.68,153.48,29.37,108.73,165.42
