task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.013,109.37,106.91,1.09,99.74,97.5,119.11,101.94,0.98,100.36,105.4,1.15,112.98,106.73,104.06,107.14,0.96
T1,0.029,110.76,107.8,1.12,106.04,112.93,100.26,111.83,1.05,110.53,101.92,1.16,101.68,103.36,107.69,113.77,1.14
T3,0.386,108.52,103.42,1.08,104.97,95.59,102.98,107.37,1.0,113.19,100.76,1.09,98.26,107.29,102.24,106.67,0.96
T1,0.521,110.98,110.04,1.16,116.13,116.3,108.59,102.57,1.1,104.67,107.91,1.02,113.92,110.27,114.97,111.91,1.09
T2,0.636,103.68,105.28,1.12,108.21,108.32,105.2,111.33,1.03,98.86,92.5,0.99,99.8,118.42,93.37,104.55,1.04
T3,0.941,103.39,108.32,1.12,103.26,95.87,117.37,108.63,0.96,111.85,107.21,1.06,106.39,100.88,104.74,113.33,0.98
T1,1.013,108.3,107.13,1.15,105.31,107.67,113.32,111.98,1.1,104.61,109.69,1.12,102.96,101.26,116.86,113.4,1.05
T1,1.293,100.85,100.61,1.07,102.74,118.9,103.87,112.55,1.03,107.74,104.44,1.02,110.43,113.78,114.65,104.45,1.06
T4,1.306,110.41,101.27,1.03,101.47,110.54,100.12,100.97,1.07,113.96,98.34,0.96,96.97,106.37,109.62,108.47,1.05
T1,1.402,108.69,114.9,1.05,114.68,112.39,103.56,110.63,1.03,113.76,110.89,1.03,110.54,108.7,103.2,116.46,1.08
T2,1.556,98.93,102.55,0.99,107.03,107.98,102.69,107.08,1.05,100.95,101.0,1.09,110.96,113.63,93.88,99.62,1.03
T4,1.871,110.16,116.34,0.97,106.63,112.38,92.87,112.46,1.13,106.31,101.61,0.98,100.99,114.23,92.9,105.8,1.18
T3,1.875,102.36,100.1,1.1,102.88,104.02,117.7,108.18,1.0,112.25,112.71,1.04,102.09,104.05,109.38,97.84,1.0
T4,2.214,101.24,104.12,0.99,98.47,117.44,94.13,112.36,1.19,111.07,99.09,1.09,103.31,116.87,96.34,100.22,1.0
