task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T7,0.126,25.12,5.48,115.96,10.86,10.34,153.78,1.07,10.46,25.58,5.44,114.61,10.71,10.44,138.74,1.12,10.44
T9,2.145,25.6,5.06,94.7,9.8,9.83,167.16,0.99,10.62,26.46,5.58,110.18,9.53,10.18,162.62,1.09,10.63
T6,2.385,27.39,4.99,95.72,11.29,10.17,154.34,1.08,10.18,25.25,5.14,97.71,10.42,9.9,169.69,1.06,11.0
T2,3.635,26.6,4.69,100.96,10.7,11.61,170.3,1.07,10.81,24.84,4.76,111.91,11.51,11.8,153.55,1.0,10.12
T7,4.745,25.32,5.12,98.16,10.81,10.51,161.09,1.03,11.36,26.63,5.17,104.12,9.89,9.62,138.83,1.02,10.01
T5,4.784,28.3,5.66,103.63,10.29,11.31,150.5,1.13,10.47,26.34,5.59,99.4,10.26,9.88,157.59,1.0,10.49
T3,6.067,28.23,4.66,100.42,9.77,11.78,176.36,1.12,11.14,28.11,5.21,95.67,10.75,10.66,165.82,0.99,11.01
T6,7.548,26.5,5.43,102.75,11.03,10.2,168.22,1.12,10.9,27.48,4.98,93.12,9.9,9.48,167.66,1.01,11.19
T10,7.946,28.97,5.2,105.95,9.72,9.27,157.38,1.15,9.67,28.49,5.64,109.74,10.64,10.04,158.63,1.05,9.86
T9,8.977,28.6,5.11,102.16,10.98,10.78,142.25,1.02,10.78,25.76,5.09,109.66,9.36,10.57,149.81,1.02,10.99
T6,9.226,26.25,4.87,109.46,9.92,10.65,150.72,0.97,10.21,24.81,4.93,94.76,10.24,10.23,153.6,1.06,11.16
T5,11.482,27.54,5.64,106.06,9.89,11.17,156.53,1.08,9.33,28.61,5.64,110.37,11.28,10.06,162.93,1.14,10.53
T5,13.445,27.67,4.95,113.4,9.91,10.86,150.82,1.14,9.72,29.75,5.74,98.71,10.37,9.97,146.94,1.16,9.26
T7,13.454,24.38,5.68,105.32,9.72,10.49,150.23,1.12,10.14,25.15,5.38,102.74,10.44,10.37,153.65,1.06,10.01
T4,13.893,27.93,5.42,108.29,10.86,10.35,159.3,1.01,9.79,27.12,4.92,101.9,9.94,9.19,161.26,1.07,11.26
T9,16.756,26.2,5.02,95.94,9.66,10.32,160.01,1.12,10.95,29.06,5.73,111.74,9.93,10.39,165.98,0.99,11.16
T4,17.13,25.06,5.04,100.88,10.21,10.06,164.97,1.07,10.82,26.39,4.86,111.08,10.27,10.74,160.26,1.13,11.06
T5,17.617,28.39,5.84,107.75,10.01,10.09,155.31,1.16,10.92,28.16,5.03,114.61,10.86,9.73,148.58,1.09,9.28
T9,17.731,25.23,5.07,108.06,9.41,10.9,153.43,0.97,9.8,28.92,4.98,95.23,10.31,10.1,163.86,0.98,9.76
T5,18.072,29.42,5.77,99.62,11.11,10.86,149.16,1.04,9.63,28.75,5.75,104.09,10.26,10.98,145.62,1.12,10.72
T6,19.196,26.14,5.53,100.78,10.94,10.4,170.03,1.01,11.22,26.1,5.43,100.34,10.02,9.85,169.74,1.13,11.8
T8,22.229,25.81,5.27,102.46,10.91,10.06,152.32,1.08,10.89,25.53,5.21,108.52,9.2,11.48,144.04,1.08,9.92
T6,23.777,26.96,4.92,97.46,10.67,10.52,162.06,1.13,10.56,25.37,5.34,93.55,9.88,10.69,150.5,1.05,10.46
T5,23.812,26.89,5.25,112.27,10.7,9.75,147.07,1.16,9.39,26.68,5.26,114.51,10.07,10.04,152.69,1.07,10.84
T10,23.903,25.94,4.85,95.64,10.46,10.29,155.24,1.1,10.63,26.55,5.47,103.42,9.59,10.55,170.92,1.08,10.87
T10,23.964,28.75,4.85,110.13,9.44,10.94,151.0,1.02,11.06,28.32,5.15,104.33,10.32,9.62,154.69,1.01,9.78
T1,24.032,28.24,4.76,106.0,11.27,9.93,168.35,1.0,10.75,25.14,5.36,96.86,10.0,10.1,173.24,0.94,11.0
T5,24.175,26.7,5.23,104.93,10.75,10.43,161.43,1.11,10.88,26.74,4.94,101.08,11.28,10.42,166.84,1.01,10.43
T3,24.871,28.52,5.3,95.22,10.45,10.91,161.34,1.16,10.0,28.24,5.22,103.89,9.82,11.24,167.04,1.1,10.9
T6,26.175,27.56,5.64,108.13,10.52,9.8,153.75,0.99,10.88,27.84,5.24,109.12,10.01,10.15,176.64,1.14,10.25
T8,27.395,26.91,5.08,110.14,10.76,10.4,149.24,1.04,11.21,27.3,5.69,103.15,9.85,9.92,147.4,1.01,10.01
T4,29.106,25.04,5.12,103.09,10.8,10.56,168.2,1.16,10.2,28.01,5.04,96.78,10.29,9.41,153.65,1.06,10.01
T3,32.442,29.0,5.0,99.79,10.8,11.89,154.15,1.09,9.89,28.12,5.22,98.96,10.32,10.56,156.31,1.11,10.34
T5,34.209,27.51,5.03,111.03,10.7,9.86,149.62,1.08,10.65,27.86,5.72,114.18,9.92,10.35,144.2,1.04,9.25
T2,34.218,26.44,4.77,102.36,10.68,10.63,149.5,1.12,9.74,24.63,5.21,112.98,11.02,11.24,156.17,1.06,10.31
T7,34.366,27.8,5.56,115.02,10.85,9.62,152.97,1.06,11.04,25.68,4.96,101.21,10.31,9.85,139.14,1.12,10.88
T8,35.184,28.29,4.95,100.4,10.41,10.04,158.89,1.1,10.34,27.34,5.74,108.88,10.32,10.33,144.25,0.97,11.1
T8,35.236,25.15,4.97,100.23,10.48,9.9,154.18,1.1,11.35,25.06,4.97,104.67,10.27,11.55,142.61,1.14,10.4
T1,35.878,27.69,5.04,95.81,11.57,10.47,155.97,1.09,11.11,28.59,5.2,105.34,10.69,9.31,163.84,1.07,10.78
T10,36.54,28.37,5.08,108.58,10.25,10.81,171.06,1.16,10.13,27.86,5.57,112.02,10.55,10.82,148.92,1.15,10.45
T5,36.663,25.33,5.61,98.44,11.58,9.7,148.84,1.04,10.1,27.0,5.13,106.19,10.44,10.56,158.01,1.11,10.33
T7,38.515,26.26,5.24,113.95,9.92,9.94,137.41,0.99,9.83,24.18,5.31,115.34,10.54,9.66,162.35,1.14,10.88
T1,41.341,27.1,5.17,95.1,11.41,10.53,172.38,0.97,11.59,26.36,5.05,97.38,11.04,9.58,172.99,1.06,10.24
T3,43.14,27.99,5.34,106.9,10.41,11.82,162.39,1.17,10.32,29.05,4.88,94.94,10.1,10.8,162.39,1.06,9.95
T10,44.169,28.12,4.8,106.69,10.96,10.37,148.7,1.08,10.09,24.93,5.11,100.39,10.26,9.41,159.97,1.06,11.08
T8,46.191,26.63,5.36,96.61,10.81,10.53,146.58,1.12,10.38,25.07,5.46,104.5,10.3,10.82,144.5,1.02,11.2
T10,47.242,25.4,5.25,103.55,9.51,10.79,152.08,1.14,10.33,28.96,5.35,98.42,10.96,9.44,162.86,1.12,10.82
T8,48.143,25.42,4.83,108.4,10.65,11.49,167.42,1.11,10.86,25.06,5.73,107.76,10.52,11.31,148.79,1.01,9.85
T3,49.224,28.84,4.95,100.79,9.92,10.45,155.31,1.01,10.11,27.2,4.71,101.08,9.87,10.83,166.93,0.99,11.67
T7,49.432,24.75,5.35,114.58,10.63,10.14,160.59,1.12,11.29,24.78,5.46,111.92,9.52,9.53,147.91,1.0,11.26
T9,50.033,25.06,5.48,95.94,10.92,9.44,146.57,0.98,10.67,27.11,5.33,103.83,9.97,10.73,150.75,1.09,9.59
T5,51.3,29.3,5.11,113.41,10.72,11.22,160.59,1.01,10.1,26.93,5.23,114.11,10.86,10.46,146.86,1.11,10.44
T3,52.047,25.71,4.99,99.31,9.51,10.77,167.69,1.15,11.65,27.24,5.39,107.4,9.68,10.24,157.23,1.13,10.75
T1,53.063,29.27,5.1,99.87,10.97,10.68,167.43,1.06,10.8,27.41,5.01,101.89,11.6,10.83,163.29,0.98,10.93
T3,53.073,26.14,5.23,105.96,9.87,10.34,166.28,1.14,11.31,25.73,5.54,102.08,10.64,10.37,159.27,1.12,11.08
T8,53.97,25.53,5.39,94.17,9.98,9.96,157.24,1.15,9.96,28.03,5.61,109.35,10.16,11.12,168.14,1.13,9.93
T5,55.592,25.57,5.82,101.27,10.26,10.32,160.6,1.07,10.5,28.78,5.02,104.32,10.12,9.82,169.0,1.11,9.78
T6,56.554,26.89,5.02,106.16,10.98,9.47,173.26,1.12,10.36,26.94,5.28,101.8,10.65,10.42,174.15,1.06,10.19
T10,59.481,25.92,4.9,96.61,9.87,10.87,147.45,1.05,10.17,26.44,5.03,99.67,10.88,9.93,154.34,1.16,10.21
T3,59.869,25.1,5.24,100.15,9.72,11.52,156.49,1.0,11.09,25.36,5.22,109.29,10.72,10.6,170.24,1.02,10.54
T7,60.051,24.66,5.46,99.52,9.98,10.15,147.94,1.05,9.92,26.87,5.39,99.52,10.02,10.12,160.49,1.04,11.36
