task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.364,116.61,1.14,112.82,9.6,1.02,110.89,10.63,0.98,116.18,1.11,102.49,10.72,1.11,99.46,10.87,1.05
4,0.478,113.72,0.99,115.4,11.23,1.01,108.39,11.34,0.99,108.74,1.08,98.26,10.1,1.0,105.9,10.07,1.02
2,0.607,113.6,1.04,101.65,11.17,1.0,111.31,11.3,0.99,102.04,1.12,101.86,10.47,1.03,103.81,11.11,0.96
4,1.148,96.94,1.01,103.87,11.11,1.07,113.62,11.15,1.08,103.46,1.09,112.58,10.62,0.96,109.38,10.96,1.11
4,1.345,103.45,0.97,98.37,10.03,1.01,108.87,10.77,1.07,100.23,0.97,100.35,11.17,0.99,105.65,10.96,0.94
3,1.389,104.99,0.97,113.26,10.32,1.08,105.02,10.5,1.0,100.64,1.02,109.99,10.89,1.06,113.29,10.16,1.08
3,1.713,98.35,1.14,99.64,9.76,1.04,101.74,9.96,0.98,97.85,1.13,116.57,10.26,1.06,104.65,9.75,0.96
4,1.762,104.43,1.1,107.54,9.98,0.95,116.7,10.97,1.05,102.01,1.11,104.42,10.72,1.08,110.13,11.25,1.07
4,1.807,108.12,1.02,112.21,10.94,1.06,111.64,10.86,1.12,96.92,1.02,101.81,10.36,1.04,107.49,10.32,0.94
4,2.381,103.97,0.99,110.46,10.71,0.92,105.71,10.7,0.95,110.95,0.95,103.24,10.7,1.08,103.05,10.16,1.08
4,2.417,109.54,0.95,98.37,10.69,0.98,109.19,10.42,1.1,107.85,1.04,110.06,11.36,1.04,106.14,10.26,0.98
2,2.487,102.08,1.0,105.07,11.13,1.1,99.32,10.69,1.04,113.25,1.15,104.97,11.4,1.0,104.42,11.66,0.98
3,2.911,109.37,1.11,107.61,10.68,1.07,114.12,11.14,1.04,94.26,1.05,108.79,11.25,0.96,100.67,10.07,1.11
2,3.244,117.42,1.0,105.56,10.42,1.14,101.85,9.82,1.0,116.54,1.07,102.22,10.85,1.12,97.48,11.12,1.06
4,3.421,101.58,1.06,99.91,11.35,1.01,116.66,10.38,1.1,112.02,1.03,102.53,10.39,0.97,100.57,10.07,1.02
1,3.422,102.52,1.09,106.76,10.21,1.03,111.61,9.59,0.95,105.62,1.08,100.9,10.16,0.98,116.06,9.79,0.97
4,3.666,96.01,1.1,111.7,9.86,0.96,101.54,11.14,1.09,110.84,0.95,115.43,11.31,0.99,115.27,10.8,1.03
2,4.314,103.62,1.0,108.78,10.6,1.15,113.91,11.44,0.97,117.55,1.0,109.66,10.06,1.0,107.16,11.21,0.97
2,4.922,106.38,1.14,101.86,10.78,1.06,100.64,9.85,0.99,101.42,1.07,110.42,10.76,1.02,97.82,9.95,1.09
4,5.13,106.49,1.04,101.01,9.86,1.02,108.75,10.81,1.1,99.16,1.08,111.38,10.63,1.02,115.09,11.38,1.03
2,5.205,106.36,1.12,105.42,10.32,1.05,96.39,10.58,1.07,100.87,1.01,110.54,9.76,1.14,105.04,9.86,0.94
2,5.307,104.62,1.16,110.4,9.77,1.13,108.87,9.98,0.99,110.28,1.13,105.56,10.62,1.13,109.15,11.02,0.95
4,5.559,111.67,1.0,98.46,10.94,0.96,107.51,11.06,1.06,110.92,1.09,101.08,11.64,1.06,104.41,10.08,0.98
2,5.987,116.69,1.15,108.03,11.28,1.08,113.69,10.36,0.93,103.28,1.01,102.17,11.01,1.12,109.33,10.02,1.07
