task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.2,9.78,112.93,0.98,106.1,97.74,99.55,100.95,1.06,10.21,105.6,1.07,109.03,97.59,111.79,94.87,0.96
1,1.221,9.23,108.34,1.06,109.2,103.9,110.42,101.62,1.09,10.56,113.43,1.12,99.06,99.57,99.17,104.65,0.95
4,1.791,10.71,103.27,0.97,109.33,104.92,104.01,108.76,1.01,10.53,113.91,1.08,98.78,102.44,112.62,97.3,0.95
4,1.857,11.32,107.31,1.12,101.84,98.8,108.98,95.36,1.08,11.23,103.69,1.08,108.47,106.79,111.23,108.61,0.98
4,1.95,9.97,100.46,1.08,103.59,104.02,112.9,98.18,0.95,11.49,115.16,0.96,94.86,97.72,101.79,93.7,1.09
1,2.427,10.24,114.07,1.03,95.2,114.14,106.7,99.48,1.11,10.77,109.0,1.02,103.43,111.06,107.11,101.65,0.95
2,2.625,10.97,103.57,1.09,106.22,101.79,112.4,104.58,1.07,9.45,113.05,1.04,107.17,108.8,110.97,93.22,1.14
1,2.732,9.88,113.78,1.0,106.07,108.72,110.78,107.05,0.98,9.99,99.34,0.99,91.94,106.54,105.5,93.48,1.0
2,3.121,9.57,112.7,0.95,98.83,116.53,99.83,96.46,1.01,9.56,99.95,0.93,105.21,112.64,106.82,92.55,1.05
2,3.657,10.06,98.71,0.99,102.93,116.95,95.08,102.56,1.04,10.02,109.47,1.02,111.28,102.04,107.48,100.82,0.99
2,3.751,10.48,96.13,1.07,103.84,109.8,107.74,106.19,1.17,9.96,109.49,1.08,111.39,105.48,103.45,93.17,1.06
1,3.972,10.79,106.81,1.13,94.4,117.12,106.49,108.07,0.99,10.1,106.16,1.13,98.07,100.34,108.25,110.08,1.1
2,4.086,10.41,110.44,1.01,110.23,111.45,107.26,96.47,1.15,10.83,99.31,0.96,99.35,100.75,101.29,95.33,1.04
1,4.376,9.54,106.51,1.15,103.41,116.81,95.87,101.57,1.01,9.59,100.26,1.16,104.07,100.74,101.47,108.83,1.04
4,4.549,10.81,118.76,1.12,92.35,105.72,103.19,94.99,1.04,10.16,108.53,1.01,105.8,112.36,108.69,109.43,1.04
3,5.124,10.66,107.26,1.13,99.9,104.89,101.54,108.4,1.1,9.7,101.69,1.03,98.26,113.42,115.46,97.06,1.06
1,5.143,10.83,114.11,1.05,95.54,111.77,95.42,92.88,1.08,10.24,110.3,1.1,100.95,108.98,109.92,108.25,1.06
4,5.237,10.4,119.0,1.06,99.78,106.79,109.72,97.19,1.07,10.8,100.41,1.08,109.4,109.06,113.18,92.62,1.06
2,5.65,9.41,104.57,0.96,101.36,106.94,108.63,104.96,1.15,9.85,96.13,1.02,112.69,113.11,102.02,95.54,1.15
2,5.751,10.19,106.72,0.98,113.59,109.65,95.9,93.22,1.07,10.09,105.18,0.97,114.21,102.7,104.05,105.89,1.17
3,6.116,10.24,111.17,0.98,100.28,114.88,104.9,95.4,1.14,10.06,115.24,1.04,92.87,114.58,107.12,93.89,1.1
4,6.139,10.5,102.76,1.06,93.21,103.93,110.11,101.85,1.02,10.73,104.2,0.97,106.28,107.75,112.48,107.36,1.07
2,6.258,10.84,106.49,1.0,109.53,116.53,103.42,94.47,1.11,10.41,98.26,0.98,102.79,110.47,105.24,102.22,1.01
3,7.023,10.06,99.34,0.99,108.65,110.4,110.18,107.85,1.11,10.24,109.69,1.0,101.28,98.21,109.8,101.39,1.08
4,7.15,9.8,119.11,0.99,92.68,101.87,100.83,93.31,1.01,11.33,116.07,1.1,103.75,112.37,107.64,105.82,1.03
4,7.339,10.74,104.9,1.1,108.03,112.22,111.3,98.01,0.95,10.91,111.22,1.02,94.63,103.41,101.87,96.96,1.07
3,7.341,9.2,97.55,0.99,96.38,107.55,102.74,104.25,0.96,9.41,111.71,1.09,99.01,107.26,100.59,103.74,0.97
2,7.376,10.26,109.91,1.04,104.96,107.44,110.63,94.13,1.05,10.47,104.07,1.08,101.36,99.13,101.48,99.64,1.03
3,7.386,10.78,107.23,1.12,99.59,105.79,110.33,102.91,1.07,10.82,115.68,1.07,105.05,107.56,114.81,96.96,1.13
1,7.687,10.7,99.18,1.07,93.43,105.01,110.66,96.32,1.09,10.3,103.65,1.08,95.05,102.57,110.2,95.77,1.09
4,7.943,10.31,100.39,1.08,98.07,112.36,103.86,92.88,0.96,10.18,118.55,1.06,97.86,101.94,110.25,102.0,1.1
3,8.136,9.84,114.69,1.04,103.37,102.34,114.76,103.53,1.0,10.02,104.19,1.04,102.26,108.86,106.9,104.78,1.0
2,8.29,10.31,96.92,1.08,107.48,102.21,100.85,98.47,1.17,9.43,101.73,1.05,111.39,105.48,109.82,98.62,1.0
4,8.828,10.6,105.25,0.97,102.39,102.19,97.78,98.78,0.96,11.37,116.77,1.06,98.11,97.76,113.24,106.19,1.03
2,8.874,10.02,104.07,1.0,99.38,116.35,110.77,104.66,1.12,10.25,108.18,1.06,115.0,115.89,105.31,96.47,1.12
4,8.958,10.99,107.31,0.96,104.42,99.18,105.3,104.78,0.94,11.5,113.36,1.09,97.54,111.29,112.77,97.01,1.08
2,9.169,9.75,109.87,1.09,109.36,113.06,109.57,93.9,1.1,9.92,103.17,0.98,106.62,106.4,105.5,95.71,1.16
4,9.243,11.5,105.62,1.02,103.58,110.31,100.37,108.76,0.96,10.14,112.28,1.12,105.26,94.96,109.94,99.0,1.07
1,9.316,9.63,114.4,1.03,104.81,113.96,111.88,109.44,1.11,10.43,98.3,1.0,93.52,107.96,98.36,101.47,0.95
3,10.118,10.55,111.87,1.06,103.22,105.32,107.32,103.42,1.08,9.76,110.8,1.09,98.09,100.73,102.17,93.5,1.07
4,10.627,10.91,114.38,1.1,96.36,106.91,100.47,101.83,1.05,11.13,105.49,1.04,108.43,95.86,110.72,98.8,1.03
4,11.144,11.05,110.19,0.97,95.1,106.28,105.71,94.06,0.99,9.81,115.79,1.05,103.52,96.97,97.92,108.11,0.98
2,11.239,9.56,107.56,1.05,99.33,107.97,95.2,101.37,1.11,10.68,112.07,1.08,109.43,116.2,96.45,100.55,1.07
