task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.45,2.496,1.645,4.82,0.847,1.948,1.979,4.361,0.969
2,2.034,1.985,1.912,4.125,0.787,1.961,1.986,4.383,0.843
1,2.449,2.186,1.479,5.008,0.693,2.315,1.897,3.691,0.757
1,3.094,2.419,1.696,4.481,0.831,1.874,1.948,4.304,0.647
2,3.961,2.57,1.834,3.692,0.752,2.256,2.009,4.586,0.758
2,5.928,1.915,1.758,4.743,0.967,2.151,2.068,3.624,0.941
2,6.61,2.34,1.531,3.756,0.975,2.095,1.784,4.466,0.766
2,7.001,2.215,1.811,3.827,0.869,2.116,1.92,4.222,0.759
2,7.207,2.628,1.677,3.919,0.848,2.566,1.695,4.235,0.938
2,8.593,2.437,1.822,4.004,0.937,1.923,1.733,4.149,0.968
1,9.312,2.228,1.682,4.199,0.686,2.286,1.821,4.477,0.671
1,10.45,2.233,1.454,4.724,0.702,1.885,1.841,4.61,0.722
1,11.266,2.444,1.422,4.954,0.821,2.337,1.9,4.132,0.664
2,11.965,2.542,1.517,3.918,0.934,2.616,1.575,4.275,0.74
1,12.159,2.27,1.607,4.02,0.833,2.426,1.87,4.916,0.648
1,12.921,2.525,1.801,3.72,0.752,2.418,1.478,4.149,0.738
1,13.298,2.333,1.9,4.121,0.766,2.561,1.949,3.797,0.765
1,14.942,1.937,1.505,4.342,0.634,1.982,1.758,3.724,0.701
1,16.647,1.958,1.881,5.047,0.707,2.525,1.604,3.747,0.822
1,16.652,2.013,1.735,4.45,0.755,1.993,1.656,4.896,0.796
1,17.448,1.968,1.977,4.757,0.696,2.044,1.764,4.199,0.788
2,18.34,2.457,1.992,4.394,0.924,2.606,1.832,3.685,0.719
1,18.965,2.43,1.718,3.941,0.765,1.867,1.559,4.733,0.612
1,19.109,2.143,1.873,4.279,0.751,2.082,1.534,4.515,0.833
1,19.476,2.24,1.939,4.322,0.814,2.456,1.671,4.291,0.68
1,20.115,2.309,1.552,4.825,0.75,2.242,1.799,3.633,0.803
1,20.197,2.469,1.51,4.225,0.763,2.03,1.821,4.915,0.86
1,21.009,2.521,1.456,4.353,0.751,2.213,1.59,3.724,0.612
2,21.645,1.873,1.609,3.953,0.814,2.312,1.546,4.462,0.954
2,22.445,2.202,1.825,4.112,0.96,1.898,2.069,4.017,0.979
2,23.144,2.311,1.968,3.714,0.951,2.25,2.03,4.598,0.83
1,23.431,1.925,1.987,4.242,0.729,2.086,1.905,4.045,0.63
2,23.804,2.085,1.897,3.972,0.863,2.348,1.575,4.125,0.804
1,23.997,2.517,1.854,5.008,0.806,2.348,1.406,4.746,0.757
2,24.272,1.898,1.708,4.742,0.744,1.97,2.064,4.7,0.921
2,24.85,2.134,1.869,3.918,0.763,2.108,1.702,4.401,0.801
2,25.516,2.264,1.609,3.807,0.82,1.889,1.789,4.652,0.733
1,25.694,2.096,1.633,4.878,0.626,2.061,1.733,3.775,0.751
2,25.851,2.136,1.785,4.317,0.921,2.368,1.879,4.111,0.981
1,26.08,2.01,1.691,4.469,0.784,1.89,1.68,3.661,0.751
2,26.175,2.537,2.144,5.016,0.886,2.252,2.053,4.813,0.932
1,26.321,1.987,1.467,3.619,0.762,2.339,1.554,3.719,0.766
1,26.876,2.546,1.687,4.411,0.639,2.309,1.49,4.176,0.665
2,27.42,2.2,1.791,4.441,0.806,1.872,1.944,3.892,0.776
1,28.292,1.951,1.652,4.025,0.848,2.258,1.893,4.242,0.778
1,28.528,2.34,1.914,4.78,0.678,2.063,1.977,4.156,0.783
1,28.98,1.883,1.515,4.533,0.775,2.215,1.684,4.052,0.637
2,31.215,2.541,1.563,4.297,0.988,1.888,1.664,4.093,0.986
2,31.538,2.625,1.664,4.365,0.836,1.982,1.895,4.51,0.836
1,31.662,2.484,1.678,4.498,0.707,1.949,1.738,4.659,0.69
2,31.726,2.172,1.517,4.044,0.753,2.157,1.831,4.784,0.766
2,32.266,2.525,1.735,4.312,0.917,2.207,1.852,4.162,0.951
1,32.321,2.45,1.856,4.888,0.649,1.988,1.548,4.442,0.703
2,33.0,1.948,1.754,5.078,0.913,2.068,2.065,3.831,0.872
2,33.094,2.4,1.918,5.048,0.926,2.404,1.856,4.545,0.839
1,33.175,1.97,1.415,4.374,0.637,2.502,1.497,3.664,0.722
