task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
2,0.868,2.54,1.554,4.614,0.868,2.466,2.095,4.821,0.758
2,1.159,2.549,1.791,4.149,0.975,2.14,1.671,4.746,0.904
2,1.228,2.266,2.051,4.478,0.803,2.64,2.108,3.831,1.011
2,1.327,2.182,1.61,3.915,0.887,2.182,1.644,3.622,0.797
2,2.793,2.527,1.6,4.785,0.946,2.411,1.637,3.93,0.816
2,3.575,2.041,2.029,4.501,0.747,1.935,1.804,3.82,0.822
2,4.409,2.626,2.049,4.736,0.825,2.639,2.007,4.119,0.719
1,5.981,2.102,1.917,3.937,0.806,2.296,1.667,4.298,0.801
2,5.997,2.094,1.825,3.93,0.944,2.215,1.733,4.987,0.927
1,6.121,2.458,1.976,4.707,0.74,2.197,1.79,5.112,0.683
1,6.906,2.251,1.761,4.342,0.644,1.929,1.543,5.008,0.689
2,6.936,1.943,1.721,3.744,0.747,2.577,1.673,5.092,0.766
1,10.923,2.123,1.694,4.977,0.618,1.883,1.515,4.714,0.636
1,11.229,1.996,1.443,4.864,0.696,2.586,1.607,3.783,0.656
1,14.642,2.497,1.406,4.825,0.761,2.077,1.711,5.11,0.779
2,15.311,2.279,1.935,4.229,0.791,2.008,1.609,4.356,0.927
2,18.123,2.26,1.994,4.33,0.728,2.052,1.627,4.122,0.892
2,18.226,2.181,1.721,4.884,0.73,2.231,2.122,4.837,0.889
2,18.244,2.304,1.906,5.003,0.884,2.22,1.654,4.135,0.941
2,18.982,2.006,2.115,4.088,1.004,2.341,1.862,4.327,0.748
2,19.194,2.617,1.664,3.848,0.727,2.048,1.702,4.04,0.881
2,19.671,2.078,1.831,4.782,0.924,2.422,1.659,3.79,0.878
2,20.302,2.138,1.808,4.527,0.933,2.139,1.617,4.462,0.952
2,20.604,2.316,1.753,3.776,0.859,2.293,2.122,4.04,0.941
1,20.619,2.439,1.656,3.884,0.729,1.857,1.653,4.608,0.617
2,22.497,2.121,1.655,4.645,0.844,2.371,1.585,4.902,0.852
2,24.208,2.623,1.984,4.501,0.839,2.446,2.097,4.956,0.944
2,25.774,2.228,1.628,3.885,0.738,1.922,1.959,4.14,0.854
2,26.545,2.246,1.895,4.128,0.852,2.037,1.619,3.703,0.803
2,28.292,1.887,2.051,4.797,0.837,2.446,1.891,4.541,0.729
2,31.996,2.428,2.029,4.661,1.003,2.481,1.865,3.951,0.821
2,36.865,1.964,1.514,4.555,0.985,2.307,1.591,4.514,1.005
2,36.99,2.369,1.665,4.462,0.882,2.045,1.715,4.123,0.926
2,37.931,1.9,1.785,3.674,0.839,2.403,2.005,4.317,0.799
2,38.986,2.276,1.615,5.119,0.766,2.298,2.071,4.313,0.737
2,40.326,2.36,2.05,3.978,0.843,2.364,1.604,3.972,1.005
2,40.613,2.46,1.948,4.283,0.719,2.592,1.708,4.287,0.77
2,41.247,2.247,1.747,5.111,0.923,2.342,1.737,4.125,0.734
2,41.598,1.982,1.676,4.446,0.92,2.412,1.563,3.911,0.794
1,41.771,1.877,1.649,4.524,0.798,2.083,1.582,4.136,0.612
2,41.779,2.26,1.644,4.947,0.724,2.137,1.514,4.556,0.721
2,43.002,2.48,1.863,4.462,0.75,2.221,2.047,4.956,0.726
1,44.242,1.965,1.752,3.877,0.704,2.302,1.478,4.564,0.793
1,44.529,2.324,1.517,4.899,0.803,2.192,1.515,4.925,0.824
1,47.259,1.978,1.819,4.452,0.757,2.238,1.543,5.078,0.667
2,47.37,2.526,1.836,4.768,0.719,2.333,2.105,4.146,0.791
2,47.511,2.251,1.963,5.048,0.846,2.558,1.819,3.628,0.874
2,48.796,2.537,1.779,4.364,0.822,2.297,2.025,5.127,0.848
2,51.03,2.169,2.03,3.637,0.733,2.375,2.054,4.522,0.871
2,51.875,1.964,1.527,4.392,0.953,2.062,1.598,4.98,0.83
2,52.755,2.526,1.73,4.465,0.889,1.929,1.769,3.918,0.771
