task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
1,1.861,2.31,1.521,3.803,0.805,2.316,1.74,4.084,0.644
2,4.508,2.223,1.754,4.115,0.911,2.473,1.721,4.107,0.832
2,5.667,2.434,1.791,3.657,0.82,1.91,1.986,3.743,0.828
2,6.049,2.151,1.673,3.744,0.731,2.427,1.557,4.174,0.893
2,7.445,2.447,2.095,4.332,0.877,2.617,1.605,4.088,0.893
2,8.613,2.103,1.735,4.549,0.876,2.271,2.046,4.406,0.968
2,12.382,2.591,1.88,4.934,0.782,2.169,1.585,4.772,0.989
2,15.692,2.427,1.804,4.821,0.753,1.895,1.629,3.734,0.849
1,15.768,2.145,1.955,5.037,0.666,2.318,1.883,3.627,0.754
2,15.915,2.383,1.569,4.661,0.972,2.474,2.017,4.346,0.752
2,15.976,2.23,2.005,5.056,0.798,2.529,2.081,4.715,0.987
1,18.955,2.525,1.858,4.993,0.732,2.466,1.896,4.492,0.639
1,19.09,2.206,1.821,5.0,0.861,2.436,1.651,4.055,0.64
2,19.801,2.547,1.665,4.556,0.785,2.163,1.943,4.21,0.995
2,19.867,1.91,1.586,3.854,0.792,2.439,2.122,3.827,0.846
1,23.47,2.19,1.585,4.386,0.74,2.446,1.671,4.348,0.634
2,23.904,2.443,1.919,4.982,0.732,2.343,1.895,4.498,0.831
2,24.134,2.183,1.614,3.812,0.937,2.129,1.614,4.664,0.833
1,24.536,2.003,1.658,4.696,0.653,2.51,1.73,4.386,0.76
1,24.988,2.011,1.838,5.043,0.774,2.358,1.939,3.659,0.772
2,26.224,2.438,2.046,5.121,0.956,2.615,1.702,4.384,0.746
1,26.91,1.904,1.968,4.223,0.671,2.62,1.771,3.654,0.676
2,33.666,2.085,1.544,4.798,0.89,2.483,2.113,4.331,0.963
2,34.007,2.188,1.818,4.736,0.88,2.12,1.801,4.245,0.777
2,34.288,2.063,1.953,4.304,0.746,2.059,1.734,3.976,0.83
2,34.301,2.183,1.88,4.255,0.856,2.099,2.058,4.993,0.926
1,34.933,2.099,1.543,4.922,0.672,1.964,1.9,5.047,0.739
1,35.28,2.21,1.636,3.872,0.847,2.173,1.513,4.713,0.672
2,35.387,2.411,1.966,4.727,0.837,2.218,1.705,3.848,0.994
2,35.708,2.566,1.605,4.388,1.012,2.132,1.726,5.053,0.785
2,36.192,1.908,1.516,3.97,0.736,2.276,1.965,3.848,0.728
2,36.763,2.342,2.053,4.089,0.793,2.156,1.871,3.975,0.727
1,37.367,2.209,1.559,4.564,0.768,2.106,1.881,4.169,0.788
2,41.884,2.469,1.861,4.935,0.721,2.068,1.743,3.86,0.769
2,42.277,2.368,1.598,3.763,0.765,1.938,1.968,5.124,0.98
2,42.462,2.565,1.773,4.813,0.738,2.144,2.057,3.63,0.952
2,42.661,2.412,1.92,4.805,0.821,2.427,2.04,4.957,0.924
1,42.751,1.872,1.618,4.408,0.659,2.21,1.512,4.033,0.652
1,44.98,1.899,1.501,3.683,0.656,2.478,1.968,4.031,0.78
2,46.244,2.172,1.844,4.768,0.736,2.187,1.829,4.289,0.842
2,46.357,1.907,1.965,4.142,0.816,2.361,1.688,4.331,0.765
1,48.006,2.429,1.534,4.632,0.664,2.309,1.73,4.446,0.812
2,48.96,1.873,2.104,5.029,0.867,2.238,2.087,4.187,0.967
2,49.202,2.535,1.747,3.731,1.015,2.521,1.949,4.151,0.77
2,49.475,1.98,1.743,4.33,1.007,2.523,2.12,4.743,0.781
2,49.801,2.412,1.955,3.766,0.839,2.589,2.098,4.017,0.787
2,52.289,2.486,1.91,4.275,0.847,2.191,2.078,4.368,0.961
2,53.782,2.011,1.983,4.996,0.8,2.633,1.587,4.771,0.748
1,56.72,2.34,1.905,3.769,0.85,2.123,1.89,4.665,0.695
1,59.121,2.11,1.44,4.045,0.765,2.458,1.921,3.941,0.84
2,63.089,2.082,1.615,3.773,0.899,2.243,1.815,4.195,0.918
2,63.874,1.978,2.09,5.025,0.786,2.425,1.879,4.685,0.799
2,63.918,2.564,1.847,3.797,0.888,2.535,1.785,3.797,0.804
2,64.769,2.447,1.994,3.738,0.966,1.88,1.832,4.089,0.891
2,64.974,1.91,1.519,4.452,0.82,2.466,1.671,4.529,0.745
1,65.822,2.483,1.803,3.807,0.78,2.525,1.869,3.961,0.729
1,67.525,1.884,1.675,3.628,0.675,1.916,1.618,4.02,0.788
2,68.916,2.631,1.887,4.673,0.921,2.109,1.586,4.14,0.862
2,73.308,2.011,1.765,5.052,0.979,2.469,2.002,4.833,0.863
2,74.058,2.625,1.657,3.975,0.97,2.333,1.695,3.859,0.92
2,76.16,2.252,1.592,5.095,0.921,2.483,1.999,4.086,0.736
2,76.78,2.039,1.608,4.313,0.999,2.013,1.656,3.972,0.904
2,77.391,2.044,1.619,3.807,0.803,2.226,1.918,3.622,0.923
2,77.843,1.97,1.576,4.193,0.775,2.13,2.132,3.631,0.732
2,80.699,2.011,2.099,4.914,0.999,2.261,2.12,5.035,0.864
1,80.991,2.348,1.974,3.895,0.755,2.576,1.475,3.672,0.749
2,81.082,2.118,1.764,4.974,0.763,2.479,1.606,3.7,0.891
2,81.831,2.15,1.7,3.972,0.818,2.201,1.967,3.888,1.005
2,81.878,2.629,1.803,4.613,0.748,2.427,1.598,4.324,0.87
2,82.288,2.131,2.094,5.076,0.956,2.639,1.967,4.788,0.816
2,82.555,2.39,1.77,5.056,0.89,2.073,1.974,4.087,0.734
2,83.337,2.521,1.522,5.035,0.988,1.921,1.539,3.7,0.96
1,83.498,2.452,1.865,4.841,0.625,1.958,1.989,4.169,0.753
1,83.989,2.562,1.51,3.858,0.72,2.327,1.464,5.098,0.85
1,86.245,2.099,1.784,3.968,0.616,2.402,1.981,4.272,0.779
2,87.118,2.198,2.005,3.964,0.832,2.582,2.053,4.961,1.002
2,89.2,2.556,1.59,3.985,0.839,2.063,1.65,4.863,0.937
2,89.255,2.298,1.723,4.181,0.746,2.39,1.821,4.571,0.97
2,90.384,2.295,1.588,4.961,0.768,1.996,1.979,4.721,0.866
2,90.512,2.492,1.792,4.472,0.815,2.073,1.764,4.817,0.799
2,90.883,1.9,1.55,4.062,0.732,2.025,1.923,3.763,0.964
1,91.033,1.954,1.947,3.981,0.687,2.446,1.955,4.681,0.612
2,91.049,2.495,1.654,3.888,0.892,2.099,1.844,4.327,0.858
