task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
1,0.559,2.364,1.696,4.707,0.757,1.858,1.983,4.711,0.832
1,1.527,1.914,1.426,3.627,0.619,1.92,1.959,4.433,0.861
1,1.633,2.035,1.696,3.837,0.757,2.146,1.672,4.751,0.616
1,1.991,2.126,1.784,4.361,0.647,2.348,1.548,4.075,0.742
2,2.775,1.888,1.906,3.911,0.822,2.272,1.824,3.966,0.797
1,2.996,1.919,1.494,4.267,0.761,2.161,1.801,3.854,0.724
1,3.317,2.2,1.797,4.17,0.764,1.993,1.814,4.613,0.667
1,3.764,2.202,1.868,4.784,0.702,2.312,1.426,4.354,0.738
1,3.815,2.604,1.422,4.823,0.647,2.478,1.791,3.711,0.612
1,4.709,1.946,1.86,4.491,0.818,2.486,1.842,4.912,0.764
1,4.767,2.087,1.793,4.721,0.712,2.327,1.771,4.241,0.797
2,5.732,2.629,1.654,4.511,0.727,2.03,1.966,4.44,0.809
1,6.024,2.142,1.955,3.905,0.746,2.617,1.905,3.709,0.725
1,6.036,2.113,1.735,4.044,0.612,2.595,1.554,4.283,0.659
2,6.103,2.483,1.826,3.782,0.886,2.492,1.9,3.888,0.859
2,6.126,2.263,1.985,4.409,0.834,2.25,1.599,4.368,1.01
1,6.48,2.563,1.631,4.033,0.709,2.397,1.856,4.024,0.61
2,6.628,2.566,1.823,4.66,0.92,2.619,1.935,4.236,0.76
2,7.075,2.617,2.025,4.24,1.008,2.157,2.007,5.074,0.956
1,7.56,2.003,1.714,3.874,0.837,2.362,1.668,4.622,0.717
2,7.873,2.426,1.737,4.274,0.92,2.139,1.558,4.335,0.795
1,7.892,2.056,1.829,4.833,0.638,2.233,1.448,4.564,0.668
1,8.055,1.885,1.817,3.717,0.671,2.509,1.549,4.031,0.632
1,9.022,2.621,1.963,3.748,0.785,2.287,1.662,4.925,0.649
1,9.442,2.069,1.729,3.854,0.837,1.983,1.916,4.661,0.642
1,9.625,1.852,1.899,4.357,0.722,2.465,1.501,4.706,0.83
1,9.721,1.951,1.513,4.352,0.811,2.596,1.567,3.893,0.674
1,9.88,2.269,1.859,4.325,0.748,2.119,1.676,4.165,0.632
1,10.344,2.195,1.422,3.878,0.753,2.331,1.958,4.53,0.623
2,10.542,2.498,1.63,4.044,0.837,2.108,2.071,3.978,0.886
1,11.984,2.466,1.877,4.373,0.755,2.381,1.687,4.465,0.862
1,12.149,2.024,1.651,4.425,0.842,2.31,1.631,4.425,0.863
2,12.174,2.525,1.776,4.236,0.954,2.541,1.836,3.777,0.797
1,12.24,2.319,1.821,4.386,0.73,1.935,1.955,4.099,0.663
1,12.469,2.21,1.696,4.867,0.66,2.466,1.824,3.698,0.639
1,12.585,2.062,1.877,4.136,0.824,2.075,1.876,4.437,0.619
1,12.866,2.447,1.961,5.032,0.661,2.257,1.74,4.313,0.753
1,13.501,2.1,1.579,3.659,0.627,2.618,1.61,4.556,0.726
1,14.637,2.014,1.715,3.605,0.835,2.388,1.972,3.664,0.806
1,15.239,1.968,1.744,3.664,0.861,1.929,1.501,3.659,0.772
2,15.337,2.094,1.716,4.599,0.865,2.386,1.898,4.283,0.821
1,15.842,2.074,1.598,3.841,0.738,2.379,1.642,4.195,0.712
1,16.313,2.492,1.426,4.455,0.786,2.192,1.482,4.843,0.684
1,16.605,2.314,1.438,4.341,0.632,2.539,1.585,4.075,0.633
1,16.963,2.427,1.603,4.836,0.632,2.447,1.439,3.803,0.616
2,16.968,2.335,1.73,4.05,0.88,2.181,1.6,5.116,0.917
1,17.074,1.982,1.89,3.672,0.762,2.277,1.418,3.897,0.761
1,17.401,2.482,1.878,4.177,0.821,1.997,1.44,4.31,0.79
2,17.416,2.297,1.794,4.557,0.897,2.207,1.826,3.743,0.96
1,17.458,1.891,1.433,3.803,0.61,2.483,1.462,3.624,0.701
2,17.773,1.913,1.945,3.692,0.918,2.417,1.949,3.997,1.002
2,17.926,1.982,1.63,5.029,0.906,2.61,2.037,4.613,0.8
2,18.626,2.624,1.801,5.028,0.811,2.368,1.891,3.741,0.931
2,19.289,2.25,1.708,3.93,0.949,2.037,2.06,3.637,0.845
1,19.334,2.374,1.891,3.91,0.845,2.095,1.743,3.824,0.737
1,19.357,1.92,1.61,3.609,0.632,2.1,1.946,4.407,0.612
2,19.893,2.435,1.544,3.864,0.797,2.368,1.686,4.7,0.767
1,20.081,2.362,1.535,4.223,0.838,2.358,1.75,3.65,0.861
1,20.101,2.24,1.851,4.371,0.778,2.512,1.508,3.993,0.623
2,20.239,2.548,1.932,4.673,0.987,2.615,1.953,4.663,0.881
2,20.332,2.333,1.716,4.317,0.806,2.425,1.983,4.894,0.789
1,20.382,2.215,1.479,5.06,0.623,2.528,1.952,4.516,0.751
1,21.568,1.99,1.62,3.814,0.802,2.252,1.908,5.018,0.675
1,24.238,2.453,1.512,4.006,0.711,2.158,1.988,4.364,0.647
2,24.893,2.252,1.77,4.267,1.002,2.094,2.011,5.091,0.899
1,25.044,2.282,1.574,4.412,0.611,2.062,1.46,3.653,0.702
1,25.075,2.348,1.835,4.046,0.707,2.512,1.703,4.789,0.738
1,25.383,2.434,1.467,4.694,0.838,1.905,1.518,4.916,0.741
1,25.906,2.453,1.554,4.658,0.739,2.45,1.642,3.765,0.861
1,25.932,2.011,1.846,3.901,0.771,2.562,1.513,4.438,0.667
1,26.143,2.603,1.615,3.773,0.746,2.155,1.605,4.915,0.863
2,27.069,2.05,1.513,4.944,0.744,1.922,1.547,4.111,0.93
2,27.421,2.251,1.721,4.317,1.005,2.565,2.122,4.119,0.9
1,28.082,2.223,1.433,4.134,0.61,2.116,1.866,4.624,0.713
1,28.383,2.017,1.621,4.373,0.786,2.117,1.567,4.326,0.623
2,28.794,2.346,1.544,4.739,0.942,2.073,1.543,4.369,0.999
2,28.804,2.13,1.902,3.861,0.999,2.563,2.014,5.025,0.948
1,29.541,1.868,1.872,4.817,0.825,2.051,1.984,4.915,0.631
1,29.542,2.075,1.514,4.962,0.811,2.153,1.896,4.401,0.811
1,29.697,1.964,1.682,4.757,0.65,2.431,1.654,4.791,0.748
1,29.729,2.052,1.521,4.326,0.759,1.948,1.913,4.659,0.806
2,30.42,2.256,1.767,4.268,0.995,1.961,1.7,3.774,0.901
1,31.131,2.55,1.501,4.271,0.815,2.384,1.945,3.891,0.838
1,31.462,2.123,1.827,4.326,0.623,1.94,1.463,3.783,0.667
1,32.766,1.946,1.752,3.822,0.681,2.324,1.729,4.418,0.734
1,33.522,1.913,1.898,3.785,0.658,2.378,1.773,3.748,0.65
1,33.749,2.078,1.939,4.079,0.795,2.1,1.609,3.659,0.707
1,34.638,1.991,1.584,5.018,0.751,2.231,1.739,4.945,0.626
1,35.537,2.469,1.823,3.659,0.683,2.166,1.68,4.225,0.623
1,35.949,2.049,1.538,4.753,0.815,2.126,1.921,4.005,0.833
1,36.454,2.037,1.934,3.672,0.643,2.162,1.793,4.64,0.669
1,36.642,2.235,1.8,4.861,0.61,2.049,1.653,4.968,0.637
2,36.794,2.042,2.108,4.472,0.795,2.252,2.073,3.682,1.018
1,37.327,1.861,1.69,3.763,0.796,2.195,1.504,3.913,0.647
2,37.389,2.261,1.823,4.582,1.015,2.36,2.078,4.04,0.787
2,37.719,2.341,1.645,3.7,0.815,2.139,1.655,5.099,0.828
1,37.828,2.119,1.418,4.43,0.664,2.323,1.963,4.194,0.708
1,37.878,2.476,1.479,3.86,0.626,2.302,1.518,4.978,0.664
1,38.09,2.015,1.421,4.857,0.772,2.456,1.448,4.353,0.754
1,38.266,2.309,1.814,4.161,0.849,1.877,1.674,5.047,0.63
1,38.436,2.473,1.927,4.033,0.732,2.44,1.588,5.11,0.804
1,38.588,2.362,1.661,4.169,0.628,2.45,1.524,4.44,0.861
2,39.404,2.592,1.747,4.179,0.96,2.052,1.606,4.229,1.008
1,40.107,2.507,1.811,4.805,0.75,2.497,1.652,3.719,0.751
2,40.157,2.494,1.965,4.702,0.836,2.151,1.844,4.673,0.949
1,40.577,2.009,1.423,4.62,0.61,2.215,1.689,4.568,0.619
1,40.888,1.991,1.532,4.851,0.649,1.897,1.924,3.956,0.851
2,41.064,2.508,2.125,4.269,0.895,2.585,1.643,5.092,0.841
1,41.227,2.509,1.518,3.839,0.837,2.483,1.864,3.901,0.63
1,41.255,2.447,1.764,4.076,0.833,2.07,1.884,4.694,0.816
2,41.573,2.156,1.538,4.149,0.969,2.332,1.554,4.764,0.805
2,41.636,2.545,1.789,5.01,0.892,1.905,1.698,4.96,0.947
1,41.655,2.284,1.873,4.065,0.717,1.938,1.441,4.3,0.637
1,41.787,2.335,1.898,4.782,0.735,2.609,1.609,4.081,0.649
1,42.304,1.945,1.806,4.097,0.843,2.16,1.87,4.698,0.703
1,43.532,2.044,1.872,4.405,0.675,2.456,1.601,4.44,0.63
1,44.188,1.856,1.474,4.097,0.672,1.874,1.718,3.657,0.625
1,44.712,2.41,1.626,4.128,0.855,1.882,1.464,3.956,0.646
2,44.912,2.243,1.625,3.657,0.905,2.612,1.974,4.256,0.79
2,45.459,2.428,1.69,4.094,0.883,2.32,1.811,4.651,0.744
2,45.626,2.141,2.065,3.859,0.845,2.626,1.561,4.209,0.937
1,45.771,2.441,1.61,4.873,0.684,1.874,1.791,3.866,0.681
1,45.924,2.347,1.82,4.896,0.734,2.324,1.834,4.555,0.734
1,46.417,2.574,1.405,5.095,0.663,2.591,1.513,4.966,0.697
1,46.871,2.507,1.687,4.231,0.734,2.341,1.496,4.108,0.622
1,46.884,2.142,1.605,4.134,0.811,2.559,1.869,4.352,0.808
2,46.945,2.226,1.728,3.63,0.941,2.577,1.824,4.156,0.964
1,48.51,1.987,1.949,4.282,0.619,2.078,1.445,3.733,0.627
1,48.695,2.553,1.682,3.748,0.712,2.391,1.678,4.361,0.837
1,48.917,2.429,1.447,4.326,0.806,1.923,1.567,4.483,0.773
1,49.182,2.165,1.884,3.632,0.843,1.964,1.684,4.379,0.664
1,49.36,2.279,1.49,4.96,0.851,2.331,1.479,4.07,0.789
1,49.389,2.143,1.827,3.709,0.618,1.867,1.639,3.866,0.804
1,49.461,1.867,1.972,4.266,0.638,1.94,1.916,4.529,0.838
1,49.734,2.118,1.811,3.884,0.86,2.624,1.689,4.292,0.742
2,50.401,2.577,1.658,4.225,1.014,2.383,1.804,3.705,0.727
1,50.431,2.276,1.711,4.282,0.64,2.057,1.668,4.614,0.84
1,50.833,2.231,1.419,4.17,0.782,1.922,1.475,4.13,0.807
1,51.568,1.996,1.642,3.807,0.819,2.301,1.616,3.632,0.809
2,51.94,2.611,1.667,4.664,0.847,2.131,1.844,4.83,0.771
1,51.962,2.471,1.685,4.533,0.847,1.996,1.703,4.196,0.788
1,52.122,2.474,1.873,4.343,0.64,2.231,1.798,4.088,0.681
2,52.323,2.531,1.864,3.95,0.9,2.156,1.654,4.772,0.759
1,52.411,2.482,1.841,4.005,0.711,2.45,1.862,4.624,0.807
2,53.001,2.095,1.801,3.804,0.776,2.417,2.091,4.321,0.871
2,53.631,2.368,1.887,4.999,0.999,2.293,1.846,3.878,0.986
1,53.725,1.986,1.97,4.611,0.758,2.571,1.764,4.275,0.668
2,53.813,2.223,1.871,4.001,0.965,2.059,2.002,4.384,0.73
1,54.333,2.424,1.842,4.891,0.726,2.197,1.969,3.773,0.664
1,55.093,2.41,1.79,4.006,0.812,1.886,1.87,4.081,0.86
1,55.197,2.491,1.782,4.8,0.843,2.62,1.755,3.72,0.717
1,55.241,2.591,1.758,4.444,0.688,2.49,1.873,4.971,0.691
1,55.315,2.101,1.848,4.252,0.807,2.073,1.661,4.8,0.632
1,55.323,2.426,1.601,4.624,0.617,2.063,1.425,4.072,0.63
2,55.836,2.167,1.783,4.247,0.745,2.197,1.951,4.368,0.814
1,56.058,2.388,1.95,4.585,0.803,2.419,1.631,4.746,0.824
1,56.131,2.08,1.697,4.665,0.726,2.532,1.451,5.11,0.659
2,56.535,2.155,1.604,5.028,0.913,2.243,1.602,3.756,0.801
1,56.753,2.497,1.655,4.717,0.64,2.19,1.605,4.922,0.726
1,57.188,2.214,1.562,4.079,0.755,2.223,1.714,5.049,0.811
1,57.859,2.08,1.858,4.079,0.744,2.108,1.694,4.202,0.83
1,59.24,2.029,1.631,4.322,0.734,1.993,1.551,4.386,0.632
2,60.616,2.298,1.967,4.914,0.902,2.602,1.565,4.004,0.786
1,60.954,2.301,1.775,4.632,0.64,2.223,1.985,4.683,0.691
1,61.057,2.429,1.685,4.468,0.816,2.083,1.951,4.038,0.664
1,61.065,2.314,1.738,3.944,0.727,2.615,1.794,5.009,0.776
1,61.727,1.921,1.621,3.995,0.831,2.015,1.987,4.851,0.849
1,62.427,2.07,1.551,3.605,0.727,2.055,1.513,4.714,0.835
1,62.446,2.422,1.562,4.495,0.762,2.544,1.767,4.079,0.814
1,62.771,1.872,1.775,3.769,0.796,2.287,1.509,4.029,0.666
1,63.333,2.277,1.543,3.853,0.612,2.532,1.755,4.78,0.804
1,63.561,2.335,1.631,4.511,0.81,2.277,1.482,4.405,0.684
1,63.629,2.171,1.895,4.182,0.674,2.576,1.69,3.627,0.663
1,63.877,2.044,1.951,4.833,0.779,1.922,1.642,4.816,0.803
1,64.467,2.525,1.583,4.26,0.862,2.467,1.809,4.714,0.817
1,64.531,2.03,1.98,4.616,0.78,1.931,1.42,4.201,0.694
2,64.542,2.213,1.636,4.887,0.819,2.117,1.927,4.733,0.747
1,64.553,1.876,1.579,4.369,0.742,2.426,1.571,3.737,0.627
1,64.725,2.424,1.554,3.624,0.74,2.029,1.911,5.003,0.668
1,65.094,2.345,1.728,5.044,0.837,2.167,1.465,4.425,0.691
1,65.175,2.446,1.617,4.721,0.689,2.24,1.882,4.76,0.86
1,65.569,2.38,1.441,3.83,0.667,2.45,1.746,4.277,0.632
1,65.6,1.899,1.73,4.268,0.623,1.925,1.689,4.429,0.681
1,66.055,2.251,1.604,3.984,0.702,2.402,1.806,4.411,0.686
1,66.548,1.88,1.869,5.11,0.754,2.395,1.876,4.369,0.848
1,66.821,2.424,1.668,4.347,0.842,1.986,1.801,3.673,0.707
1,66.997,2.57,1.737,4.784,0.83,2.083,1.914,4.131,0.663
2,67.094,1.902,1.844,4.886,0.836,2.052,2.044,3.782,0.903
1,67.557,2.443,1.608,4.386,0.83,2.221,1.647,4.08,0.823
2,68.456,2.052,1.632,4.965,0.955,1.969,1.799,4.784,0.829
2,68.473,2.215,1.548,4.541,0.766,2.55,1.645,3.77,0.763
2,68.57,2.633,1.937,4.162,0.836,1.928,1.932,4.086,0.97
2,70.746,2.501,1.875,4.587,0.815,2.298,1.517,3.82,0.734
