task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.082,110.36,102.26,10.56,24.52,110.93,10.41,97.53,1.12,94.91,104.19,10.46,23.52,102.35,9.31,102.08,1.03
T2,0.129,105.14,106.54,9.36,25.53,109.36,11.1,98.04,1.06,109.02,117.15,9.78,27.49,96.56,10.38,96.77,0.97
T3,0.328,106.31,107.17,9.99,23.58,105.61,10.46,104.58,1.07,104.44,99.32,10.86,24.64,111.04,9.89,107.05,1.12
T9,0.418,97.96,99.47,9.98,28.4,109.47,10.86,108.95,1.01,97.9,101.28,11.18,28.86,113.4,10.32,104.55,1.05
T1,0.683,99.13,107.31,11.02,24.32,94.84,10.72,93.56,1.05,97.1,111.26,11.22,26.72,100.79,11.03,99.76,1.14
T6,0.695,115.91,94.93,11.37,26.5,91.68,11.54,106.69,1.02,104.96,104.86,10.23,29.34,98.15,9.99,110.46,1.06
T3,0.772,100.38,107.31,10.99,25.4,101.72,9.32,99.71,1.07,99.5,95.17,10.64,23.47,117.52,9.22,96.88,1.05
T7,1.117,100.77,110.4,11.45,27.12,112.43,10.29,98.86,1.04,104.06,105.78,10.49,27.14,95.99,11.07,101.54,1.03
T8,1.173,100.73,108.34,9.46,26.97,109.92,10.3,96.15,1.07,108.37,94.84,9.82,23.35,106.04,9.5,108.54,1.09
T5,1.284,97.32,97.71,9.38,26.07,99.34,9.72,114.57,1.05,94.96,96.25,10.74,26.34,104.53,9.76,100.17,1.11
T7,1.306,109.7,111.34,11.14,28.03,110.56,9.84,100.02,0.95,100.94,107.03,10.86,25.85,102.16,11.57,100.21,0.96
T2,1.338,101.7,117.18,10.22,25.24,95.72,9.92,102.74,0.96,111.93,109.81,10.81,24.46,99.16,10.81,107.36,1.02
T2,1.424,110.89,109.04,10.11,25.53,93.15,10.14,97.36,1.09,103.58,106.97,10.43,24.34,94.1,10.4,97.8,0.98
T5,1.447,100.0,106.09,10.13,27.86,108.08,10.37,113.74,1.09,110.78,100.71,10.27,28.1,108.31,9.64,107.0,0.94
T6,1.48,98.1,96.98,10.75,28.0,107.22,10.56,116.94,1.03,103.22,96.0,11.58,28.96,106.45,11.06,108.23,1.09
T1,1.566,97.83,103.34,9.9,24.76,97.02,10.96,101.43,1.12,106.45,106.39,10.72,23.95,107.5,9.92,92.47,1.04
T2,1.592,100.0,111.03,9.89,24.96,103.21,9.97,98.34,1.04,109.74,105.62,9.97,25.82,108.18,10.99,98.32,1.02
T6,1.803,108.45,97.07,11.43,27.22,104.16,11.22,103.24,0.97,102.64,98.9,10.47,28.14,91.58,9.9,117.95,0.94
T10,1.911,111.17,112.15,10.25,27.3,106.22,10.96,98.94,1.18,111.62,114.18,10.2,25.76,112.85,11.3,100.86,1.04
T5,2.043,97.85,95.5,9.93,26.39,110.6,10.58,113.9,1.08,109.69,98.82,9.21,25.19,111.3,9.35,112.62,0.95
T5,2.146,108.85,104.49,10.07,28.54,107.97,10.79,111.59,1.06,105.26,107.63,10.7,27.19,96.95,9.47,104.84,1.1
T4,2.425,115.4,97.09,11.0,26.39,106.19,10.94,94.48,1.07,98.28,106.4,11.64,25.91,111.27,9.4,108.28,1.05
T1,2.484,100.45,113.37,11.22,23.6,108.84,10.12,95.07,1.0,110.02,109.08,11.32,24.78,101.92,10.99,101.41,1.03
T10,2.557,110.29,99.43,9.67,25.56,99.53,10.88,95.38,1.1,100.54,102.4,10.14,26.56,109.48,10.28,108.46,1.18
T1,2.641,96.13,103.95,11.34,25.19,96.38,10.88,95.76,1.15,105.81,112.73,10.95,24.26,100.37,10.88,91.7,1.02
