task_type,m1_1,m2_1,m3_1,m4_1
T2,1.606,5.297,25.276,27.243
T2,1.834,4.962,26.753,29.217
T2,1.799,5.673,27.122,25.475
T1,1.23,3.507,20.427,20.346
T2,1.682,5.313,28.283,28.766
T4,3.414,9.075,50.403,54.225
T3,2.171,7.712,34.285,36.844
T4,3.01,9.151,48.591,54.1
T2,1.593,5.331,26.812,25.736
T2,1.695,5.509,28.078,27.028
T3,2.288,7.383,36.433,39.62
T2,1.637,5.346,28.947,26.214
T1,1.188,3.52,18.458,19.523
T1,1.241,3.873,19.606,19.319
T1,1.289,3.83,19.802,20.943
T4,3.001,9.68,52.118,46.678
T4,3.057,10.162,45.839,50.418
T2,1.758,5.155,26.736,29.391
T4,2.985,9.455,53.356,50.899
T2,1.699,4.982,25.144,28.438
T3,2.386,6.609,35.993,34.42
T3,2.157,6.73,39.335,38.928
T4,3.233,10.467,53.152,48.354
T1,1.294,3.949,17.863,18.94
T3,2.399,7.115,34.956,35.804
T1,1.247,3.651,20.755,18.638
T4,3.442,9.133,51.569,47.652
T3,2.446,6.794,38.71,34.358
T3,2.304,6.827,39.017,36.737
T1,1.311,3.74,19.862,17.825
T2,1.684,5.211,28.898,25.366
T3,2.483,7.657,38.968,37.672
T3,2.194,7.596,38.41,35.147
T2,1.796,5.637,25.353,27.314
T1,1.299,3.449,18.437,17.846
T1,1.222,3.602,18.627,19.981
T3,2.491,6.582,36.174,37.12
T2,1.818,5.087,26.301,25.972
T4,3.227,9.613,49.616,49.637
T4,3.177,10.555,48.155,48.614
T2,1.603,5.332,27.061,29.075
T3,2.437,7.654,33.786,39.598
T4,3.176,9.149,53.253,51.956
T4,3.164,10.093,50.208,50.248
T2,1.785,5.556,27.562,28.438
T4,3.094,9.072,47.166,51.027
T3,2.239,7.332,35.157,37.204
T2,1.648,4.883,25.907,26.973
T3,2.505,6.824,36.289,36.719
T2,1.872,5.618,28.834,28.024
T1,1.259,3.658,18.926,18.078
T4,3.0,9.134,48.34,50.587
T3,2.487,7.393,38.391,36.195
T1,1.255,3.899,17.77,17.722
T2,1.707,5.291,29.375,25.273
T3,2.191,7.407,40.127,34.482
T3,2.461,7.2,40.122,39.563
T4,2.966,9.276,53.112,53.525
T3,2.478,6.934,34.153,35.809
T4,3.352,10.29,53.265,53.495
T4,3.157,10.283,52.874,46.329
T2,1.59,5.175,26.655,26.385
T1,1.228,3.467,20.958,20.153
T1,1.213,4.038,18.256,20.922
T2,1.761,5.356,28.76,25.341
T1,1.242,3.489,19.113,20.197
T2,1.836,5.675,26.496,26.066
T4,2.916,9.521,51.312,53.487
T4,2.973,9.601,52.318,45.926
T4,3.148,9.385,51.204,49.564
T4,3.152,10.096,45.755,51.938
T2,1.627,5.31,27.497,27.388
T3,2.398,6.644,35.095,38.108
T1,1.132,3.675,19.227,20.854
T3,2.331,6.876,36.222,34.637
T2,1.646,5.005,24.989,25.159
T2,1.733,4.89,25.153,25.738
T4,3.285,9.059,51.358,52.705
T3,2.476,7.304,38.119,38.424
T3,2.382,7.224,35.507,34.874
T2,1.757,5.1,27.519,24.961
T2,1.872,5.42,27.632,25.291
T3,2.385,7.132,39.943,38.808
T3,2.543,7.65,39.912,38.392
T3,2.5,7.786,38.149,38.087
T4,3.028,9.358,51.943,52.002
T3,2.188,7.801,34.554,35.142
T3,2.244,7.584,33.946,38.344
T4,2.942,9.116,53.892,48.67
T2,1.648,5.282,25.514,27.583
T3,2.311,7.117,38.834,38.84
T3,2.485,6.881,38.376,39.649
T1,1.214,3.466,19.342,18.347
T4,3.426,9.884,51.464,53.569
T1,1.152,3.509,19.629,19.284
T4,3.364,9.848,47.058,51.376
T4,3.196,9.038,46.329,54.22
T3,2.175,6.588,35.468,35.859
T4,3.391,9.964,47.113,54.005
T3,2.33,7.527,39.585,37.642
T2,1.872,5.298,25.113,26.561
T3,2.397,7.615,38.697,37.081
T3,2.173,7.293,38.428,36.161
T2,1.791,5.661,27.833,28.38
T2,1.74,5.729,26.927,26.605
T3,2.318,7.563,40.086,39.546
T1,1.284,3.921,19.853,20.514
T2,1.79,5.723,25.767,26.376
T2,1.686,5.646,27.61,24.825
T2,1.682,5.288,25.406,28.876
T3,2.346,7.097,33.935,38.967
T4,3.232,8.914,48.901,47.749
T1,1.294,3.881,20.026,20.931
T1,1.225,4.087,20.365,18.002
T2,1.85,5.521,26.596,25.843
T3,2.313,7.432,39.62,39.118
T2,1.624,5.21,27.402,27.746
T4,3.026,9.997,45.772,51.207
T2,1.716,5.346,24.973,27.464
T1,1.149,3.894,19.613,20.46
T3,2.312,7.28,34.492,39.84
T1,1.263,3.704,20.871,20.187
T1,1.163,3.449,18.367,20.306
T2,1.654,5.548,26.978,25.16
T1,1.14,4.01,19.04,18.063
T1,1.312,3.624,19.596,17.888
T1,1.151,3.48,19.064,20.135
T4,3.364,9.087,46.485,50.648
T4,2.931,9.89,49.686,45.871
T1,1.28,3.455,20.316,18.504
T4,3.445,10.197,47.151,47.604
T1,1.205,3.704,19.539,19.649
T1,1.198,3.816,19.985,20.395
T1,1.197,3.549,19.111,20.861
T4,3.165,10.138,47.448,50.601
T2,1.818,4.857,27.553,28.486
T1,1.214,3.454,20.774,21.001
T1,1.306,3.578,17.693,19.37
T3,2.46,6.605,39.215,38.885
T1,1.207,3.813,20.694,19.401
T2,1.661,5.487,27.822,28.231
T1,1.165,3.626,17.89,19.566
T1,1.154,3.991,18.548,20.643
T4,2.933,9.75,53.887,54.008
T4,3.373,9.305,51.878,49.43
T3,2.33,7.515,39.106,33.965
T2,1.602,5.073,24.85,28.622
T1,1.321,3.52,20.41,19.964
T1,1.161,3.645,18.699,19.697
T2,1.723,5.705,26.021,25.728
T4,3.089,9.046,47.349,50.563
T3,2.382,6.998,36.485,36.521
T3,2.299,7.674,40.095,36.489
T2,1.754,5.355,27.277,28.809
T1,1.152,3.699,17.662,20.322
T2,1.78,5.014,26.433,27.935
T3,2.171,7.281,34.429,34.451
T2,1.629,4.935,27.779,27.47
T2,1.844,4.973,26.651,25.746
T3,2.197,6.742,36.739,34.628
T2,1.644,4.956,26.761,26.166
T4,3.286,8.953,47.305,46.25
T4,3.232,9.327,46.473,53.157
T4,3.006,9.177,47.151,53.14
T4,3.23,9.527,50.182,45.807
T3,2.153,6.973,39.497,39.163
T3,2.306,6.84,33.88,37.623
T3,2.293,6.737,38.758,37.639
T3,2.325,7.801,33.76,37.368
T2,1.624,5.139,29.297,28.463
T4,2.948,9.922,51.37,49.851
T3,2.335,7.495,38.375,35.931
T3,2.331,6.599,36.61,35.137
T2,1.866,5.193,24.949,27.439
T1,1.18,3.82,20.659,19.558
T4,2.98,9.896,49.998,49.966
T3,2.533,7.739,39.21,36.553
T2,1.682,4.978,26.359,25.297
T1,1.324,3.779,19.96,18.105
T3,2.201,7.458,39.945,38.537
T3,2.308,7.258,34.4,36.973
