task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.045,1.04,10.65,10.92,94.62,9.79,96.74,103.78,98.25,1.13,10.91,10.96,99.28,9.98,109.82,108.42,104.46
T2,0.086,0.98,9.66,9.74,99.96,10.58,102.7,108.91,100.63,1.1,10.65,9.81,93.37,11.06,96.43,100.67,92.14
T2,0.125,1.02,10.81,10.76,109.12,10.03,103.02,109.6,94.92,1.1,9.88,10.33,99.44,9.77,94.19,109.49,96.69
T2,0.128,1.11,11.29,9.91,93.83,10.99,95.22,109.04,97.17,0.99,9.8,10.4,96.21,10.98,95.13,112.91,96.86
T1,0.511,1.14,11.3,11.29,105.24,10.12,101.22,110.76,100.88,1.05,9.83,11.24,96.47,9.85,111.97,96.29,109.02
T2,0.56,1.01,10.94,9.72,93.96,10.15,101.92,110.23,92.77,1.08,11.37,10.59,94.72,10.92,103.68,98.68,104.05
T3,1.015,1.01,10.95,10.61,108.44,10.62,103.87,115.89,102.77,1.05,10.5,9.97,109.53,9.44,106.67,117.32,114.38
T1,1.362,1.08,10.8,10.84,95.11,10.26,104.99,113.7,107.55,1.1,11.47,10.93,95.82,9.36,112.38,96.34,101.6
T3,1.717,1.04,10.13,11.65,105.85,9.34,101.95,109.94,114.05,1.15,10.46,10.49,105.9,10.9,104.91,110.37,107.48
T1,1.865,1.09,10.65,11.12,97.88,9.89,110.73,98.95,118.59,1.03,10.8,10.75,93.94,10.34,98.4,106.41,117.58
T2,2.054,1.15,10.98,9.85,100.66,10.5,100.8,109.97,101.85,1.0,11.0,10.24,99.09,11.4,105.78,114.22,93.31
T4,2.176,1.09,9.86,10.22,100.73,10.29,104.97,101.69,97.81,1.15,10.46,10.93,107.0,11.1,113.38,106.43,104.15
T4,2.246,1.13,11.0,10.42,103.19,10.55,101.84,110.95,102.47,1.02,11.27,11.22,111.22,10.32,113.14,109.11,108.37
T1,2.307,1.13,10.2,9.77,111.09,9.87,97.41,108.65,110.29,1.13,10.71,10.54,111.14,9.49,111.4,112.84,110.48
T3,2.379,1.04,11.37,11.6,102.85,10.46,97.1,117.58,107.93,1.12,9.97,10.36,104.04,9.33,92.02,101.17,114.16
T3,2.654,1.0,10.05,10.8,110.79,9.34,96.48,104.12,113.24,1.09,10.64,10.06,107.25,9.84,94.12,107.38,107.61
T2,2.939,1.08,9.97,10.52,104.48,11.26,102.95,102.12,103.78,1.09,11.18,10.22,110.04,10.09,94.87,114.81,101.2
T3,3.295,1.01,11.37,10.09,107.83,10.54,97.34,100.11,98.19,1.08,11.33,10.17,111.56,9.78,107.12,111.36,99.71
T2,3.651,0.99,10.63,9.67,96.52,10.8,99.34,111.82,101.29,1.1,10.36,11.21,95.36,9.78,101.15,104.98,92.05
T4,3.651,1.1,10.9,10.57,106.23,10.57,109.51,114.09,108.95,1.03,11.27,11.64,112.67,11.1,101.32,99.02,94.56
T1,3.8,1.04,10.85,10.49,109.03,10.15,103.56,102.19,107.27,1.12,10.8,10.36,93.99,9.82,99.27,105.66,103.32
T1,3.939,1.03,11.06,9.62,103.38,10.64,107.73,112.67,115.13,0.98,11.47,11.09,110.22,9.96,113.0,97.42,101.53
T3,4.476,1.08,10.15,10.34,104.56,10.57,101.03,102.74,102.5,1.16,10.08,11.04,102.49,10.32,99.4,114.43,107.0
