task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
4,0.018,101.38,99.48,11.31,108.53,108.4,1.14,101.8,1.07,108.04,108.3,10.24,101.71,108.68,1.15,101.17,1.04
4,0.218,95.85,102.17,10.76,98.7,101.46,1.16,101.28,1.03,105.97,95.7,10.56,95.78,101.6,1.01,104.46,1.04
1,0.294,97.19,103.62,9.85,106.57,96.94,1.08,107.41,1.0,93.03,99.3,10.01,105.82,95.57,1.09,110.33,0.97
2,0.44,104.89,102.35,11.15,113.46,97.16,1.13,112.94,1.01,108.3,100.59,11.38,112.25,109.67,1.06,110.58,1.01
2,1.385,98.55,102.61,11.09,102.4,104.66,1.11,110.16,1.0,95.45,99.01,10.28,108.1,101.61,1.12,96.38,0.94
4,1.639,107.87,104.69,11.49,109.18,108.63,1.05,100.54,1.11,102.6,100.42,9.99,95.44,110.84,1.11,106.95,1.11
3,2.015,108.74,102.87,9.85,105.53,96.99,0.93,105.46,1.05,97.01,99.22,9.96,106.11,103.07,0.98,103.45,0.99
2,2.057,98.88,108.5,10.23,104.03,97.91,1.1,96.54,0.93,94.64,110.12,11.18,99.79,108.45,1.07,98.11,1.09
2,2.519,97.81,106.38,10.82,113.74,102.68,1.07,97.25,1.1,100.88,110.1,10.71,111.38,112.17,1.11,106.85,0.95
2,3.063,94.44,105.41,10.01,96.35,103.48,1.04,111.91,1.08,99.79,104.73,11.35,102.8,99.62,1.0,99.3,1.05
2,3.286,96.73,113.38,10.93,104.34,98.72,1.03,95.12,0.97,103.37,107.02,11.36,104.47,100.3,1.03,111.56,1.05
4,3.359,107.61,96.31,10.36,103.25,102.86,1.09,95.19,1.01,99.49,108.76,11.66,96.95,104.99,1.14,96.41,1.15
3,3.39,98.43,102.46,10.39,102.83,102.55,1.0,103.89,1.07,103.06,96.24,11.06,104.94,98.15,1.05,92.97,1.07
2,3.656,106.04,99.54,9.95,104.62,112.36,1.09,96.55,1.07,98.65,98.96,9.88,105.82,111.82,1.05,100.94,1.02
2,3.67,99.74,111.63,10.92,101.83,100.2,1.0,111.22,1.06,95.1,113.68,10.93,106.53,99.17,1.03,99.34,1.06
1,4.248,97.46,110.31,9.9,96.94,108.8,1.04,109.38,1.07,102.27,98.71,9.84,101.73,108.9,1.16,95.93,0.97
3,4.556,104.03,94.39,10.01,92.12,109.0,0.97,91.99,0.96,100.51,99.1,9.82,97.05,95.55,1.07,105.03,1.06
3,4.596,99.65,110.18,10.48,96.39,94.75,1.06,107.48,0.94,104.76,99.74,9.86,108.72,95.74,1.0,106.13,1.08
2,5.051,97.17,99.07,10.45,101.68,113.68,0.98,105.11,1.09,93.84,101.56,11.05,104.34,105.15,1.02,109.04,1.04
2,5.362,93.26,102.41,10.98,106.65,111.24,0.97,103.92,1.06,109.31,100.39,10.71,109.23,106.7,1.08,107.07,1.11
2,5.599,99.15,103.99,10.88,105.45,105.62,1.06,112.53,1.09,93.23,108.83,10.86,99.31,104.07,1.07,101.26,0.96
1,5.971,105.44,104.5,10.08,106.38,111.1,1.06,97.22,1.08,103.65,107.97,10.1,112.93,106.48,1.09,101.32,1.08
3,6.255,96.53,101.24,10.45,101.87,101.74,0.97,105.66,1.0,101.25,106.57,11.49,96.11,95.74,1.09,102.56,1.06
3,6.366,98.52,103.39,11.23,102.49,111.16,0.93,96.37,1.08,110.22,94.5,10.93,108.68,103.6,1.02,96.98,0.97
3,6.614,95.96,102.67,9.75,92.69,101.58,1.0,95.7,1.08,99.36,100.26,11.07,93.36,108.78,1.08,97.01,0.96
2,6.665,96.64,107.64,9.84,106.36,98.72,0.99,107.87,1.03,92.39,109.43,10.25,98.37,107.91,1.13,104.67,1.05
3,6.951,106.63,103.2,10.96,101.44,98.48,1.02,97.53,1.0,107.24,101.03,11.14,103.96,99.64,1.04,100.04,0.91
4,7.246,99.96,100.35,11.58,107.52,109.05,1.0,98.16,1.01,94.2,101.39,10.2,99.84,111.22,1.16,106.64,1.09
3,8.003,102.35,100.95,10.46,98.27,100.97,0.97,106.83,0.92,96.47,94.59,11.41,107.37,102.91,1.09,99.33,1.08
3,8.137,109.94,107.06,11.37,101.01,106.61,1.01,96.6,0.97,103.94,104.38,10.24,98.27,111.02,0.99,91.49,1.06
1,8.333,99.71,105.22,10.79,98.76,100.12,1.08,111.98,0.92,101.73,95.79,9.97,107.68,110.86,1.16,109.19,0.92
2,8.656,99.55,113.31,10.46,98.67,112.35,1.12,108.86,1.08,101.11,103.47,10.26,110.56,100.66,1.03,104.6,0.94
1,9.298,95.89,106.89,9.96,112.1,102.15,1.07,106.51,1.08,101.31,104.49,10.92,100.14,110.83,1.12,107.51,0.92
4,10.003,103.84,94.56,10.5,109.08,102.7,1.1,102.18,1.0,105.76,104.66,10.87,109.29,111.37,1.16,101.69,1.11
1,10.122,105.34,105.68,11.02,104.16,100.1,1.05,97.62,1.06,104.75,107.86,10.57,113.38,101.3,1.02,98.38,1.03
3,10.211,98.81,108.61,11.12,96.6,104.8,0.95,100.02,1.02,103.74,108.2,9.87,105.17,109.08,0.95,103.51,0.92
1,10.46,102.58,109.76,11.11,102.86,97.24,1.16,106.22,0.93,99.86,99.03,11.05,102.56,102.55,1.16,96.52,0.99
4,10.619,105.45,106.77,9.98,95.25,113.85,1.14,94.53,1.07,98.08,101.76,11.61,99.12,109.11,1.14,110.7,1.1
4,10.777,94.02,93.33,10.19,104.42,105.6,1.12,102.63,1.02,98.9,98.6,11.37,99.78,102.75,1.17,110.74,1.07
3,11.237,108.51,109.34,10.93,102.18,108.82,1.01,95.01,1.06,99.62,107.48,9.96,94.14,106.27,0.98,91.99,1.03
3,11.427,100.51,98.17,9.74,93.1,96.79,0.98,93.25,0.92,105.8,95.86,10.98,99.2,109.73,1.07,105.97,0.95
3,11.509,110.53,98.82,10.02,92.93,98.76,1.07,91.75,1.05,95.9,107.02,10.43,101.64,93.78,0.93,99.99,1.04
1,12.407,97.42,105.5,11.17,108.08,107.07,1.08,102.3,1.08,94.98,105.76,11.32,97.98,106.75,1.03,105.99,1.0
1,12.789,102.6,101.9,10.25,109.4,105.62,1.02,112.32,0.95,96.49,109.65,9.84,102.9,109.22,1.08,105.4,0.94
3,13.345,105.92,97.75,10.51,101.44,94.87,0.93,107.42,0.92,102.24,102.31,11.23,107.03,104.19,1.09,102.03,1.03
4,13.351,105.33,96.57,11.17,101.38,99.38,1.11,110.05,1.01,96.33,92.59,10.24,103.85,101.24,1.16,106.35,1.02
