task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T3,0.824,104.68,157.65,11.04,1.09,162.4,147.92,96.38,110.56,109.18,154.59,9.74,1.09,154.36,153.3,100.82,103.08
T2,1.29,108.76,158.77,10.91,0.96,155.9,167.15,106.18,105.52,114.41,137.5,10.52,1.01,149.74,152.34,104.54,103.43
T3,3.277,101.9,166.37,11.28,0.97,156.05,163.47,108.33,110.44,113.75,164.99,10.8,0.93,164.88,150.53,105.08,113.72
T9,4.178,106.13,141.63,10.46,0.95,148.65,158.3,106.54,111.37,107.88,142.11,9.51,0.96,149.13,161.46,110.43,104.06
T1,6.83,101.17,155.98,10.22,1.01,161.54,163.31,96.09,96.29,93.72,145.12,10.36,1.03,165.8,163.45,109.43,110.04
T6,6.951,99.58,147.96,9.59,0.94,155.61,161.91,98.66,109.52,97.46,154.55,9.99,0.99,155.38,163.31,91.87,105.15
T3,7.718,101.98,167.23,10.19,0.94,157.1,163.82,96.31,112.87,99.2,169.39,10.82,0.98,172.4,151.51,113.09,105.08
T7,11.166,104.4,164.73,11.29,1.15,159.19,174.23,111.04,102.24,100.9,149.78,10.47,1.04,155.3,164.97,104.19,107.76
T8,11.73,107.62,166.37,9.82,1.1,171.51,153.39,107.62,106.64,94.17,166.58,11.52,1.0,159.9,150.62,103.04,112.24
T5,12.84,98.82,165.89,11.25,0.99,165.44,159.44,100.18,111.5,107.8,155.2,10.2,1.1,144.71,145.46,114.32,99.27
T7,13.063,103.72,142.08,10.68,0.97,163.91,161.37,114.16,102.97,107.69,164.13,10.63,1.02,163.93,172.92,106.94,114.02
T2,13.376,105.77,154.98,11.04,1.02,153.07,161.57,110.39,98.3,114.2,151.61,10.45,1.06,152.36,156.4,101.44,106.15
T2,14.238,108.39,145.25,11.6,0.96,167.39,150.21,114.19,106.21,103.91,153.66,10.59,1.01,167.9,154.44,113.85,93.81
T5,14.469,100.6,166.24,11.4,0.99,146.78,142.67,109.65,100.82,101.5,167.84,10.5,1.03,148.29,150.52,96.86,95.3
T6,14.804,96.07,162.83,10.52,1.03,156.33,159.12,103.82,102.48,97.92,160.89,9.65,1.09,159.75,155.84,100.88,104.31
T1,15.658,106.34,143.54,10.06,1.08,161.72,166.57,104.58,109.26,96.85,152.39,10.81,1.09,164.21,153.35,98.55,105.98
T2,15.918,108.93,157.36,10.41,0.96,162.84,145.26,104.73,95.9,116.41,150.02,10.73,0.96,161.22,160.41,101.3,106.19
T6,18.031,96.2,160.66,10.08,0.97,155.76,163.16,103.96,100.25,100.34,138.69,11.14,1.0,162.2,143.53,106.98,104.32
T10,19.106,96.29,174.97,9.59,1.0,157.76,161.97,108.63,101.15,109.93,152.64,10.63,1.04,177.36,147.94,96.45,110.68
T5,20.427,111.38,150.96,11.2,0.98,151.4,146.53,105.04,104.4,107.04,152.37,10.56,0.97,150.24,158.07,113.42,104.93
T5,21.459,111.05,168.28,11.6,1.1,158.34,148.27,99.2,98.35,95.13,153.3,10.18,1.0,153.35,148.21,108.02,108.89
T4,24.253,98.92,149.42,11.38,0.99,158.34,155.0,112.92,96.46,104.83,153.73,10.13,1.08,144.06,146.71,101.51,110.8
T1,24.838,92.77,151.76,10.36,1.07,165.92,164.83,97.05,102.66,108.3,138.16,10.31,0.96,162.03,163.45,109.34,103.45
T10,25.569,101.11,161.13,9.51,0.94,153.28,165.28,111.17,104.02,105.23,161.58,10.48,1.02,177.42,153.85,102.52,116.48
