task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
4,0.781,94.681,113.004,105.666,11.486,95.324,1.064,92.814,96.507,106.357,108.602,10.953,111.25,0.976,93.336
4,0.935,107.63,118.311,115.137,10.029,93.999,1.061,95.06,100.183,117.522,111.565,11.305,101.457,1.086,107.671
2,1.033,1.106,1.097,103.081,110.437,111.084,104.745,112.554,1.084,0.996,112.132,100.077,100.764,111.124,101.612
1,1.578,1.07,109.89,113.496,1.107,115.591,9.7,98.92,0.949,103.777,107.458,1.016,106.648,10.251,96.375
4,1.676,104.66,113.967,110.165,11.528,107.223,1.084,97.664,106.044,114.447,110.204,9.794,95.483,1.011,109.326
1,2.005,1.097,107.307,114.382,0.995,117.005,10.499,99.909,1.062,104.259,102.651,1.066,103.781,10.796,102.159
2,2.6,1.081,0.977,114.462,103.856,108.561,104.616,99.889,1.094,0.961,102.012,97.819,113.345,110.685,100.881
1,2.65,0.987,105.668,104.233,1.008,108.345,10.135,106.981,1.069,113.161,108.448,1.023,114.039,10.399,113.284
3,2.676,107.23,0.988,95.195,109.987,107.674,102.158,94.818,107.506,1.005,100.914,106.598,110.983,98.856,110.987
2,3.565,1.1,1.068,100.53,98.057,100.261,105.782,115.288,0.954,1.011,101.825,111.022,114.417,100.509,104.74
1,4.191,0.943,110.637,100.175,1.095,103.142,9.903,103.514,1.009,103.215,108.236,1.047,103.658,9.916,98.076
1,4.404,0.945,110.75,103.081,1.108,111.741,10.236,108.78,1.014,105.355,108.175,1.08,103.263,9.409,101.766
1,4.583,1.049,103.607,114.102,1.016,111.156,10.021,108.691,0.982,101.884,99.237,1.073,116.267,9.345,103.14
1,4.959,1.059,101.637,111.165,1.085,116.528,9.258,98.314,1.067,103.87,98.684,1.118,107.237,9.613,97.213
1,5.391,1.005,96.62,99.541,1.145,99.473,10.581,100.241,0.966,105.825,107.766,1.07,101.404,10.029,107.918
4,5.906,99.103,105.369,106.97,11.378,109.059,1.024,96.926,95.793,100.124,106.209,11.159,98.147,1.041,98.748
4,6.16,111.209,113.504,110.835,9.907,107.57,1.03,96.713,101.595,110.198,102.323,10.824,94.561,1.045,104.621
2,6.626,1.043,1.027,111.145,100.678,106.026,105.128,115.271,1.104,1.011,114.432,108.642,112.516,111.314,108.634
3,7.371,103.737,0.978,100.51,107.21,101.251,95.333,109.677,111.044,1.001,105.5,94.043,103.502,98.917,105.436
2,7.474,0.984,0.987,109.65,111.519,113.778,110.4,101.994,0.951,1.009,117.243,101.104,108.327,111.469,102.362
4,7.519,106.145,117.136,104.335,11.266,97.269,1.045,92.961,96.656,109.196,112.275,11.543,109.636,0.96,103.456
4,7.764,108.778,106.768,103.333,10.431,95.732,1.041,99.7,103.968,109.052,111.243,11.357,106.495,1.084,94.484
1,8.886,0.943,111.573,102.003,1.072,112.021,9.891,104.707,0.96,108.143,97.93,1.109,102.707,10.008,102.287
1,8.912,1.028,103.542,104.627,1.026,113.53,10.289,108.602,0.971,100.398,111.518,1.008,113.669,9.555,108.67
1,9.479,1.1,102.082,105.462,1.116,113.81,10.297,102.665,1.093,105.284,108.647,1.103,102.958,9.665,100.479
4,9.506,103.625,116.399,104.916,11.313,102.759,0.943,101.675,94.449,105.407,118.138,10.757,96.835,1.076,99.333
2,10.146,1.021,0.977,101.825,110.241,100.44,98.996,110.237,0.994,0.98,101.819,106.25,106.676,104.924,110.459
2,10.162,1.112,1.086,116.388,108.234,102.341,110.512,101.994,0.955,0.982,117.411,115.23,112.04,110.193,103.801
4,10.336,110.693,111.382,100.807,10.808,103.699,1.014,96.454,102.332,104.694,104.682,10.965,104.756,1.024,94.997
3,10.881,115.767,1.045,99.24,99.599,110.13,106.277,104.772,99.806,0.967,96.784,93.397,99.828,108.012,107.446
2,11.018,0.944,1.029,109.985,112.753,111.146,104.592,110.14,1.035,1.097,110.195,108.933,100.502,103.525,101.858
2,11.778,1.098,1.044,102.871,112.206,100.375,106.734,105.15,0.991,1.032,103.473,114.162,105.64,97.654,107.743
1,12.298,0.929,104.25,106.12,1.134,106.304,10.852,112.662,0.936,113.903,98.176,1.063,116.003,10.439,101.344
4,12.777,104.363,106.373,118.577,10.931,97.976,0.937,99.208,103.719,116.947,107.97,10.507,93.806,1.071,95.989
2,13.075,1.032,0.986,106.248,115.26,110.311,104.104,100.94,0.989,1.086,109.619,113.192,101.594,99.879,105.124
1,13.334,1.086,95.837,100.986,1.064,106.927,10.893,106.701,1.038,109.059,102.328,1.094,117.4,9.589,107.043
2,13.392,1.083,0.992,116.885,107.665,104.439,111.146,110.978,1.052,1.056,112.287,99.024,103.308,105.254,113.645
3,13.52,108.937,0.978,101.632,103.453,105.04,103.377,94.922,100.375,1.038,92.279,100.611,107.811,105.717,104.348
2,13.59,0.94,0.99,115.542,98.168,99.498,108.526,98.01,1.101,1.045,110.523,104.325,105.705,106.724,109.541
3,13.815,110.9,1.0,93.036,106.359,111.097,92.478,108.52,111.697,1.097,108.612,109.064,101.264,105.288,111.868
3,15.548,114.121,1.052,95.791,99.823,101.72,109.013,99.822,103.754,1.004,108.397,101.668,102.207,101.372,106.066
2,15.714,1.038,1.052,110.042,100.753,107.902,102.809,104.717,0.988,1.029,105.363,113.676,105.753,107.955,114.669
4,15.815,96.548,101.431,112.544,9.861,110.269,1.063,104.875,96.723,110.522,109.249,11.496,95.306,0.998,105.581
4,16.46,108.789,116.628,115.204,11.253,100.856,1.044,93.498,108.981,103.072,100.26,9.987,94.639,0.985,94.337
3,17.803,111.433,0.984,99.663,97.738,104.843,106.116,107.007,99.789,1.002,104.719,105.427,111.012,99.126,111.517
2,18.286,1.073,0.994,109.65,104.171,105.046,111.732,102.44,1.055,0.961,110.554,108.668,102.065,103.178,100.496
2,18.29,1.081,1.112,109.944,98.907,98.065,103.003,102.296,1.025,0.957,114.287,110.535,98.641,114.985,102.84
4,18.324,99.956,110.624,114.686,10.199,94.386,1.11,96.981,106.149,115.455,106.058,10.281,100.354,0.95,107.969
3,19.105,101.334,1.002,93.413,101.266,110.673,96.875,106.622,115.004,1.042,106.343,110.178,110.364,97.397,110.185
4,19.266,110.318,107.156,115.036,10.543,98.037,0.974,98.708,111.285,108.74,112.985,11.111,107.068,1.107,104.915
1,19.302,0.93,108.488,103.798,0.99,111.249,10.566,97.325,1.058,103.796,97.538,1.026,106.674,10.625,105.162
2,19.391,1.047,1.003,109.113,104.605,102.734,100.894,109.621,1.073,0.97,115.542,105.064,111.318,113.291,107.352
