task_type,m1_1,m2_1,m3_1,m4_1
T2,30.24,61.997,115.499,124.489
T2,34.515,58.081,122.248,133.508
T2,33.856,66.401,123.936,116.412
T1,28.186,49.953,113.605,113.155
T2,31.653,62.182,129.241,131.448
T4,42.195,69.731,151.21,162.674
T3,33.373,73.715,127.947,137.496
T4,37.198,70.316,145.772,162.299
T2,29.983,62.389,122.52,117.603
T2,31.916,64.479,128.306,123.508
T3,35.174,70.571,135.961,147.858
T2,30.819,62.566,132.277,119.785
T1,27.211,50.148,102.657,108.579
T1,28.42,55.165,109.043,107.444
T1,29.519,54.559,110.129,116.475
T4,37.085,74.381,156.353,140.034
T4,37.785,78.082,137.517,151.254
T2,33.095,60.333,122.172,134.306
T4,36.894,72.65,160.067,152.696
T2,31.982,58.313,114.899,129.949
T3,36.679,63.17,134.322,128.45
T3,33.152,64.327,146.791,145.274
T4,39.959,80.427,159.456,145.062
T1,29.649,56.251,99.349,105.339
T3,36.875,68.01,130.449,133.615
T1,28.578,52.01,115.431,103.657
T4,42.531,70.174,154.707,142.956
T3,37.596,64.94,144.46,128.221
T3,35.413,65.254,145.607,137.097
T1,30.041,53.279,110.466,99.134
T2,31.691,60.987,132.053,115.914
T3,38.175,73.188,145.421,140.587
T3,33.729,72.605,143.341,131.165
T2,33.817,65.971,115.854,124.814
T1,29.767,49.127,102.54,99.251
T1,27.999,51.315,103.597,111.127
T3,38.292,62.915,134.994,138.526
T2,34.224,59.543,120.185,118.682
T4,39.879,73.864,148.849,148.912
T4,39.256,81.101,144.464,145.841
T2,30.173,62.405,123.657,132.861
T3,37.467,73.156,126.086,147.775
T4,39.252,70.3,159.759,155.869
T4,39.098,77.553,150.623,150.744
T2,33.603,65.023,125.946,129.951
T4,38.232,69.709,141.498,153.08
T3,34.414,70.083,131.202,138.839
T2,31.028,57.152,118.386,123.258
T3,38.504,65.228,135.424,137.028
T2,35.243,65.755,131.758,128.057
T1,28.835,52.105,105.258,100.545
T4,37.071,70.187,145.021,151.761
T3,38.234,70.668,143.268,135.074
T1,28.758,55.545,98.827,98.564
T2,32.134,61.921,134.229,115.485
T3,33.685,70.803,149.748,128.682
T3,37.838,68.817,149.728,147.644
T4,36.658,71.274,159.335,160.575
T3,38.092,66.278,127.454,133.635
T4,41.426,79.07,159.794,160.484
T4,39.009,79.012,158.621,138.986
T2,29.928,60.564,121.801,120.569
T1,28.139,49.383,116.562,112.084
T1,27.781,57.517,101.534,116.359
T2,33.152,62.685,131.421,115.796
T1,28.463,49.708,106.299,112.331
T2,34.565,66.426,121.074,119.112
T4,36.039,73.157,153.937,160.461
T4,36.741,73.771,156.953,137.778
T4,38.906,72.114,153.611,148.692
T4,38.952,77.576,137.265,155.813
T2,30.626,62.145,125.65,125.152
T3,36.869,63.504,130.969,142.212
T1,25.933,52.348,106.935,115.983
T3,35.834,65.719,135.176,129.26
T2,30.976,58.573,114.191,114.967
T2,32.625,57.229,114.94,117.611
T4,40.595,69.608,154.073,158.115
T3,38.058,69.815,142.254,143.393
T3,36.616,69.046,132.507,130.146
T2,33.074,59.689,125.75,114.06
T2,35.246,63.438,126.268,115.569
T3,36.661,68.165,149.062,144.827
T3,39.093,73.119,148.944,143.272
T3,38.432,74.424,142.366,142.135
T4,37.42,71.908,155.83,156.006
T3,33.636,74.564,128.95,131.144
T3,34.504,72.487,126.682,143.095
T4,36.353,70.048,161.676,146.011
T2,31.013,61.824,116.587,126.045
T3,35.522,68.024,144.924,144.947
T3,38.195,65.769,143.214,147.965
T1,27.807,49.368,107.574,102.042
T4,42.341,75.948,154.391,160.708
T1,26.386,49.984,109.168,107.248
T4,41.572,75.674,141.174,154.127
T4,39.497,69.443,138.988,162.659
T3,33.436,62.969,132.36,133.82
T4,41.901,76.56,141.339,162.014
T3,35.822,71.947,147.724,140.475
T2,35.243,62.009,114.755,121.371
T3,36.848,72.784,144.412,138.379
T3,33.405,69.711,143.406,134.947
T2,33.709,66.251,127.184,129.685
T2,32.752,67.049,123.046,121.574
T3,35.641,72.292,149.596,147.581
T1,29.425,55.854,110.418,114.092
T2,33.698,66.982,117.744,120.527
T2,31.738,66.085,126.165,113.438
T2,31.662,61.895,116.093,131.952
T3,36.071,67.836,126.642,145.421
T4,39.938,68.491,146.702,143.246
T1,29.634,55.288,111.38,116.411
T1,28.059,58.218,113.262,100.119
T2,34.821,64.613,121.532,118.09
T3,35.562,71.041,147.857,145.982
T2,30.561,60.982,125.216,126.788
T4,37.393,76.818,137.315,153.62
T2,32.293,62.568,114.118,125.498
T1,26.325,55.477,109.079,113.789
T3,35.539,69.586,128.718,148.677
T1,28.939,52.766,116.076,112.274
T1,26.646,49.133,102.153,112.937
T2,31.128,64.939,123.28,114.971
T1,26.114,57.121,105.892,100.458
T1,30.051,51.622,108.984,99.485
T1,26.378,49.574,106.028,111.984
T4,41.568,69.82,139.456,151.944
T4,36.226,75.991,149.057,137.612
T1,29.326,49.21,112.993,102.913
T4,42.575,78.352,141.454,142.812
T1,27.597,52.764,108.667,109.283
T1,27.45,54.365,111.152,113.431
T1,27.415,50.549,106.286,116.019
T4,39.117,77.901,142.343,151.802
T2,34.217,56.85,125.908,130.168
T1,27.812,49.203,115.536,116.798
T1,29.921,50.974,98.403,107.728
T3,37.824,63.135,146.345,145.112
T1,27.643,54.318,115.093,107.903
T2,31.262,64.216,127.137,129.006
T1,26.686,51.647,99.5,108.818
T1,26.438,56.846,103.157,114.81
T4,36.244,74.917,161.662,162.024
T4,41.685,71.499,155.634,148.289
T3,35.817,71.827,145.938,126.753
T2,30.152,59.376,113.553,130.789
T1,30.255,50.14,113.512,111.032
T1,26.594,51.929,103.995,109.545
T2,32.432,66.771,118.903,117.568
T4,38.174,69.508,142.048,151.69
T3,36.623,66.885,136.158,136.293
T3,35.349,73.346,149.628,136.173
T2,33.02,62.68,124.645,131.643
T1,26.387,52.693,98.227,113.024
T2,33.504,58.682,120.786,127.65
T3,33.378,69.59,128.482,128.567
T2,30.665,57.764,126.94,125.527
T2,34.706,58.201,121.786,117.648
T3,33.768,64.439,137.106,129.226
T2,30.952,58.007,122.288,119.569
T4,40.605,68.793,141.915,138.75
T4,39.943,71.664,139.42,159.471
T4,37.15,70.512,141.454,159.42
T4,39.917,73.201,150.546,137.421
T3,33.1,66.654,147.397,146.152
T3,35.446,65.381,126.437,140.404
T3,35.257,64.396,144.638,140.463
T3,35.745,74.569,125.988,139.45
T2,30.563,60.146,133.877,130.065
T4,36.43,76.237,154.111,149.554
T3,35.9,71.643,143.209,134.089
T3,35.841,63.077,136.623,131.127
T2,35.133,60.783,114.005,125.384
T1,27.03,54.411,114.898,108.773
T4,36.833,76.038,149.994,149.898
T3,38.944,73.976,146.324,136.411
T2,31.656,58.257,120.452,115.595
T1,30.321,53.836,111.008,100.691
T3,33.833,71.286,149.069,143.816
T3,35.486,69.373,128.376,137.979
T1,30.546,56.764,112.085,98.325
T4,38.35,80.581,146.168,137.074
T2,32.951,64.777,122.779,129.028
T4,39.854,69.819,154.37,147.078
T4,41.607,74.71,139.431,156.763
T3,35.782,66.246,141.575,130.326
T2,29.929,57.954,134.544,126.374
T1,26.391,49.856,109.22,98.783
T2,32.431,61.559,120.121,125.273
T4,39.48,80.409,149.92,137.972
T3,34.311,66.208,132.335,130.9
T3,38.299,73.025,135.473,140.464
T4,39.365,81.113,144.909,139.514
T3,38.531,72.434,146.11,146.976
T4,38.356,69.79,148.321,160.276
T2,32.386,63.113,128.876,119.468
T4,40.35,70.661,157.933,162.512
T3,35.371,71.038,131.883,147.489
T2,32.228,62.596,121.241,126.218
T3,38.903,71.937,147.779,148.885
T4,41.647,80.276,145.115,154.777
T3,36.205,69.926,132.255,135.787
T4,39.709,75.647,160.896,147.435
