task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
3,0.005,1.852,1.449,4.68,0.76,2.354,1.487,4.261,1.015
2,0.048,2.605,2.084,3.886,0.921,2.34,2.022,4.978,0.777
3,0.147,1.997,1.468,5.4,0.756,2.079,1.658,5.56,0.813
3,0.217,1.833,1.767,4.306,0.886,2.294,1.558,5.362,0.873
4,0.387,2.093,1.389,4.312,0.802,1.957,1.875,4.922,0.829
1,0.573,2.252,1.842,4.609,0.636,2.191,1.743,4.915,0.693
4,0.576,1.852,1.859,4.547,0.977,2.198,1.836,5.049,0.897
4,0.621,2.119,1.493,4.965,0.812,1.84,1.631,3.912,1.068
1,0.772,2.493,1.408,4.449,0.808,2.03,1.653,4.455,0.687
4,0.782,1.73,1.852,4.052,1.036,2.261,1.582,4.032,0.837
3,0.9,1.781,1.594,5.661,0.775,1.944,1.27,5.776,0.799
4,1.116,2.085,1.605,3.884,0.957,2.012,1.534,4.917,0.817
3,1.12,1.836,1.666,5.822,0.731,1.744,1.655,5.646,0.723
3,1.172,2.219,1.466,5.795,0.998,2.095,1.433,4.822,0.874
3,1.248,1.992,1.433,5.697,0.849,1.93,1.604,4.782,0.868
3,1.276,1.733,1.378,4.488,0.857,2.424,1.391,5.264,0.82
1,1.287,2.316,1.619,3.874,0.64,1.884,1.608,3.719,0.765
2,1.357,2.624,1.705,4.515,0.977,2.629,1.795,4.582,0.845
1,1.429,2.284,1.51,4.059,0.654,2.305,1.962,3.619,0.774
3,1.539,2.23,1.314,5.0,0.731,2.056,1.299,5.174,0.8
4,1.809,2.07,1.826,5.041,1.028,2.428,1.47,3.989,0.825
2,1.946,2.052,1.955,3.82,0.733,2.019,1.789,4.252,0.989
4,1.994,1.747,1.69,4.384,1.023,2.207,1.7,4.028,0.888
2,2.136,2.164,1.775,4.864,0.984,2.502,1.99,5.073,0.874
2,2.205,2.475,1.987,3.953,0.755,2.211,1.944,5.127,0.967
2,2.297,1.982,2.085,4.102,0.797,2.334,1.797,5.096,0.772
2,2.476,2.129,2.12,3.835,0.91,2.015,1.602,3.712,0.985
3,2.49,2.422,1.338,5.245,0.893,1.902,1.624,4.972,0.808
2,2.773,2.484,2.111,4.128,0.933,1.984,2.068,4.597,0.763
2,2.837,1.925,1.726,4.394,0.98,2.052,1.575,4.914,0.87
4,2.852,2.027,1.847,3.976,0.999,2.45,1.854,4.703,1.013
1,2.928,2.592,1.803,4.616,0.806,2.16,1.863,4.079,0.752
1,2.977,2.419,1.519,4.405,0.75,2.503,1.572,4.465,0.708
4,3.016,1.916,1.433,3.978,0.993,2.366,1.554,3.845,1.07
3,3.045,2.087,1.543,5.469,0.855,2.389,1.681,5.809,0.931
4,3.283,2.22,1.849,5.018,0.823,2.397,1.52,4.518,0.755
2,3.309,2.084,2.022,4.695,0.886,2.19,1.847,4.731,0.766
4,3.353,1.795,1.852,4.067,0.815,2.249,1.41,4.922,0.937
2,3.38,2.277,1.819,4.222,0.996,2.322,1.807,3.74,0.76
4,3.434,2.021,1.347,4.29,1.068,2.346,1.558,4.709,0.776
2,3.775,2.466,1.762,4.433,0.965,2.268,1.588,4.919,0.777
1,3.838,2.286,1.968,3.908,0.773,2.209,1.886,5.031,0.691
1,4.04,2.209,1.98,4.606,0.669,2.441,1.649,3.627,0.751
4,4.213,1.772,1.799,4.839,1.043,2.384,1.852,4.74,0.95
1,4.213,1.999,1.463,4.62,0.836,2.332,1.562,4.917,0.694
3,4.238,2.234,1.41,5.85,0.899,1.953,1.384,4.68,0.927
1,4.277,2.409,1.946,4.13,0.807,2.581,1.631,3.691,0.81
1,4.289,1.902,1.649,4.051,0.718,2.402,1.565,3.797,0.698
4,5.068,2.228,1.619,4.65,1.05,2.395,1.684,5.082,0.945
2,5.149,2.155,2.034,5.097,0.944,2.073,1.546,3.888,0.821
1,5.643,2.372,1.688,4.001,0.691,1.94,1.475,5.099,0.736
4,5.714,2.217,1.422,5.061,0.795,1.939,1.753,4.954,1.003
1,5.736,2.549,1.779,4.08,0.707,2.531,1.591,4.548,0.751
3,5.764,2.341,1.61,4.842,0.794,2.0,1.578,5.245,0.757
4,6.085,1.765,1.513,4.472,0.853,2.012,1.693,4.862,0.89
4,6.315,1.772,1.512,3.76,1.0,1.935,1.626,3.912,0.792
4,6.388,2.291,1.601,3.783,0.887,2.374,1.67,3.764,1.046
4,6.439,1.844,1.62,4.765,0.969,1.956,1.746,3.747,0.894
3,6.452,2.214,1.338,4.728,0.969,2.108,1.636,5.742,0.985
2,6.489,2.079,1.869,4.52,0.869,2.335,2.132,3.885,0.866
2,6.901,1.948,1.982,4.176,0.916,2.547,1.859,3.918,0.846
1,6.958,2.473,1.515,5.067,0.66,2.22,1.631,4.677,0.646
3,6.968,2.101,1.395,5.031,0.879,1.834,1.62,5.729,0.879
2,7.222,2.263,2.046,3.838,0.775,2.45,2.002,3.826,0.997
1,7.255,2.15,1.867,4.134,0.737,2.019,1.932,4.895,0.754
