task_type,m1_1,m2_1,m3_1,m4_1
T4,1.235,1.641,3.33,10.041
T4,1.41,1.537,3.525,10.769
T1,0.624,0.793,1.612,4.235
T3,0.687,0.788,1.953,5.442
T2,0.638,0.812,1.84,5.234
T3,0.737,0.789,1.863,5.608
T2,0.605,0.866,1.638,4.923
T2,0.62,0.759,1.715,5.341
T2,0.605,0.815,1.744,4.683
T1,0.588,0.77,1.669,4.494
T2,0.638,0.829,1.74,5.294
T2,0.622,0.817,1.883,4.77
T4,1.282,1.53,3.413,10.098
T1,0.604,0.759,1.635,4.507
T2,0.686,0.822,1.807,5.347
T1,0.565,0.734,1.681,4.211
T4,1.276,1.708,3.277,10.084
T3,0.699,0.826,1.822,5.602
T1,0.562,0.717,1.721,4.592
T2,0.645,0.762,1.635,5.175
T3,0.697,0.777,1.801,4.818
T2,0.601,0.756,1.879,5.202
T2,0.666,0.868,1.876,4.774
T3,0.722,0.888,1.708,5.066
T1,0.611,0.73,1.526,4.372
T3,0.696,0.821,1.984,4.985
T4,1.436,1.535,3.687,9.53
T3,0.714,0.799,1.937,4.809
T2,0.642,0.767,1.864,4.909
T2,0.699,0.803,1.813,4.551
T4,1.295,1.614,3.808,9.35
T1,0.633,0.786,1.701,4.6
T3,0.641,0.893,1.922,4.92
T1,0.623,0.788,1.507,4.541
T3,0.725,0.775,1.763,4.773
T1,0.595,0.706,1.554,4.662
T3,0.727,0.774,1.81,5.196
T3,0.723,0.815,1.792,4.95
T2,0.665,0.798,1.751,4.901
T2,0.654,0.876,1.7,4.8
T3,0.637,0.854,1.844,5.542
T1,0.621,0.785,1.475,4.835
T1,0.598,0.694,1.717,4.687
T3,0.683,0.877,1.856,5.197
T4,1.373,1.721,3.631,10.482
T4,1.291,1.525,3.372,10.205
T2,0.624,0.823,1.679,4.972
T2,0.626,0.747,1.685,4.908
T4,1.415,1.552,3.511,9.939
T3,0.745,0.9,1.965,5.341
T1,0.613,0.717,1.578,4.218
T4,1.252,1.535,3.456,10.117
T1,0.634,0.759,1.676,4.419
T4,1.355,1.695,3.285,9.166
T2,0.648,0.809,1.911,4.599
T3,0.64,0.871,2.008,4.827
T3,0.719,0.847,2.008,5.538
T3,0.64,0.806,1.964,5.536
T3,0.724,0.816,1.709,5.012
T3,0.723,0.894,1.969,5.533
T1,0.594,0.78,1.705,4.179
T3,0.632,0.829,1.816,5.029
T1,0.598,0.68,1.748,4.702
T1,0.59,0.792,1.523,4.881
T4,1.354,1.659,3.789,9.34
T4,1.341,1.517,3.534,10.447
T1,0.637,0.793,1.575,4.334
T3,0.629,0.827,1.897,5.532
T4,1.241,1.614,3.74,9.185
T3,0.679,0.816,1.893,5.126
T4,1.315,1.697,3.271,10.388
T1,0.564,0.742,1.634,4.553
T2,0.669,0.746,1.676,5.092
T4,1.222,1.597,3.555,10.786
T4,1.316,1.564,3.505,9.376
T3,0.654,0.802,1.703,4.795
T4,1.333,1.514,3.314,9.487
T2,0.677,0.752,1.813,5.204
T4,1.398,1.661,3.688,10.401
T3,0.696,0.85,1.777,4.882
T4,1.351,1.58,3.626,9.2
T1,0.65,0.757,1.642,4.205
T2,0.665,0.801,1.908,5.186
T4,1.436,1.74,3.862,10.392
T1,0.637,0.799,1.665,4.65
T4,1.264,1.573,3.714,10.4
T3,0.639,0.918,1.729,4.919
T3,0.655,0.892,1.699,5.367
T3,0.635,0.792,1.992,5.034
T1,0.572,0.738,1.516,4.586
T3,0.675,0.837,1.943,5.437
T3,0.726,0.809,1.92,5.55
T3,0.677,0.779,1.849,4.907
T1,0.645,0.749,1.66,4.833
T4,1.243,1.525,3.629,9.974
T3,0.726,0.856,1.74,5.313
T4,1.334,1.519,3.312,10.844
T4,1.228,1.498,3.432,9.706
T2,0.699,0.827,1.663,5.332
T3,0.681,0.885,1.981,5.269
T3,0.745,0.849,1.711,5.062
T4,1.354,1.732,3.744,10.037
T2,0.606,0.819,1.836,4.832
T4,1.377,1.753,3.667,10.46
T1,0.604,0.8,1.6,4.423
T1,0.591,0.776,1.75,4.829
T1,0.625,0.769,1.656,4.786
T4,1.377,1.773,3.395,9.722
T1,0.585,0.789,1.641,4.127
T3,0.669,0.847,1.731,5.504
T2,0.654,0.797,1.621,5.207
T3,0.697,0.775,1.808,4.938
T2,0.689,0.833,1.828,5.344
T2,0.653,0.877,1.859,4.596
T2,0.702,0.844,1.73,4.702
T3,0.676,0.874,1.982,5.476
T3,0.646,0.834,1.867,5.288
T2,0.623,0.829,1.615,5.056
T2,0.651,0.817,1.624,4.997
T2,0.612,0.836,1.79,5.224
T3,0.675,0.856,1.726,5.577
T3,0.705,0.833,1.995,5.399
T4,1.255,1.499,3.396,10.503
T1,0.574,0.775,1.603,4.183
T2,0.607,0.86,1.738,4.612
T4,1.415,1.575,3.623,9.252
T4,1.242,1.513,3.525,10.414
T4,1.404,1.527,3.323,10.13
T2,0.604,0.821,1.754,4.529
T2,0.682,0.741,1.854,4.725
T4,1.438,1.714,3.371,9.521
T1,0.586,0.726,1.63,4.584
T4,1.293,1.659,3.695,10.549
T2,0.638,0.761,1.744,5.326
T4,1.321,1.704,3.392,10.12
T2,0.69,0.743,1.792,5.183
T4,1.31,1.501,3.841,10.862
T2,0.696,0.768,1.615,4.946
T2,0.686,0.742,1.873,5.196
T1,0.587,0.748,1.726,4.526
T4,1.277,1.699,3.666,10.406
T4,1.257,1.576,3.308,10.12
T2,0.615,0.856,1.693,5.271
T2,0.604,0.809,1.902,5.332
T1,0.635,0.705,1.673,4.459
T2,0.65,0.844,1.868,4.539
T3,0.637,0.813,1.693,5.455
T1,0.643,0.69,1.702,4.658
T2,0.618,0.782,1.707,5.029
T2,0.654,0.872,1.692,4.682
T1,0.581,0.686,1.527,4.562
T3,0.696,0.823,1.826,5.112
T2,0.641,0.862,1.915,4.876
T2,0.666,0.819,1.774,5.242
T2,0.614,0.794,1.612,5.189
T1,0.617,0.7,1.571,4.644
T3,0.634,0.856,1.723,4.822
T1,0.565,0.69,1.651,4.567
T1,0.64,0.695,1.584,4.28
T1,0.56,0.692,1.604,4.228
T4,1.265,1.535,3.526,9.644
T3,0.709,0.778,1.749,4.783
T2,0.666,0.774,1.64,5.248
T2,0.619,0.761,1.664,5.247
T3,0.697,0.828,1.855,4.737
T3,0.629,0.82,1.976,5.482
T1,0.587,0.702,1.479,4.594
T3,0.67,0.792,1.939,5.268
T1,0.592,0.8,1.474,4.563
T2,0.616,0.786,1.906,5.179
T3,0.636,0.862,1.899,5.156
