task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.03,7.758,3.343,4.501,1.232
1,1.513,1.747,0.942,2.37,0.935
2,1.68,10.397,0.971,5.985,0.812
2,1.728,4.935,0.701,13.942,1.693
1,1.735,2.435,0.935,2.361,1.49
2,1.951,11.51,1.066,5.985,1.145
2,2.095,12.35,0.738,3.929,0.896
1,2.186,0.944,0.859,1.313,1.027
2,2.815,10.999,0.878,4.023,1.319
2,3.053,4.933,0.836,3.47,1.197
2,3.577,2.924,3.238,3.643,1.086
2,4.187,4.634,3.265,6.081,1.333
1,4.388,1.344,0.999,1.428,1.12
2,4.514,11.548,0.551,11.381,0.9
1,5.077,0.996,0.92,2.008,0.619
1,5.135,1.306,0.924,1.001,0.946
2,5.744,2.567,1.432,3.658,1.156
2,5.913,4.612,1.618,1.484,1.232
2,5.937,2.446,0.983,4.039,0.656
1,6.025,1.514,1.218,1.417,0.787
2,6.192,4.456,1.867,5.386,2.899
2,6.37,2.346,1.667,4.033,1.663
2,6.74,6.932,1.046,3.873,1.317
1,6.792,1.478,0.764,1.115,1.451
2,6.793,7.156,0.954,7.011,3.167
1,6.8,0.973,0.913,1.407,0.732
1,7.122,1.324,0.936,1.277,0.954
1,7.323,0.961,0.824,1.273,0.883
1,7.846,1.453,1.444,2.176,1.219
1,8.035,1.792,1.199,1.128,1.293
2,8.125,4.612,1.484,8.852,1.107
2,8.171,1.9,2.601,4.373,0.884
2,8.204,11.972,1.693,6.025,2.561
1,8.231,1.438,1.109,1.932,0.946
2,8.27,2.587,0.738,3.969,0.819
1,8.294,1.751,0.884,2.119,1.261
2,9.044,4.76,1.791,8.024,1.242
2,9.071,9.692,1.916,6.477,1.675
1,9.077,1.456,0.94,1.201,1.123
1,9.144,1.309,0.922,1.329,0.722
2,9.283,3.758,1.164,6.195,0.699
1,9.447,2.015,0.928,1.212,1.527
1,9.489,1.292,1.143,1.26,0.63
2,10.119,11.718,1.953,9.692,1.414
2,10.438,11.71,0.697,4.083,1.5
1,10.801,1.935,0.951,1.407,0.641
1,11.256,1.983,0.634,1.282,1.105
1,11.387,1.11,0.967,0.985,0.874
2,11.708,3.649,2.632,5.466,0.916
2,11.874,11.077,2.359,4.081,0.832
2,11.914,4.166,0.642,4.111,1.124
2,12.162,12.1,0.674,5.736,0.853
1,12.653,1.212,0.853,1.261,1.191
2,12.857,2.0,0.531,12.565,2.229
2,13.02,10.367,1.366,3.297,1.54
1,13.205,0.989,0.969,1.024,0.877
1,13.573,1.785,1.191,1.228,0.935
1,14.123,2.114,0.958,0.943,0.627
2,14.202,5.298,0.874,1.962,0.987
2,14.715,8.715,1.241,5.064,2.092
2,14.843,2.797,1.415,9.122,0.89
2,15.444,4.537,1.648,3.288,3.138
2,15.574,11.941,0.627,12.422,1.663
2,15.664,2.638,1.133,2.184,0.787
2,15.748,8.062,1.092,2.573,1.58
1,15.815,1.791,1.119,1.3,0.62
1,15.845,1.515,1.231,0.986,0.784
2,16.153,4.554,0.759,10.532,0.832
2,16.189,5.62,3.113,8.036,1.838
2,16.793,10.721,3.138,10.607,1.09
2,17.062,2.64,2.067,5.61,3.162
2,17.101,10.576,1.261,1.95,1.776
1,17.278,2.116,1.086,1.232,0.84
2,18.147,4.718,0.615,5.61,0.697
2,18.213,2.193,2.458,2.411,2.455
1,18.346,1.29,0.615,1.024,0.63
2,18.493,6.718,1.213,6.948,1.11
1,18.538,1.255,1.342,1.344,0.688
2,18.573,4.115,1.598,8.355,2.006
2,18.945,3.698,3.139,7.39,1.156
1,19.008,1.217,1.405,1.249,1.143
2,19.495,12.444,3.425,5.582,1.319
2,19.642,7.011,1.484,3.185,1.604
2,20.089,3.21,0.993,11.284,1.723
1,20.348,2.074,1.132,1.423,0.752
1,20.747,2.014,1.115,1.333,0.742
2,20.963,2.193,0.733,9.3,0.543
1,20.981,0.954,0.623,1.531,1.123
2,21.093,1.954,1.671,5.094,2.574
2,21.112,3.698,0.891,2.591,1.452
2,21.155,2.085,1.011,11.869,1.663
2,21.421,11.518,3.276,1.191,0.611
1,22.09,0.953,0.635,1.426,0.931
2,22.383,12.982,0.865,2.572,1.934
1,22.783,2.072,0.91,2.023,1.128
1,23.141,2.149,1.329,1.309,0.884
1,23.297,1.441,0.91,1.216,1.074
2,23.385,5.212,1.555,9.692,0.636
2,23.422,13.868,1.891,4.179,0.656
1,23.425,1.249,0.909,1.243,0.928
1,23.79,1.343,1.339,1.241,0.993
1,24.118,1.14,0.947,1.032,0.869
1,24.251,1.241,0.611,2.138,0.653
1,24.387,1.083,1.222,1.932,0.834
1,24.399,0.945,1.241,1.403,0.903
1,24.412,1.467,0.617,2.204,1.389
2,24.456,4.081,0.905,10.546,2.199
2,24.547,3.176,1.107,6.153,1.275
2,25.104,5.814,0.557,8.879,0.929
2,25.575,5.064,2.766,8.783,2.508
2,25.586,3.786,1.605,5.302,0.771
2,25.609,5.338,0.677,1.98,1.737
2,25.685,3.032,1.135,10.532,0.699
2,26.306,2.015,0.968,5.83,2.56
2,26.727,2.248,1.706,1.98,1.375
1,26.824,1.283,1.323,1.791,1.131
1,26.952,1.291,0.899,1.415,1.105
1,27.083,1.211,1.245,1.499,1.25
1,27.208,2.074,1.231,1.232,1.178
1,27.337,0.937,0.857,1.001,0.837
1,27.447,0.999,0.621,1.442,0.932
1,27.517,1.128,1.08,1.429,0.952
1,27.868,1.512,1.386,0.969,0.813
2,28.022,1.75,0.72,4.445,0.741
1,28.049,1.224,1.237,1.26,0.779
1,28.391,1.821,0.899,1.235,0.976
2,28.434,1.75,1.281,11.813,1.662
2,28.474,2.097,0.919,7.735,0.853
1,28.525,1.014,0.585,2.361,1.011
1,28.527,1.531,0.912,1.291,1.128
1,28.552,1.027,1.093,1.439,0.935
1,28.968,1.083,0.937,2.074,0.873
1,29.31,2.036,1.189,1.5,0.899
2,29.48,3.787,1.668,4.42,2.609
2,29.783,2.662,3.142,3.787,0.636
2,30.2,9.015,2.519,1.603,1.124
2,30.29,4.113,0.929,12.444,0.781
2,30.337,3.379,0.918,2.567,1.559
1,30.537,1.401,0.634,1.435,0.965
1,30.809,1.233,0.897,1.292,0.661
2,30.904,7.59,0.941,3.0,1.737
1,31.494,1.321,1.113,1.096,0.619
2,31.511,8.781,0.657,4.033,0.66
2,31.629,5.255,2.23,4.12,1.217
1,31.731,2.027,1.224,2.371,1.143
2,31.734,7.758,1.556,1.993,1.527
1,31.857,1.501,0.929,1.381,0.824
1,32.02,2.06,0.955,2.008,1.233
