task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T7,0.101,102.24,1.1,4.89,112.36,1.12,1.11,26.98,29.31,94.76,1.11,4.89,114.67,1.11,0.95,26.18,27.5
T7,0.152,98.47,0.99,5.33,107.15,1.04,1.03,24.4,27.7,108.12,1.1,5.02,106.31,0.99,0.96,28.18,29.33
T5,0.494,92.86,1.06,4.96,111.93,1.12,1.15,25.82,24.06,96.58,1.0,5.08,104.03,1.06,1.14,27.86,26.7
T7,0.925,99.75,1.05,5.11,113.77,0.98,0.98,24.48,28.43,95.37,1.06,4.92,107.07,1.08,1.09,27.08,27.31
T2,1.082,102.98,1.13,4.9,104.91,1.1,1.01,23.3,24.95,107.15,1.04,5.28,110.94,1.08,1.02,26.66,24.7
T2,5.374,110.11,1.05,5.25,113.63,1.11,1.02,25.56,27.02,110.48,0.96,5.04,115.22,1.04,0.93,25.97,25.76
T6,5.527,99.49,0.97,5.32,114.43,1.11,1.06,26.83,26.61,99.43,1.05,5.42,117.18,1.0,0.96,27.2,26.29
T3,5.829,106.87,1.02,5.52,99.63,0.99,0.99,26.67,24.63,110.02,0.97,5.65,109.57,1.0,1.1,25.25,26.16
T1,6.155,108.54,1.0,5.37,116.47,0.99,1.11,28.15,28.41,101.57,1.08,4.96,111.23,1.06,1.0,26.1,24.8
T6,6.313,101.01,0.96,5.02,103.14,1.11,0.96,27.76,27.1,103.35,0.96,5.07,100.41,1.06,0.99,24.17,26.3
T4,7.467,118.83,0.94,5.56,101.22,1.15,0.97,26.89,26.67,118.38,1.02,5.44,103.39,1.11,0.93,23.08,26.23
T3,8.912,106.1,1.1,5.55,109.01,1.07,1.11,26.9,28.19,102.77,1.09,5.03,94.23,1.1,0.99,26.56,25.27
T6,9.094,101.59,1.02,5.64,105.51,1.12,1.08,28.22,27.18,98.39,1.04,5.7,112.31,0.98,1.07,26.37,24.42
T1,13.45,94.17,1.05,4.86,100.39,0.97,1.02,24.71,25.43,93.62,0.95,5.43,116.02,0.98,1.0,26.63,25.34
T5,19.434,109.35,1.13,5.54,97.38,1.12,1.02,26.91,27.49,102.56,1.04,5.12,105.66,1.14,1.02,26.89,26.51
T1,20.028,107.16,1.08,5.2,112.53,1.08,1.09,27.89,29.45,96.05,1.07,4.77,104.21,1.05,0.98,28.16,28.78
T3,24.406,99.04,0.98,5.03,110.66,0.93,1.06,24.15,26.64,107.68,1.07,5.18,111.65,0.94,1.0,25.0,28.64
T2,24.458,99.42,1.0,5.42,116.42,1.09,1.07,26.94,24.88,98.94,1.03,4.78,104.13,1.1,1.08,26.88,28.06
T3,24.681,99.62,1.08,5.3,111.16,0.98,1.1,23.08,28.28,105.74,1.08,5.59,103.26,1.09,1.13,26.33,26.33
T3,25.898,109.38,0.99,5.57,111.88,1.05,1.13,26.23,28.99,103.35,1.08,5.6,96.4,1.07,0.98,25.63,26.06
T4,26.389,106.87,1.04,5.05,98.39,1.1,0.96,25.44,28.32,115.65,1.01,5.49,109.99,1.09,1.03,23.08,26.2
T7,27.183,104.08,1.02,4.96,115.86,1.06,1.01,25.34,27.04,106.92,0.99,5.22,106.41,1.14,1.12,27.78,29.27
T6,28.113,98.88,0.99,5.2,107.94,1.08,1.0,24.21,24.26,110.64,0.95,5.2,117.94,1.13,1.02,27.61,27.64
T7,28.558,107.88,0.99,5.37,116.9,1.1,0.98,27.19,26.58,96.91,1.06,5.31,109.48,1.04,1.08,26.84,28.06
