task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T5,0.056,105.4,1.03,5.69,110.95,1.02,1.08,26.09,25.03,102.29,1.03,5.11,99.3,1.08,1.12,27.11,24.79
T7,1.084,96.39,1.02,5.18,114.52,1.13,1.01,26.66,25.54,100.33,1.04,4.67,115.0,1.01,1.09,26.95,26.94
T5,3.053,105.1,1.02,5.16,105.7,1.02,0.99,25.55,25.81,102.93,1.08,5.29,100.6,1.08,1.02,24.47,25.99
T5,4.598,99.15,0.99,5.4,105.64,1.05,1.01,27.47,25.45,107.62,1.09,4.95,100.34,1.14,1.03,24.72,24.54
T1,6.113,105.9,1.12,5.08,100.99,1.12,0.94,26.95,25.88,95.92,1.06,5.05,103.37,0.99,0.98,25.12,27.87
T5,6.56,105.91,1.08,5.14,110.08,1.18,1.17,24.59,26.32,98.35,1.09,5.63,96.25,1.11,1.04,27.2,26.06
T3,6.607,101.64,1.04,5.11,109.15,1.08,1.08,26.92,27.3,100.98,1.09,4.82,100.01,1.05,1.06,25.66,27.46
T4,6.778,109.88,1.11,5.86,105.62,1.07,0.94,25.82,27.7,103.63,1.03,5.27,102.83,1.05,1.03,26.7,28.73
T6,7.59,101.18,1.07,5.25,109.9,0.99,0.98,25.45,26.97,109.74,1.06,5.49,104.1,0.98,0.98,27.26,26.21
T3,9.904,101.68,1.06,5.68,109.92,1.1,1.12,23.21,28.08,102.18,1.02,5.35,111.38,0.96,1.02,25.08,26.16
T8,9.931,107.2,1.05,5.12,93.71,1.11,0.97,23.98,24.94,106.67,1.15,5.37,94.29,1.07,1.11,25.66,23.87
T5,11.678,103.1,1.03,4.95,109.53,1.1,1.08,28.92,26.03,93.33,1.13,5.23,109.87,1.11,1.01,26.65,27.85
T4,12.677,104.17,1.01,5.58,96.24,1.07,1.08,23.72,25.32,100.94,1.05,5.35,106.37,1.11,1.06,26.37,28.45
T1,14.475,103.1,1.01,5.22,116.13,1.12,1.06,29.03,27.85,95.57,1.05,5.42,115.68,1.05,1.0,27.16,25.62
T7,14.958,99.71,0.98,4.96,107.06,1.05,1.1,25.31,28.57,100.92,1.11,4.9,100.98,0.98,0.96,27.62,25.88
T4,17.871,112.44,1.07,5.26,103.57,1.17,1.1,25.46,24.94,106.75,0.97,5.16,97.4,1.03,1.07,27.18,27.09
T5,18.212,99.85,0.98,4.89,98.49,1.14,1.06,28.79,24.31,97.29,1.04,5.55,99.65,1.13,1.06,26.4,23.69
T5,18.232,100.1,0.98,5.27,96.64,1.04,1.13,26.75,27.5,95.63,1.06,5.7,99.74,1.05,1.02,28.48,23.67
T6,19.657,105.46,0.98,4.84,107.28,1.06,1.06,25.64,26.11,97.83,0.98,5.04,108.15,0.98,1.07,24.46,25.66
T8,20.098,100.13,0.99,5.1,108.5,1.11,1.1,27.05,24.59,99.51,1.01,4.7,96.53,1.1,1.06,23.36,26.73
T8,20.257,106.11,1.1,4.71,105.25,1.14,1.0,23.3,23.73,104.61,1.16,4.92,108.0,1.04,0.99,24.98,23.62
T3,20.597,101.14,0.99,5.15,108.4,1.11,1.04,24.41,27.8,101.72,0.98,5.26,106.78,0.95,0.99,25.19,25.51
T1,21.415,108.54,0.96,5.2,106.33,1.11,0.99,24.95,29.17,99.85,0.98,5.34,101.49,0.99,0.95,26.11,27.02
T3,21.845,100.92,1.0,4.87,109.93,1.01,1.13,25.71,26.25,104.64,0.99,5.65,94.43,1.04,1.0,26.44,26.21
T4,22.124,117.36,0.98,5.76,108.82,1.18,1.07,24.08,27.03,110.7,0.98,5.8,104.33,1.05,1.1,26.45,27.37
T8,22.167,99.78,1.1,4.95,97.66,1.01,1.06,23.99,23.1,107.91,1.06,5.19,99.52,1.04,1.01,24.64,25.63
T5,22.293,102.85,0.98,5.46,99.18,1.04,1.04,25.7,26.51,96.49,1.15,5.48,107.2,1.14,1.02,25.94,26.58
T8,23.611,100.78,0.99,5.02,94.87,1.08,1.05,24.2,23.08,92.7,1.1,5.03,103.28,0.96,1.09,24.85,23.53
