task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.292,2.553,0.543,1.526,1.062
2,0.297,6.447,1.217,3.649,1.25
2,0.358,9.855,3.015,1.955,2.956
1,0.381,1.224,0.956,1.291,0.928
1,0.559,1.218,0.688,1.267,1.115
1,0.829,1.096,1.183,2.103,0.942
2,0.964,2.881,0.818,9.058,3.037
1,1.026,0.961,0.866,2.032,0.911
1,1.225,1.032,0.996,1.512,0.643
1,1.227,1.106,0.956,1.098,1.057
1,1.281,1.2,0.967,1.239,1.216
2,1.491,3.966,0.564,7.372,2.589
1,1.506,1.243,0.996,1.212,0.97
2,1.536,6.309,0.766,2.063,1.783
1,1.809,1.785,0.732,1.224,0.909
1,2.04,1.334,0.784,1.422,1.142
2,2.042,9.829,0.528,2.662,1.559
2,2.263,13.827,1.452,6.081,1.131
2,2.301,5.094,0.832,4.209,1.466
2,2.344,3.527,1.32,4.166,0.974
1,2.38,1.298,0.837,1.238,0.816
1,2.712,0.999,0.782,1.11,0.976
2,2.967,1.532,1.135,5.69,2.507
2,3.218,8.337,0.824,1.504,0.905
2,3.43,4.524,1.091,7.542,2.447
1,3.431,1.514,0.85,1.807,0.642
1,3.469,1.202,1.088,1.309,1.383
1,3.522,1.816,0.884,1.11,0.812
1,3.53,1.798,1.12,2.006,1.209
2,3.568,9.048,1.175,1.641,0.682
1,3.593,1.529,1.271,1.803,0.902
1,3.737,1.757,0.914,1.834,0.632
2,4.056,3.698,1.085,10.171,1.37
2,4.142,5.165,1.194,6.791,2.295
2,4.149,5.746,1.934,2.313,2.026
2,4.218,6.979,2.067,1.967,1.206
2,4.284,4.081,0.665,1.495,0.815
2,4.292,3.766,0.827,13.409,0.741
1,4.292,1.098,0.638,1.536,1.231
2,4.565,4.161,0.663,2.434,2.854
1,4.693,1.0,0.92,1.262,0.732
1,4.875,1.102,1.141,1.78,0.903
1,5.118,1.321,0.951,1.921,0.613
1,5.201,1.262,0.926,1.216,0.841
2,5.259,2.767,0.797,2.313,1.397
1,5.332,2.088,0.816,1.435,1.527
2,5.486,5.298,1.527,7.706,1.166
1,5.551,1.196,0.85,1.294,0.863
2,5.684,13.097,0.747,4.013,1.119
2,5.685,3.165,1.145,3.381,2.546
1,5.716,1.437,0.884,1.274,0.998
2,5.775,3.943,1.694,8.809,1.319
2,5.896,1.73,2.162,9.3,3.488
1,6.091,1.302,0.945,1.288,0.935
2,6.093,3.165,2.05,3.161,3.425
1,6.259,1.006,0.874,1.277,1.119
1,6.34,1.249,1.107,2.099,0.872
1,6.351,1.994,0.94,1.817,0.867
1,6.428,1.925,0.812,1.272,1.153
2,6.514,2.31,0.894,4.429,0.642
2,6.94,5.327,1.262,3.851,1.872
2,6.981,2.689,1.662,5.985,1.958
