task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.125,8.055,1.124,10.478,1.162
1,0.144,1.301,0.788,1.328,1.22
2,0.288,8.652,0.9,9.015,1.168
2,0.318,13.326,1.158,6.047,1.335
1,0.346,1.325,0.893,1.411,1.074
2,0.36,5.708,3.373,2.289,1.953
1,0.405,1.514,1.238,2.049,1.264
1,0.48,2.02,1.258,1.328,1.234
2,0.625,1.641,2.992,4.289,1.95
1,0.772,1.284,1.149,1.344,0.681
1,0.816,1.237,1.323,1.216,1.25
2,0.887,3.538,0.601,1.764,1.771
2,0.939,2.206,0.919,5.106,0.988
2,1.016,1.962,0.814,2.197,1.01
1,1.055,1.239,0.873,1.415,1.183
2,1.123,12.185,0.71,11.518,1.499
1,1.155,1.25,0.998,2.191,0.901
1,1.477,1.414,0.89,1.759,1.082
2,1.555,12.079,1.89,6.608,2.845
2,1.699,1.899,0.934,3.046,0.837
1,1.82,1.813,0.868,1.436,0.836
1,1.822,1.337,1.264,1.024,0.917
2,1.844,2.248,3.425,6.215,1.54
2,2.121,6.126,1.319,2.637,0.809
2,2.147,13.219,0.819,10.601,3.544
1,2.429,1.429,0.897,1.237,0.905
1,2.471,2.097,0.849,1.223,0.873
2,2.554,8.991,3.137,5.064,0.675
1,2.575,2.06,0.902,1.505,0.841
1,2.578,1.235,1.245,2.416,1.189
2,2.779,6.082,2.546,5.805,1.194
1,2.847,1.825,0.92,0.966,0.903
2,2.909,3.949,0.704,3.209,1.646
1,2.989,2.059,0.719,2.067,0.861
2,3.051,13.587,0.607,3.165,0.677
1,3.121,1.316,1.245,1.41,1.401
1,3.161,2.046,0.764,1.51,1.26
2,3.253,12.982,1.638,6.635,1.014
1,3.315,1.243,0.919,1.031,0.897
1,3.366,1.42,0.959,2.126,0.953
2,3.557,7.156,1.1,2.738,0.752
1,3.595,1.293,1.393,1.326,0.866
2,3.687,9.829,1.484,4.779,0.999
2,3.753,4.961,0.954,5.582,1.263
1,3.829,2.147,1.078,1.753,0.967
2,3.887,11.077,1.124,11.548,3.037
2,3.95,2.421,2.026,2.46,0.846
1,4.093,1.213,0.913,1.017,0.865
1,4.139,1.262,0.592,1.275,0.925
1,4.173,1.04,0.903,2.072,1.166
2,4.35,10.367,1.236,5.064,0.729
1,4.379,1.29,0.588,1.407,1.113
1,4.471,1.987,0.63,2.424,0.892
2,4.568,4.033,0.674,2.024,0.796
1,4.684,1.767,0.954,1.488,0.781
2,4.703,2.197,1.32,4.161,1.564
2,4.751,7.542,2.091,3.435,0.68
2,4.754,10.607,0.669,2.802,1.089
2,4.796,4.598,1.243,9.144,2.984
1,4.911,2.459,0.876,1.949,1.183
1,4.925,0.936,1.199,1.795,0.924
1,5.084,0.961,0.82,1.291,0.863
2,5.134,10.361,0.846,9.34,1.76
1,5.186,2.114,1.113,1.265,0.905
1,5.305,2.106,1.245,2.193,0.873
1,5.376,0.973,1.148,1.154,0.875
1,5.483,1.437,0.872,1.093,0.917
1,5.58,2.016,1.441,1.311,0.91
2,5.674,1.76,0.954,10.367,0.942
2,6.061,1.799,1.466,5.18,0.551
2,6.198,3.969,1.169,4.612,3.465
2,6.208,6.844,0.748,7.39,1.212
2,6.246,13.021,0.68,1.98,1.09
2,6.345,3.284,0.767,2.952,0.656
1,6.68,2.027,0.839,1.2,0.983
1,6.87,1.051,0.954,1.218,0.887
2,7.389,3.756,1.093,2.578,0.781
2,7.717,2.882,1.194,5.736,0.784
2,7.768,3.297,2.139,8.478,0.819
2,7.844,5.97,1.21,5.594,1.648
2,8.008,4.12,1.399,3.297,1.454
2,8.182,5.219,0.754,6.477,1.124
2,8.286,5.195,0.805,7.507,2.379
2,8.445,8.337,0.615,8.024,1.694
1,8.454,1.321,0.956,1.817,0.935
1,8.833,2.05,0.879,1.486,0.624
2,8.863,3.888,1.152,3.279,1.168
1,9.013,1.442,0.91,1.819,0.875
1,9.031,0.944,0.926,1.424,0.878
2,9.095,3.176,2.039,10.841,1.312
2,9.118,4.051,1.535,8.478,1.95
1,9.217,2.016,1.342,1.123,0.85
2,9.336,7.605,0.71,5.653,2.139
1,9.45,1.213,0.945,1.725,0.862
1,9.87,1.211,0.895,0.985,0.623
1,9.879,1.024,0.911,1.262,0.884
1,10.145,1.293,1.555,2.37,1.143
1,10.872,1.271,0.879,1.011,1.054
2,10.903,1.579,1.706,2.153,1.853
1,10.915,1.224,1.117,1.294,1.085
1,10.933,1.126,1.22,2.032,1.094
2,11.17,1.926,0.689,4.103,0.988
1,11.176,1.253,1.082,1.798,0.824
1,11.18,2.043,0.891,1.807,0.884
2,11.419,4.115,1.618,11.812,1.087
1,11.598,1.417,1.223,1.476,0.623
1,11.959,2.072,1.231,1.102,1.009
1,12.172,1.803,0.624,1.038,1.401
1,12.205,1.277,0.627,1.436,1.618
1,12.302,1.431,0.865,0.944,0.925
1,12.452,1.467,0.923,0.961,0.983
1,12.54,1.82,1.123,1.2,0.635
1,12.572,2.189,0.967,1.001,0.677
1,12.6,1.267,0.968,2.13,0.902
1,12.851,1.757,0.619,1.222,0.588
2,12.878,3.786,2.525,5.607,0.699
1,13.025,0.999,0.856,1.09,0.883
2,13.054,11.641,0.812,3.949,1.924
2,13.066,4.287,0.629,5.559,0.837
1,13.067,0.939,0.615,1.501,0.898
2,13.084,2.765,0.824,1.743,1.031
1,13.654,1.305,0.911,1.221,0.996
2,13.8,2.587,2.199,5.214,1.093
1,13.818,1.763,0.676,1.196,0.935
2,13.842,4.76,0.67,4.554,1.242
1,13.866,1.219,1.342,2.204,1.342
1,13.887,0.979,0.794,1.825,0.811
1,13.904,1.328,1.405,1.291,0.958
1,13.964,1.243,1.154,1.252,1.439
1,14.067,1.231,0.722,1.287,0.872
2,14.224,2.0,1.365,3.756,0.885
1,14.243,1.312,1.09,2.02,0.884
2,14.386,3.851,0.699,7.588,3.105
1,14.4,1.518,0.874,1.252,0.669
2,14.404,3.757,2.899,4.718,2.669
