task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.029,1.73,1.549,5.43,1.09
2,0.04,2.472,1.639,2.411,1.74
1,0.085,2.124,1.217,1.083,1.346
2,0.136,5.376,0.918,2.457,1.375
2,0.17,12.023,0.674,8.374,1.553
1,0.367,1.024,0.927,0.978,1.164
1,0.368,1.932,0.883,2.436,0.849
2,0.567,4.961,0.761,4.369,1.601
2,0.67,13.827,2.59,2.578,1.337
1,1.166,1.046,0.996,1.104,0.613
2,1.247,3.851,2.632,2.687,3.238
2,1.297,3.774,0.787,10.361,3.142
2,1.586,8.062,3.579,2.843,2.119
2,1.764,1.872,1.335,12.385,0.992
2,1.924,3.213,1.1,6.082,1.432
2,1.971,2.488,2.427,8.374,0.72
2,2.052,10.331,1.044,7.714,0.884
2,2.148,9.122,0.703,3.774,2.067
2,2.216,4.195,1.444,4.615,0.942
2,2.249,2.587,1.557,12.1,0.661
1,2.338,1.403,1.401,1.5,0.666
2,2.384,5.43,1.159,2.584,3.275
1,2.397,2.072,0.865,1.219,0.891
1,2.405,2.144,0.794,2.176,0.911
1,2.535,2.123,1.113,1.303,0.903
2,2.627,4.195,3.009,8.233,1.512
1,2.651,1.002,0.934,1.516,1.027
2,2.655,9.829,0.946,4.103,0.865
2,2.687,4.705,0.72,5.491,2.119
2,2.693,4.088,0.993,1.183,0.805
2,2.704,2.485,2.429,11.493,1.927
2,2.825,2.193,0.924,2.143,1.682
1,2.834,1.41,1.184,1.321,0.848
1,2.951,1.26,0.904,1.536,0.875
2,2.976,5.973,1.254,3.861,0.836
2,3.377,11.548,2.113,12.463,1.215
2,3.394,3.527,1.093,3.028,0.67
1,3.576,1.834,0.908,1.5,0.936
2,3.694,8.355,0.96,4.041,0.713
1,3.876,1.102,0.875,1.959,1.248
1,3.956,0.989,0.825,1.216,1.386
1,3.964,2.108,0.887,1.208,0.621
1,3.965,1.757,0.588,1.516,0.856
2,3.991,13.827,1.107,7.706,2.912
2,4.078,7.706,3.275,3.755,1.189
1,4.15,1.461,0.948,2.333,1.386
1,4.164,1.096,1.387,1.117,1.113
2,4.164,5.212,2.165,3.88,2.989
2,4.193,11.62,0.827,3.907,3.425
2,4.234,3.105,2.519,10.331,2.822
1,4.259,1.241,0.929,1.104,0.935
1,4.428,1.29,0.897,1.807,0.968
2,4.576,3.282,1.435,3.626,2.038
1,4.6,1.349,1.264,1.514,0.943
1,4.607,1.467,0.92,1.417,1.49
1,4.611,1.288,0.93,1.2,1.085
2,4.626,2.143,2.105,2.229,1.54
2,4.787,7.833,0.699,5.715,1.152
1,5.075,1.335,0.939,1.515,0.858
1,5.092,1.223,0.794,1.943,1.148
2,5.109,5.748,1.028,6.039,1.043
2,5.211,8.69,0.842,7.463,0.799
1,5.26,1.019,1.078,1.03,0.866
2,5.311,7.463,3.151,9.602,0.557
2,5.44,10.397,2.0,8.402,0.748
2,5.476,5.572,2.845,3.297,1.165
2,5.503,9.123,0.601,12.216,2.911
1,5.511,2.042,0.983,1.758,0.902
1,5.685,2.179,1.431,1.243,0.827
1,5.808,1.303,0.952,1.154,0.936
