task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.134,4.07,0.689,12.87,2.952
1,0.154,2.149,1.074,1.32,0.642
1,0.219,2.374,0.91,1.803,0.587
2,0.368,12.982,1.415,2.063,2.142
1,0.443,2.412,0.87,1.032,0.867
1,0.718,1.263,0.878,1.014,0.857
2,0.751,3.527,0.902,6.873,0.929
1,0.945,1.304,0.884,2.043,1.166
1,1.034,1.321,0.73,1.221,0.837
2,1.067,4.039,0.656,2.864,1.9
1,1.091,1.441,1.348,1.437,0.884
1,1.111,2.014,0.947,1.235,0.885
2,1.19,3.379,3.563,1.962,3.009
1,1.208,1.243,0.742,1.111,0.972
1,1.336,2.47,0.823,2.435,0.901
2,1.371,4.289,0.804,4.899,1.262
1,1.395,1.228,0.952,1.326,1.516
1,1.406,0.964,0.617,1.2,1.235
2,1.484,4.146,1.135,1.95,0.567
2,1.506,2.193,0.814,6.086,1.057
2,1.526,1.703,0.775,2.747,1.613
2,1.537,11.813,1.531,2.206,1.242
2,1.565,1.504,0.919,9.839,0.924
2,1.577,5.986,0.853,4.598,2.822
2,1.62,4.524,0.914,5.585,1.336
1,1.62,1.258,0.627,1.233,1.434
2,1.906,5.165,0.73,5.671,2.139
1,2.138,2.424,1.119,1.3,0.843
2,2.251,4.735,2.27,6.145,1.976
2,2.311,7.598,1.036,6.312,2.039
1,2.362,2.416,0.867,1.344,1.223
1,2.373,1.304,1.257,1.22,0.969
1,2.379,1.41,0.855,1.208,0.958
1,2.444,1.066,0.613,0.955,1.333
2,2.556,9.015,1.989,1.799,1.587
1,2.628,1.934,1.157,1.273,0.862
2,2.651,3.645,1.11,3.054,1.066
2,2.81,7.431,0.682,4.79,0.804
2,2.985,2.843,0.738,8.946,0.686
1,3.219,0.964,1.234,0.94,1.07
2,3.316,5.105,0.726,8.036,1.435
2,3.454,4.115,3.191,3.748,1.981
2,3.458,1.969,1.639,2.882,0.946
2,3.618,3.88,1.19,12.87,0.704
2,3.655,3.748,2.776,8.852,2.992
2,3.734,4.79,2.561,2.097,1.262
1,3.836,1.27,0.742,1.765,0.872
2,4.118,3.653,1.197,1.926,0.837
1,4.127,1.2,0.629,1.267,1.451
1,4.213,1.389,0.782,1.316,1.392
2,4.284,3.295,2.945,1.526,1.213
2,4.42,4.369,1.217,9.839,3.424
1,4.444,1.389,1.429,2.37,1.342
2,4.445,3.054,1.373,10.532,1.131
1,4.582,1.267,0.913,1.77,1.234
1,4.61,0.957,0.898,1.791,0.82
2,4.649,4.488,1.062,2.449,1.721
1,4.772,1.311,0.945,1.288,0.643
2,4.891,4.858,0.771,2.584,0.903
2,5.1,12.444,2.546,13.827,1.605
1,5.141,1.262,1.359,1.537,0.873
1,5.145,1.501,0.899,1.03,1.115
1,5.255,1.222,0.62,1.778,0.882
1,5.389,1.536,0.876,1.214,0.986
2,5.634,13.097,1.838,2.286,1.085
1,5.749,1.815,0.617,1.759,0.948
1,5.854,1.035,0.929,1.288,0.943
2,6.016,4.548,1.709,1.504,0.774
2,6.069,11.821,0.935,2.184,1.231
2,6.179,1.603,0.811,8.13,0.865
2,6.205,6.156,2.213,4.103,1.818
1,6.247,1.941,1.107,1.249,1.144
1,6.317,1.398,0.964,2.023,0.613
1,6.362,2.059,0.677,1.247,1.216
1,6.395,1.294,0.991,1.401,0.828
1,6.424,1.024,0.91,1.006,1.439
2,6.456,11.37,1.522,1.76,1.969
2,6.594,4.598,0.905,3.626,0.896
1,7.043,0.989,0.926,1.019,0.872
2,7.227,3.75,0.542,10.361,1.613
1,7.241,1.406,0.614,1.758,1.398
2,7.267,12.1,0.47,3.034,1.693
1,7.355,1.789,0.823,2.112,1.235
2,7.511,6.475,1.124,12.87,0.715
1,7.588,1.961,0.985,1.291,0.857
2,7.766,11.941,0.879,7.091,0.967
1,7.977,1.308,0.935,2.025,1.189
2,8.059,8.293,1.415,10.171,0.759
2,8.2,3.263,3.112,3.756,1.401
1,8.425,1.111,1.134,1.134,0.837
2,8.497,11.458,0.699,3.368,1.317
1,8.611,1.309,0.862,0.944,0.853
2,8.661,4.598,1.428,6.334,1.826
1,8.675,1.41,0.866,1.105,0.926
1,8.745,2.044,0.896,0.945,0.681
1,8.751,1.543,0.742,1.417,1.161
1,9.063,1.932,1.123,1.199,1.149
2,9.119,12.185,0.726,7.34,0.627
2,9.143,2.268,1.688,4.088,1.535
1,9.172,0.993,1.227,1.426,0.978
1,9.542,1.303,0.948,1.223,0.872
