task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.035,1.01,0.674,1.814,1.248
2,0.283,5.649,2.265,5.18,1.706
1,0.308,1.813,1.123,0.95,0.742
2,0.327,3.73,1.604,5.302,0.738
1,0.356,1.335,0.785,1.293,0.688
1,0.419,1.822,0.607,1.943,0.961
2,0.476,11.132,2.458,9.123,0.954
2,0.705,4.922,0.429,2.313,1.257
2,0.877,5.491,2.039,2.197,3.132
2,0.936,3.88,1.197,5.594,1.044
2,1.023,7.08,0.971,5.775,1.527
2,1.057,4.016,1.429,8.233,1.179
2,1.131,5.18,1.394,5.1,1.295
2,1.25,7.46,1.061,9.818,1.215
2,1.628,8.337,0.67,2.767,1.981
1,1.649,1.476,0.892,2.103,1.13
1,1.728,2.412,0.948,2.138,1.246
2,1.824,4.339,1.236,3.028,0.542
1,1.843,1.079,1.49,1.274,1.388
1,1.898,1.293,0.94,1.25,1.181
1,2.076,1.254,0.811,1.172,0.908
1,2.116,2.116,1.09,2.088,0.897
2,2.233,7.463,0.542,2.742,0.701
1,2.314,1.426,0.864,1.435,0.96
2,2.413,7.287,1.373,3.75,0.665
2,2.51,11.718,3.433,4.456,1.21
2,3.05,2.584,0.996,2.578,1.89
2,3.231,6.406,1.872,3.295,1.35
2,3.354,6.334,0.656,5.298,0.819
2,3.575,1.962,2.392,3.028,0.855
2,3.61,3.337,0.824,7.987,1.293
1,3.688,2.119,0.752,0.999,1.086
2,3.797,3.1,2.825,7.543,1.254
2,3.882,11.972,3.433,5.47,3.139
2,3.957,3.109,0.661,2.689,1.966
1,4.032,1.414,0.894,1.245,1.129
1,4.033,1.778,0.621,1.058,1.09
2,4.112,6.764,0.929,5.386,2.458
1,4.136,1.201,1.252,1.774,1.259
1,4.241,2.441,1.158,1.226,1.249
2,4.422,6.153,0.975,4.781,1.32
2,4.591,3.004,2.092,4.935,1.103
1,4.861,0.961,0.607,1.232,1.144
2,4.878,3.209,1.485,2.762,2.048
1,4.914,1.26,0.62,2.128,0.964
1,4.964,1.438,1.388,1.287,1.086
2,5.084,5.786,1.107,13.021,1.043
2,5.21,2.515,0.852,5.715,0.601
2,5.261,7.08,1.098,6.779,3.279
2,5.276,3.969,1.229,9.34,1.9
1,5.352,1.441,0.764,1.438,0.87
2,5.393,2.684,0.766,5.219,1.826
1,5.437,2.277,0.875,1.038,1.157
1,5.869,1.346,0.874,1.212,0.624
