task_type,arrival_time
T3,0.002
T3,0.003
T4,0.003
T4,0.006
T3,0.007
T3,0.018
T1,0.023
T3,0.027
T2,0.03
T1,0.031
T1,0.042
T2,0.043
T4,0.043
T2,0.044
T2,0.048
T3,0.049
T2,0.052
T3,0.052
T3,0.056
T2,0.057
T2,0.057
T3,0.059
T1,0.06
T2,0.061
T1,0.062
T1,0.064
T3,0.065
T2,0.076
T3,0.077
T2,0.078
T1,0.078
T1,0.084
T2,0.086
T2,0.089
T1,0.089
T2,0.089
T3,0.09
T3,0.091
T2,0.091
T4,0.093
T2,0.097
T3,0.103
T1,0.104
T3,0.104
T2,0.108
T2,0.113
T3,0.119
T1,0.12
T3,0.12
T3,0.121
T1,0.121
T3,0.123
T1,0.123
T3,0.124
T1,0.127
T3,0.131
T1,0.136
T2,0.137
T4,0.146
T2,0.148
T4,0.154
T3,0.156
T1,0.157
T2,0.16
T4,0.164
T3,0.164
T4,0.165
T1,0.166
T2,0.168
T3,0.171
T1,0.172
T2,0.173
T3,0.174
T2,0.174
T2,0.179
T4,0.181
T2,0.183
T4,0.184
T3,0.197
T3,0.198
T1,0.204
T3,0.205
T3,0.211
T1,0.223
T3,0.223
T2,0.231
T4,0.231
T1,0.238
T4,0.239
T4,0.245
T4,0.246
T3,0.248
T4,0.252
T3,0.253
T2,0.256
T1,0.258
T1,0.259
T1,0.26
T2,0.26
T2,0.262
T2,0.265
T2,0.266
T3,0.267
T3,0.271
T1,0.272
T4,0.272
T2,0.277
T4,0.278
T3,0.279
T1,0.28
T2,0.28
T4,0.291
T3,0.291
T3,0.294
T4,0.294
T2,0.297
T1,0.299
T3,0.31
T3,0.311
T4,0.314
T2,0.315
T2,0.32
T4,0.322
T3,0.323
T4,0.324
T2,0.327
T4,0.33
T1,0.33
T3,0.331
T2,0.334
T1,0.337
T2,0.337
T1,0.344
T4,0.344
T2,0.346
T2,0.35
T4,0.35
T2,0.354
T4,0.354
T2,0.355
T2,0.357
T1,0.358
T3,0.364
T1,0.365
T2,0.369
T2,0.37
T2,0.373
T2,0.374
T4,0.375
T2,0.377
T3,0.378
T4,0.379
T1,0.379
T3,0.379
T3,0.383
T1,0.388
T1,0.39
T3,0.391
T2,0.392
T3,0.393
T2,0.393
T3,0.398
T2,0.404
T2,0.404
T1,0.404
T4,0.404
T2,0.406
T3,0.41
T2,0.413
T2,0.417
T4,0.421
T3,0.423
T4,0.426
T4,0.427
T4,0.429
T2,0.429
T4,0.43
T4,0.43
T1,0.433
T4,0.434
T4,0.435
T4,0.442
T4,0.448
T4,0.449
T3,0.451
T1,0.454
T4,0.455
T4,0.466
T4,0.47
T4,0.473
T1,0.474
T1,0.477
T1,0.479
T2,0.479
T3,0.484
T3,0.485
T3,0.486
T4,0.488
T3,0.49
T3,0.494
T2,0.495
T2,0.496
T4,0.499
T3,0.502
T1,0.502
T3,0.503
T3,0.507
T3,0.515
T4,0.521
T1,0.527
T1,0.533
T1,0.533
T1,0.533
T2,0.534
T1,0.534
T1,0.535
T3,0.535
T2,0.539
T4,0.539
T2,0.546
T2,0.548
T1,0.554
T3,0.555
T1,0.558
T3,0.561
T4,0.562
T1,0.565
T4,0.57
T3,0.571
T1,0.572
T4,0.573
T1,0.576
T1,0.581
T1,0.582
T3,0.585
T3,0.587
T3,0.587
T2,0.589
T2,0.595
T3,0.598
T3,0.601
T4,0.602
T4,0.605
T4,0.61
T4,0.613
T2,0.618
T3,0.619
T3,0.624
T2,0.628
T1,0.634
T4,0.634
T4,0.637
T4,0.638
T2,0.638
T1,0.639
T4,0.64
T1,0.641
T4,0.643
T3,0.645
T1,0.649
T2,0.658
T4,0.666
T4,0.668
T4,0.67
T1,0.671
T3,0.674
T4,0.676
T3,0.679
T1,0.68
T1,0.682
T3,0.685
T1,0.687
T2,0.687
T3,0.688
T2,0.691
T3,0.693
T3,0.695
T4,0.698
T3,0.698
T1,0.702
T1,0.706
T2,0.708
T4,0.712
T1,0.712
T1,0.718
T3,0.721
T3,0.723
T1,0.725
T3,0.725
T4,0.728
T3,0.729
T3,0.729
T3,0.73
T3,0.736
T2,0.74
T3,0.74
T4,0.744
T2,0.745
T3,0.747
T4,0.75
T2,0.75
T1,0.75
T1,0.753
T2,0.755
T4,0.759
T2,0.763
T2,0.765
T3,0.769
T1,0.769
T1,0.778
T4,0.778
T3,0.779
T3,0.779
T1,0.78
T2,0.78
T4,0.783
T2,0.784
T4,0.785
T1,0.788
T3,0.79
T3,0.792
T4,0.792
T1,0.793
T1,0.798
T3,0.798
T2,0.801
T2,0.802
T1,0.805
T1,0.805
T4,0.807
T1,0.809
T2,0.811
T4,0.816
T2,0.817
T4,0.821
T3,0.822
T4,0.824
T2,0.825
T4,0.828
T1,0.83
T3,0.832
T2,0.832
T4,0.833
T2,0.844
T3,0.848
T2,0.849
T3,0.85
T3,0.851
T2,0.853
T4,0.853
T2,0.857
T4,0.859
T2,0.862
T3,0.867
T3,0.876
T1,0.876
T4,0.878
T1,0.882
T3,0.883
T4,0.885
T2,0.885
T3,0.887
T4,0.888
T1,0.899
T1,0.902
T1,0.903
T2,0.909
T4,0.914
T3,0.914
T3,0.917
T2,0.918
T2,0.921
T3,0.921
T4,0.927
T1,0.929
T2,0.939
T1,0.94
T2,0.94
T1,0.941
T3,0.945
T3,0.95
T1,0.953
T2,0.958
T2,0.959
T1,0.965
T1,0.966
T4,0.972
T4,0.975
T1,0.989
T3,0.99
T4,0.996
T2,0.997
T3,0.997
T4,1.004
T3,1.007
T2,1.009
T4,1.009
T2,1.01
T2,1.014
T3,1.014
T4,1.017
T1,1.018
T1,1.019
T4,1.025
T3,1.026
T1,1.028
T4,1.031
T3,1.033
T1,1.033
T1,1.039
T2,1.039
T4,1.039
T4,1.042
T3,1.044
T1,1.046
T2,1.048
T4,1.054
T3,1.056
T3,1.06
T2,1.063
T3,1.072
T1,1.075
T1,1.084
T2,1.085
T3,1.086
T1,1.086
T2,1.087
T1,1.096
T1,1.096
T3,1.097
T1,1.097
T4,1.1
T2,1.101
T1,1.104
T2,1.109
T1,1.112
T1,1.112
T3,1.113
T1,1.113
T3,1.119
T2,1.119
T3,1.12
T3,1.128
T1,1.13
T4,1.131
T4,1.133
T4,1.135
T2,1.135
T3,1.137
T1,1.143
T1,1.151
T2,1.152
T1,1.156
T1,1.164
T1,1.166
T4,1.172
T1,1.174
T4,1.175
T2,1.175
T1,1.178
T2,1.18
T4,1.181
T2,1.189
T2,1.193
T1,1.194
T2,1.196
T1,1.201
T4,1.203
T4,1.207
T1,1.209
T4,1.21
T4,1.215
T4,1.22
T2,1.221
T4,1.221
T1,1.228
