task_type,arrival_time
T3,0.0
T4,0.003
T4,0.003
T1,0.004
T1,0.005
T3,0.005
T4,0.006
T2,0.006
T2,0.01
T2,0.012
T3,0.013
T2,0.018
T4,0.018
T1,0.02
T4,0.02
T2,0.026
T1,0.028
T1,0.03
T2,0.031
T3,0.034
T2,0.037
T3,0.039
T2,0.045
T4,0.045
T3,0.049
T4,0.053
T1,0.058
T3,0.06
T4,0.063
T3,0.064
T3,0.064
T4,0.066
T2,0.067
T1,0.07
T1,0.073
T2,0.076
T4,0.077
T1,0.078
T3,0.079
T4,0.083
T3,0.085
T2,0.085
T2,0.088
T2,0.088
T3,0.09
T1,0.092
T1,0.094
T3,0.095
T4,0.095
T4,0.105
T4,0.106
T2,0.107
T2,0.111
T4,0.12
T3,0.123
T3,0.127
T3,0.128
T4,0.134
T2,0.135
T3,0.137
T2,0.137
T4,0.138
T3,0.145
T4,0.147
T3,0.156
T1,0.157
T2,0.158
T3,0.158
T4,0.159
T3,0.163
T3,0.164
T1,0.165
T4,0.166
T4,0.168
T1,0.171
T2,0.172
T4,0.174
T3,0.176
T3,0.176
T1,0.176
T2,0.178
T3,0.19
T3,0.194
T1,0.2
T4,0.2
T3,0.201
T3,0.201
T4,0.201
T2,0.205
T1,0.207
T1,0.212
T1,0.212
T4,0.212
T4,0.214
T2,0.218
T1,0.222
T3,0.224
T2,0.224
T2,0.224
T1,0.225
T4,0.228
T3,0.228
T2,0.229
T4,0.229
T3,0.23
T4,0.231
T3,0.231
T1,0.232
T4,0.235
T2,0.237
T4,0.237
T1,0.239
T1,0.24
T1,0.242
T1,0.243
T1,0.243
T2,0.246
T3,0.252
T1,0.253
T4,0.253
T3,0.255
T3,0.256
T4,0.26
T3,0.26
T4,0.264
T1,0.268
T2,0.272
T2,0.273
T2,0.276
T3,0.28
T4,0.284
T4,0.284
T3,0.285
T3,0.287
T3,0.295
T2,0.298
T4,0.299
T3,0.301
T3,0.306
T2,0.307
T2,0.307
T1,0.321
T1,0.322
T1,0.323
T4,0.324
T1,0.324
T4,0.325
T3,0.325
T2,0.326
T4,0.331
T2,0.337
T1,0.345
T3,0.348
T3,0.349
T3,0.35
T1,0.353
T1,0.362
T4,0.367
T3,0.367
T2,0.38
T1,0.382
T4,0.382
T4,0.383
T4,0.385
T2,0.385
T3,0.39
T2,0.394
T3,0.395
T3,0.397
T2,0.403
T2,0.408
T4,0.412
T2,0.416
T2,0.418
T3,0.418
T4,0.419
T3,0.419
T1,0.42
T3,0.423
T3,0.425
T2,0.426
T4,0.43
T2,0.43
T1,0.433
T3,0.435
T3,0.437
T4,0.44
T3,0.441
T1,0.444
T3,0.447
T4,0.451
T1,0.451
T1,0.453
T3,0.458
T3,0.459
T2,0.46
T3,0.467
T2,0.469
T4,0.473
T4,0.478
T4,0.481
T4,0.483
T3,0.487
T4,0.488
T1,0.499
T3,0.503
T4,0.504
T2,0.507
T2,0.507
T4,0.509
T3,0.509
T2,0.515
T3,0.515
T2,0.516
T1,0.523
T4,0.523
T4,0.524
T3,0.53
T3,0.539
T1,0.541
T2,0.543
T2,0.544
T3,0.547
T3,0.547
T2,0.549
T2,0.549
T3,0.55
T3,0.55
T3,0.553
T3,0.554
T2,0.554
T3,0.558
T2,0.56
T3,0.561
T2,0.564
T4,0.57
T3,0.571
T3,0.576
T4,0.577
T3,0.577
T3,0.577
T1,0.578
T4,0.579
T1,0.582
T1,0.587
T1,0.589
T1,0.594
T1,0.594
T1,0.595
T2,0.596
T4,0.596
T2,0.596
T4,0.596
T3,0.597
T1,0.603
T3,0.603
T2,0.607
T1,0.609
T2,0.611
T3,0.614
T1,0.618
T3,0.621
T2,0.622
T1,0.625
T4,0.625
T3,0.628
T2,0.629
T3,0.629
T4,0.631
T3,0.633
T4,0.641
T2,0.643
T2,0.646
T2,0.647
T4,0.647
T1,0.65
T4,0.651
T3,0.651
T2,0.655
T4,0.656
T4,0.659
T3,0.659
T1,0.661
T2,0.664
T3,0.665
T3,0.671
T4,0.674
T1,0.678
T4,0.68
T4,0.681
T1,0.683
T3,0.69
T1,0.691
T2,0.694
T4,0.695
T3,0.699
T4,0.704
T2,0.704
T1,0.707
T1,0.708
T1,0.709
T4,0.71
T1,0.711
T1,0.713
T4,0.716
T2,0.717
T4,0.717
T1,0.725
T1,0.73
T3,0.735
T2,0.735
T4,0.736
T4,0.743
T3,0.745
T3,0.745
T1,0.747
T2,0.751
T3,0.751
T2,0.752
T3,0.752
T4,0.752
T2,0.754
T2,0.754
T3,0.754
T2,0.755
T4,0.758
T3,0.768
T1,0.769
T2,0.771
T4,0.772
T1,0.774
T3,0.779
T4,0.787
T3,0.792
T4,0.792
T3,0.793
T3,0.795
T3,0.796
T3,0.796
T1,0.797
T4,0.806
T3,0.81
T3,0.814
T4,0.814
T1,0.822
T4,0.824
T1,0.825
T3,0.832
T2,0.833
T4,0.837
T4,0.845
T3,0.848
T2,0.849
T1,0.851
T1,0.851
T2,0.853
T3,0.854
T3,0.855
T2,0.866
T3,0.87
T1,0.871
T3,0.872
T2,0.873
T4,0.876
T4,0.876
T2,0.878
T2,0.878
T1,0.88
T1,0.883
T4,0.888
T2,0.888
T3,0.893
T3,0.893
T3,0.897
T3,0.903
T2,0.904
T3,0.904
T2,0.905
T1,0.909
T2,0.912
T2,0.913
T2,0.921
T2,0.921
T3,0.926
T3,0.928
T3,0.931
T4,0.931
T3,0.932
T2,0.932
T4,0.934
T1,0.947
T4,0.948
T3,0.949
