task_type,arrival_time
T4,0.006
T2,0.006
T1,0.008
T2,0.011
T3,0.012
T1,0.014
T1,0.018
T3,0.022
T2,0.025
T3,0.027
T1,0.03
T4,0.042
T2,0.042
T3,0.042
T1,0.045
T3,0.045
T2,0.046
T4,0.052
T4,0.056
T3,0.061
T3,0.066
T4,0.068
T4,0.07
T4,0.071
T1,0.075
T3,0.076
T3,0.077
T2,0.08
T2,0.084
T2,0.09
T3,0.091
T1,0.091
T3,0.109
T2,0.114
T3,0.117
T1,0.12
T4,0.12
T2,0.122
T2,0.126
T1,0.128
T4,0.133
T3,0.134
T3,0.136
T1,0.138
T4,0.141
T3,0.142
T3,0.145
T3,0.146
T3,0.15
T4,0.154
T4,0.157
T1,0.158
T2,0.158
T3,0.158
T1,0.161
T2,0.164
T4,0.165
T3,0.166
T3,0.176
T3,0.177
T3,0.179
T2,0.179
T3,0.181
T4,0.182
T2,0.186
T1,0.186
T1,0.192
T2,0.194
T4,0.196
T1,0.197
T1,0.198
T4,0.198
T4,0.201
T3,0.201
T3,0.204
T2,0.207
T4,0.207
T2,0.21
T2,0.215
T2,0.215
T3,0.215
T3,0.217
T2,0.218
T1,0.22
T4,0.222
T4,0.223
T2,0.225
T2,0.232
T2,0.233
T3,0.233
T3,0.233
T3,0.235
T1,0.236
T4,0.237
T2,0.237
T4,0.238
T1,0.242
T4,0.247
T4,0.248
T3,0.253
T4,0.253
T3,0.256
T2,0.257
T2,0.259
T4,0.26
T4,0.265
T4,0.269
T3,0.269
T3,0.28
T4,0.28
T1,0.28
T4,0.284
T3,0.284
T2,0.289
T2,0.29
T3,0.29
T3,0.291
T3,0.292
T1,0.3
T2,0.302
T4,0.305
T3,0.307
T3,0.309
T3,0.31
T1,0.31
T1,0.313
T1,0.314
T2,0.314
T3,0.315
T3,0.315
T2,0.317
T1,0.318
T1,0.327
T3,0.329
T4,0.33
T4,0.33
T2,0.331
T1,0.334
T1,0.338
T4,0.34
T1,0.349
T3,0.349
T4,0.353
T2,0.358
T2,0.36
T1,0.361
T3,0.366
T3,0.377
T4,0.384
T1,0.385
T1,0.391
T4,0.397
T2,0.397
T3,0.402
T1,0.404
T1,0.404
T2,0.409
T2,0.413
T4,0.415
T2,0.416
T2,0.417
T4,0.417
T3,0.418
T2,0.419
T3,0.427
T3,0.429
T1,0.43
T1,0.431
T4,0.438
T3,0.44
T1,0.449
T4,0.45
T1,0.452
T1,0.453
T1,0.454
T1,0.456
T1,0.459
T3,0.462
T2,0.462
T2,0.464
T3,0.465
T1,0.468
T2,0.47
T2,0.471
T2,0.472
T1,0.473
T4,0.476
T1,0.478
T2,0.48
T4,0.489
T4,0.49
T1,0.49
T1,0.491
T4,0.492
T1,0.493
T4,0.495
T3,0.495
T2,0.496
T1,0.497
T1,0.499
