task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T4,0.938,9.97,96.64,4.8,1.07,1.09,112.2,27.54,25.6,10.99,102.63,5.59,0.97,0.95,112.55,26.68,26.89
T4,1.757,9.74,100.58,5.1,0.95,0.97,105.08,27.44,27.99,10.94,96.68,5.54,0.95,1.08,103.29,27.56,26.02
T6,3.656,11.5,118.05,5.2,1.14,1.07,102.27,24.66,28.88,10.62,117.0,5.55,1.09,1.05,108.75,26.67,24.98
T8,3.693,10.45,95.34,5.43,1.01,1.02,105.13,23.8,28.11,10.11,107.24,5.17,0.96,0.99,112.11,26.06,25.5
T1,3.934,10.36,101.86,4.8,1.07,1.1,112.12,26.61,25.84,10.95,113.05,4.62,1.06,1.08,99.04,24.56,26.03
T10,4.683,9.29,108.06,5.0,1.12,0.98,102.43,25.22,27.06,11.0,100.22,5.02,1.07,1.02,97.48,25.32,24.78
T8,4.713,10.42,102.98,5.28,1.01,1.06,117.05,24.72,28.47,10.66,105.34,4.73,1.1,0.94,107.6,27.26,26.61
T7,5.378,10.4,110.4,4.86,1.06,0.94,98.65,27.57,25.7,11.43,101.45,5.05,0.99,0.94,113.64,25.74,26.5
T7,5.43,10.69,107.25,5.02,1.05,1.0,105.49,28.62,28.29,9.94,99.42,4.7,0.94,1.04,96.48,26.35,26.97
T3,5.521,10.9,110.3,5.78,1.01,1.09,107.04,28.48,24.58,10.14,99.85,5.96,1.1,0.93,98.04,25.01,26.35
T6,6.736,10.39,111.98,4.83,1.04,1.04,111.7,27.47,26.89,11.44,118.47,5.12,1.14,1.07,95.3,24.59,27.01
T5,8.67,11.92,97.41,5.34,1.05,0.98,108.41,25.34,27.43,10.13,100.34,5.17,0.99,1.02,103.85,24.92,26.92
T6,8.918,11.58,115.53,5.02,1.09,1.04,96.97,25.84,29.39,9.89,102.38,5.44,1.15,1.12,106.18,25.75,29.58
T5,9.187,11.14,107.25,4.98,1.05,1.06,105.85,27.18,27.92,10.78,107.16,5.6,1.11,1.0,114.01,25.01,23.74
T5,9.431,11.67,105.17,4.91,1.03,1.06,110.96,26.35,23.73,11.03,101.55,5.33,1.12,1.01,108.25,28.6,25.04
T7,11.433,10.54,96.84,4.82,1.0,1.02,108.34,29.1,25.12,10.83,108.93,4.97,1.08,0.96,103.9,27.19,26.56
T2,13.646,11.02,101.03,5.61,1.03,1.06,107.36,29.53,28.46,11.18,105.08,5.52,1.11,0.98,105.6,25.11,27.43
T7,14.331,9.86,94.8,4.61,0.95,0.96,109.09,27.44,25.64,10.99,101.1,4.62,0.93,1.01,111.84,26.6,28.14
T6,14.549,10.96,101.23,4.87,1.12,1.04,110.09,25.92,29.57,10.73,114.96,5.0,1.13,1.1,112.02,27.0,27.63
T6,14.782,11.42,103.72,4.83,1.07,1.07,98.66,25.69,27.81,10.78,113.52,5.3,1.09,1.09,106.65,25.69,29.09
