task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.021,10.5,10.63,0.99,1.07,113.47,107.18,96.2,102.61,9.66,10.62,1.03,0.97,117.54,105.92,110.92,104.5
4,0.634,10.86,9.21,1.08,1.07,110.82,99.23,106.32,116.98,10.0,10.55,1.06,1.06,98.44,92.53,103.94,102.59
2,0.644,9.98,11.24,0.97,1.02,111.73,107.82,99.72,96.17,10.35,11.21,1.0,0.94,101.86,93.6,106.67,107.64
1,1.061,10.19,10.28,1.09,1.08,93.49,105.28,98.7,104.32,10.7,9.64,0.95,0.97,93.47,114.08,95.35,107.64
2,1.569,9.27,10.43,1.13,1.01,118.97,104.64,111.27,109.21,10.9,11.27,1.13,0.96,110.09,105.53,95.26,103.11
3,2.176,10.54,10.63,1.17,1.07,94.39,105.34,110.81,115.73,10.46,10.89,0.99,1.02,91.54,96.86,105.96,99.3
4,2.393,9.88,9.34,1.12,1.0,110.82,99.07,107.81,103.61,10.85,9.54,1.05,0.98,98.81,100.04,94.29,116.98
1,2.593,11.48,9.54,1.04,1.12,95.18,102.07,93.42,95.7,11.44,9.48,1.06,1.0,104.82,108.08,108.66,107.5
4,2.885,10.97,9.51,0.99,1.06,103.66,104.52,108.99,114.01,9.95,10.05,0.97,1.05,102.42,94.18,96.58,112.3
4,2.918,9.61,10.65,1.0,1.04,106.54,98.42,92.62,116.73,10.04,10.21,0.97,0.97,108.08,105.48,99.74,110.32
3,3.118,10.33,11.81,1.16,1.04,102.32,98.2,101.98,105.25,10.22,10.31,1.02,1.12,97.78,110.21,105.86,115.36
2,3.125,10.42,10.72,1.07,1.04,115.52,97.13,99.39,96.79,9.75,11.15,1.03,1.0,117.32,92.64,103.41,100.35
3,3.689,10.06,10.72,1.15,0.97,94.49,105.77,105.33,115.5,10.74,11.7,0.99,1.15,98.29,101.6,93.25,110.85
2,4.199,9.35,9.64,1.06,0.96,118.13,104.38,97.14,107.56,10.27,10.6,1.09,1.07,101.64,95.75,112.03,105.88
4,4.241,10.22,10.36,0.97,0.96,105.55,103.01,98.89,118.42,10.45,9.61,1.02,1.11,96.81,96.91,94.79,108.12
4,4.291,10.19,9.76,1.14,0.99,96.02,103.5,101.58,115.18,10.59,9.58,1.04,1.01,95.23,95.82,108.7,110.72
4,5.14,9.96,9.23,1.03,1.02,105.11,99.65,107.19,113.53,11.01,10.22,0.97,0.98,96.48,104.06,106.9,104.55
4,5.274,10.74,10.34,1.04,1.04,102.84,103.6,109.77,110.06,10.71,10.89,1.05,1.06,102.89,97.38,100.38,115.52
3,5.467,9.68,10.05,1.08,1.13,101.06,94.1,110.68,105.64,9.86,10.27,1.02,1.02,108.17,110.21,108.01,109.7
2,5.473,10.44,10.88,1.08,1.05,102.45,93.97,95.73,108.96,9.48,10.48,1.05,1.09,113.35,101.54,104.33,94.65
2,5.795,10.24,11.33,1.01,1.04,103.49,103.36,97.0,95.46,10.84,10.3,1.08,1.1,117.76,99.43,101.9,103.85
2,5.821,9.31,10.92,1.11,1.0,111.67,96.95,111.29,101.04,9.3,10.68,1.01,1.0,113.56,102.94,103.52,102.62
4,5.873,9.45,9.76,1.11,0.99,104.34,107.23,102.97,114.44,10.19,10.64,1.14,0.99,99.06,96.65,92.92,113.93
3,5.883,10.15,10.3,1.09,1.03,100.32,98.68,93.47,99.74,10.16,10.74,1.14,1.01,98.96,94.53,96.85,104.34
