task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.021,1.982,1.052,1.982,1.054
1,0.046,1.952,1.054,1.967,1.012
1,0.587,1.952,1.078,1.97,1.007
2,0.902,3.018,5.95,3.002,5.966
1,1.864,1.976,1.063,1.967,1.018
2,2.129,3.005,5.938,3.003,5.933
2,2.2,3.094,5.927,3.039,5.939
1,2.991,1.914,1.017,1.975,1.055
1,3.062,1.969,1.035,1.922,1.092
1,3.451,1.913,1.034,1.942,1.057
1,3.572,1.908,1.075,1.974,1.054
1,3.669,1.955,1.084,1.927,1.056
1,3.827,1.948,1.097,1.996,1.021
1,4.076,1.982,1.088,1.939,1.068
1,4.385,1.979,1.061,1.902,1.098
1,4.85,1.948,1.057,1.936,1.03
1,4.976,1.949,1.042,1.982,1.039
2,5.098,3.067,5.917,3.079,5.909
2,5.118,3.095,5.994,3.076,5.99
1,5.3,1.984,1.001,1.985,1.094
2,5.354,3.069,5.915,3.005,5.906
1,5.551,1.975,1.028,1.958,1.071
1,6.121,1.948,1.048,1.914,1.043
1,6.61,1.926,1.086,1.958,1.025
1,7.023,1.993,1.074,1.91,1.004
1,7.21,1.912,1.055,1.905,1.053
1,7.248,1.998,1.069,1.939,1.024
1,7.465,1.949,1.03,1.902,1.015
1,7.539,1.987,1.069,1.95,1.076
2,7.705,3.037,5.996,3.027,5.914
1,8.787,1.948,1.073,1.911,1.054
1,9.015,1.904,1.044,1.974,1.019
1,9.183,1.967,1.033,1.974,1.049
2,9.417,3.079,5.924,3.092,5.978
2,9.468,3.03,5.998,3.097,5.934
2,9.638,3.075,5.95,3.072,5.933
1,10.65,1.943,1.052,1.999,1.01
2,10.768,3.096,5.992,3.09,5.949
1,10.98,1.905,1.091,1.949,1.094
2,11.291,3.06,5.961,3.053,5.906
1,11.724,1.902,1.049,1.939,1.024
1,11.991,1.95,1.072,1.917,1.063
1,12.949,1.919,1.065,1.929,1.096
1,13.365,1.937,1.094,1.957,1.095
1,13.39,1.952,1.073,1.98,1.057
1,13.425,1.971,1.057,1.946,1.033
2,13.481,3.059,5.962,3.057,5.912
2,13.484,3.065,5.919,3.056,5.982
1,13.621,1.955,1.09,1.955,1.05
1,14.303,1.982,1.027,1.908,1.01
1,14.431,1.966,1.035,1.916,1.027
1,15.022,1.931,1.067,1.902,1.042
2,15.938,3.058,5.916,3.084,5.913
1,15.952,1.949,1.01,1.938,1.018
1,16.121,1.982,1.041,1.954,1.033
2,16.313,3.032,5.949,3.076,5.965
1,16.881,1.944,1.046,1.993,1.072
2,17.205,3.019,5.971,3.024,5.986
1,17.473,1.923,1.01,1.97,1.016
2,17.573,3.036,5.964,3.095,5.994
1,17.748,1.975,1.053,1.973,1.086
1,17.986,1.921,1.033,1.941,1.023
1,18.121,1.959,1.087,1.994,1.091
1,18.236,1.944,1.042,1.985,1.099
1,19.08,1.918,1.063,1.916,1.063
2,19.458,3.078,5.927,3.031,5.936
1,19.5,1.975,1.098,1.927,1.088
1,19.795,1.979,1.042,1.927,1.078
1,20.084,1.917,1.033,1.907,1.008
2,20.592,3.087,5.903,3.043,5.909
1,20.65,1.989,1.043,1.97,1.077
1,20.883,1.951,1.037,1.975,1.05
2,20.96,3.058,5.982,3.022,5.995
1,21.479,1.963,1.048,1.918,1.049
1,21.581,1.904,1.082,1.918,1.074
1,21.813,1.924,1.063,1.908,1.062
1,22.577,1.929,1.069,1.903,1.046
1,22.588,1.927,1.05,1.901,1.091
1,22.739,1.951,1.01,1.955,1.001
2,23.226,3.052,5.984,3.021,5.941
2,23.549,3.078,5.909,3.077,5.912
1,24.027,1.975,1.092,1.903,1.005
1,24.387,1.962,1.095,1.994,1.027
1,24.67,1.91,1.007,1.965,1.031
2,25.076,3.055,5.927,3.023,5.937
1,25.19,1.986,1.025,1.936,1.025
1,25.568,1.946,1.068,1.988,1.094
1,26.548,1.929,1.053,1.949,1.005
1,26.635,1.938,1.035,1.975,1.059
2,26.671,3.052,5.95,3.073,5.947
1,26.757,1.963,1.094,1.923,1.059
1,27.359,1.94,1.036,1.958,1.097
1,27.841,1.96,1.094,1.988,1.088
2,27.989,3.079,5.964,3.022,5.95
1,28.261,1.908,1.098,1.916,1.047
1,28.465,1.904,1.016,1.942,1.097
1,28.473,1.951,1.075,1.937,1.015
1,28.502,1.902,1.096,1.925,1.001
2,29.352,3.079,5.913,3.023,5.987
2,29.832,3.014,5.938,3.083,5.915
2,29.839,3.088,5.996,3.085,5.987
1,30.124,1.959,1.018,1.958,1.017
1,30.79,1.935,1.0,1.967,1.052
1,30.959,1.902,1.006,1.984,1.04
1,31.058,1.973,1.079,1.996,1.077
1,31.251,1.984,1.071,1.952,1.091
2,31.495,3.04,5.924,3.083,5.978
1,32.146,1.952,1.002,1.999,1.037
1,33.014,1.931,1.014,1.925,1.077
1,33.311,1.907,1.004,1.941,1.053
2,34.012,3.076,5.98,3.013,5.908
1,34.769,1.936,1.098,1.941,1.095
1,35.017,1.93,1.016,1.97,1.024
1,35.096,1.944,1.095,1.969,1.068
1,35.47,1.957,1.001,1.994,1.098
1,35.78,1.919,1.068,1.982,1.052
1,36.488,1.905,1.098,1.917,1.052
1,36.958,1.992,1.011,1.936,1.011
1,37.039,1.91,1.086,1.974,1.003
1,37.473,1.986,1.085,1.982,1.004
2,37.695,3.02,5.953,3.063,5.931
2,39.092,3.012,5.913,3.076,5.913
2,39.305,3.052,5.996,3.052,5.978
2,39.448,3.095,5.959,3.053,5.914
1,39.727,1.967,1.005,1.984,1.069
2,39.771,3.036,5.931,3.007,5.988
1,39.976,1.945,1.006,1.948,1.026
1,40.466,1.909,1.044,1.97,1.081
1,40.466,1.951,1.006,1.939,1.046
1,41.084,1.996,1.002,1.986,1.091
1,41.815,1.969,1.094,1.947,1.077
2,42.354,3.032,5.998,3.098,5.948
1,43.078,1.967,1.028,1.927,1.02
2,43.6,3.051,5.943,3.01,5.994
1,43.959,1.929,1.011,1.978,1.061
1,44.385,1.967,1.086,1.927,1.061
1,45.055,1.925,1.016,1.989,1.05
2,45.362,3.056,5.977,3.003,5.983
1,45.449,1.963,1.056,1.944,1.004
2,45.465,3.086,5.999,3.014,5.92
2,46.194,3.038,5.987,3.037,5.931
1,46.246,1.95,1.081,1.922,1.024
2,46.896,3.049,5.993,3.026,5.963
1,47.106,1.949,1.004,1.918,1.012
1,47.107,1.964,1.038,1.981,1.074
1,47.321,1.963,1.081,1.913,1.053
2,49.014,3.033,5.992,3.094,5.991
1,49.74,1.983,1.02,1.987,1.013
1,50.045,1.979,1.1,1.981,1.084
1,50.911,1.944,1.024,1.938,1.011
2,51.38,3.041,5.967,3.023,5.993
1,51.381,1.991,1.085,1.961,1.081
1,51.517,1.978,1.095,1.94,1.029
1,51.653,1.925,1.048,1.967,1.074
1,51.973,1.972,1.035,1.976,1.055
1,52.121,1.994,1.016,1.972,1.084
1,52.218,1.937,1.011,1.924,1.082
1,52.38,1.952,1.081,1.941,1.077
1,52.613,1.946,1.095,1.963,1.011
1,52.654,1.985,1.019,1.926,1.093
2,52.949,3.023,5.991,3.013,5.945
1,53.163,1.963,1.01,1.997,1.028
1,53.676,1.941,1.085,1.918,1.073
1,53.782,1.974,1.026,1.974,1.069
1,53.859,1.91,1.026,1.912,1.042
1,54.025,1.94,1.005,1.937,1.058
2,54.115,3.078,5.916,3.072,5.988
2,54.131,3.069,5.987,3.084,5.973
1,55.087,1.922,1.099,1.982,1.008
1,55.479,1.981,1.078,1.903,1.04
1,56.382,1.93,1.086,1.982,1.069
1,56.666,1.984,1.044,1.911,1.036
1,57.194,1.918,1.035,1.942,1.042
