task_type_id,arrival_time,est_m1,est_m2,ext_m1-1,ext_m2-1
1,0.034,1.956,1.06,1.935,1.061
2,0.069,3.049,5.905,3.011,5.966
1,0.482,1.922,1.007,1.948,1.078
2,0.832,3.043,5.906,3.067,5.906
1,0.852,1.911,1.015,1.967,1.043
2,0.927,3.083,5.916,3.033,5.966
2,1.027,3.047,5.918,3.067,5.993
1,1.066,1.947,1.005,1.948,1.011
2,2.305,3.093,5.919,3.053,5.927
1,2.348,1.924,1.057,1.904,1.057
1,2.36,1.916,1.03,1.933,1.096
2,2.554,3.077,5.973,3.002,5.981
2,2.918,3.071,5.96,3.037,5.928
1,3.293,1.929,1.084,1.999,1.066
1,3.94,1.902,1.089,1.908,1.054
1,3.959,1.901,1.066,1.931,1.05
1,4.538,1.995,1.023,1.994,1.055
1,4.747,1.998,1.028,1.935,1.004
2,4.799,3.077,5.935,3.047,5.992
1,5.166,1.972,1.005,1.902,1.036
2,5.18,3.005,5.995,3.044,5.937
1,6.121,1.907,1.099,1.985,1.006
1,6.375,1.958,1.001,1.964,1.004
1,6.514,1.941,1.035,1.993,1.077
1,6.602,1.94,1.056,1.952,1.046
1,6.71,1.989,1.025,1.927,1.021
2,7.65,3.079,5.913,3.095,5.979
1,7.909,1.973,1.1,1.964,1.011
1,7.97,1.916,1.059,1.929,1.022
2,8.012,3.049,5.961,3.05,5.922
1,8.025,1.931,1.096,1.985,1.08
2,8.096,3.035,5.971,3.095,5.963
1,8.15,1.943,1.016,1.97,1.041
2,8.171,3.016,5.932,3.08,5.966
1,8.309,1.93,1.081,1.906,1.063
1,8.361,1.958,1.022,1.919,1.062
1,8.38,1.92,1.075,1.945,1.024
1,8.624,1.937,1.089,1.93,1.07
1,8.797,1.923,1.065,1.905,1.037
1,8.889,1.948,1.096,1.947,1.06
2,10.155,3.017,5.908,3.042,5.906
2,10.857,3.015,5.973,3.093,5.932
2,10.902,3.086,5.909,3.064,5.973
1,10.996,1.988,1.046,1.954,1.043
1,11.401,1.934,1.001,1.99,1.088
1,11.611,1.933,1.061,1.942,1.076
1,11.849,1.96,1.011,1.987,1.04
1,12.598,1.965,1.059,1.963,1.046
2,12.687,3.073,5.985,3.004,5.98
2,12.763,3.003,5.937,3.018,5.921
2,12.841,3.01,5.933,3.031,5.944
2,13.338,3.017,5.923,3.099,5.923
2,13.418,3.036,5.946,3.043,5.978
2,13.434,3.034,5.906,3.075,5.971
1,13.528,1.981,1.0,1.964,1.075
1,13.784,1.961,1.0,1.998,1.002
1,14.41,1.915,1.046,1.931,1.076
2,14.416,3.092,5.936,3.035,5.967
1,14.595,1.976,1.032,1.922,1.097
2,14.953,3.063,5.974,3.053,5.911
1,15.008,1.949,1.095,1.908,1.052
2,15.213,3.066,5.912,3.073,5.935
1,15.762,1.926,1.054,1.979,1.023
1,15.818,1.909,1.046,1.982,1.072
2,15.959,3.069,5.937,3.05,5.939
1,16.415,1.902,1.002,1.981,1.006
2,16.565,3.092,5.953,3.077,5.933
1,16.747,1.945,1.098,1.982,1.024
1,17.351,1.992,1.047,1.956,1.042
1,18.676,1.946,1.056,1.992,1.094
1,19.236,1.98,1.083,1.936,1.043
1,19.368,1.996,1.072,1.92,1.004
1,19.416,1.94,1.068,1.929,1.062
1,19.948,1.997,1.099,1.986,1.033
1,20.199,1.957,1.037,1.924,1.089
1,20.228,1.982,1.099,1.967,1.09
1,20.724,1.917,1.06,1.977,1.003
1,21.79,1.951,1.051,1.982,1.08
2,21.916,3.059,5.934,3.084,5.903
1,22.095,1.999,1.069,1.993,1.057
1,22.319,1.977,1.076,1.998,1.075
1,22.879,1.931,1.05,1.94,1.089
1,23.243,1.949,1.023,1.917,1.057
2,23.36,3.095,5.961,3.076,5.975
2,23.499,3.093,5.98,3.058,5.934
1,23.828,2.0,1.016,1.974,1.015
1,23.992,1.985,1.016,1.921,1.06
1,24.036,1.936,1.023,1.951,1.075
2,24.64,3.069,5.938,3.093,5.95
1,25.816,1.929,1.053,1.975,1.094
1,25.873,1.952,1.075,1.91,1.026
1,26.117,1.97,1.011,1.985,1.02
2,26.13,3.029,5.952,3.032,5.908
1,26.226,1.968,1.059,1.972,1.071
2,26.61,3.042,5.948,3.038,5.949
1,26.656,1.994,1.065,1.978,1.03
1,27.023,1.972,1.077,1.91,1.052
1,27.399,1.943,1.022,1.901,1.073
1,27.507,1.969,1.044,1.995,1.049
1,27.847,1.927,1.095,1.967,1.005
1,27.854,1.919,1.097,1.942,1.09
2,28.354,3.026,5.92,3.045,5.984
1,28.399,1.907,1.056,1.968,1.02
1,28.455,1.95,1.01,1.95,1.04
2,28.661,3.009,5.938,3.054,5.965
1,28.813,1.978,1.072,1.971,1.044
1,29.448,1.974,1.06,1.979,1.012
2,31.004,3.095,5.982,3.079,5.902
1,31.73,1.981,1.027,1.987,1.005
1,31.732,1.967,1.026,1.928,1.008
2,32.105,3.056,5.966,3.076,5.983
2,32.181,3.037,5.96,3.001,5.96
2,32.896,3.063,5.987,3.076,5.926
1,33.409,1.991,1.007,1.906,1.087
1,33.458,1.946,1.008,1.975,1.049
2,33.929,3.094,5.988,3.011,5.998
1,33.987,1.98,1.089,1.941,1.077
1,34.042,1.998,1.098,1.998,1.026
1,34.055,1.93,1.061,1.978,1.075
1,34.53,1.906,1.038,1.953,1.035
2,34.549,3.064,5.903,3.007,5.912
1,34.959,1.967,1.047,1.946,1.01
1,34.965,1.915,1.021,1.902,1.024
1,35.271,1.998,1.092,1.996,1.073
1,35.815,1.982,1.016,1.97,1.015
1,36.179,1.97,1.043,1.908,1.077
1,36.358,1.941,1.039,1.995,1.066
1,37.504,1.98,1.006,1.983,1.038
1,37.841,1.909,1.006,1.927,1.02
1,38.075,1.953,1.008,1.991,1.042
2,38.204,3.035,5.912,3.077,5.959
1,38.641,1.995,1.099,1.945,1.055
2,38.889,3.003,5.991,3.003,5.972
2,38.894,3.012,5.966,3.006,5.997
1,39.087,1.975,1.051,1.901,1.043
1,39.505,1.984,1.091,1.942,1.083
2,39.518,3.019,5.934,3.037,5.983
1,39.882,1.932,1.057,1.974,1.032
1,40.688,1.992,1.067,1.902,1.023
1,42.319,1.99,1.075,1.989,1.068
