task_type,arrival_time
T4,0.007
T4,0.012
T2,0.016
T1,0.058
T1,0.058
T1,0.081
T3,0.111
T1,0.112
T1,0.119
T4,0.137
T2,0.143
T3,0.143
T1,0.164
T2,0.174
T2,0.174
T2,0.21
T2,0.218
T3,0.276
T2,0.284
T3,0.285
T1,0.328
T1,0.348
T4,0.362
T4,0.39
T4,0.411
T1,0.414
T3,0.421
T2,0.455
T3,0.478
T3,0.52
T3,0.587
T3,0.615
T1,0.625
T4,0.633
T1,0.67
T4,0.689
T3,0.774
T1,0.781
T4,0.792
T2,0.802
T1,0.82
T4,0.897
T2,0.913
T3,0.929
T1,0.98
T2,0.981
T4,0.982
T4,0.991
T1,1.018
T3,1.042
T4,1.049
T2,1.116
T3,1.145
T1,1.152
T3,1.185
T2,1.205
T1,1.208
T2,1.244
T3,1.249
T3,1.259
T2,1.296
T3,1.303
T2,1.318
T2,1.322
T3,1.332
T2,1.393
T3,1.414
T4,1.446
T3,1.46
T3,1.485
T2,1.502
T3,1.538
T3,1.559
T4,1.572
T1,1.572
T3,1.594
T2,1.608
T2,1.636
T1,1.644
T4,1.66
T4,1.667
T2,1.701
T3,1.703
T1,1.721
T2,1.752
T3,1.757
T1,1.78
T2,1.826
T3,1.845
T1,1.869
T3,1.916
T2,1.916
T1,1.918
T1,1.99
T1,1.993
T3,2.019
T2,2.044
T1,2.058
T3,2.068
T3,2.106
T2,2.129
T2,2.194
T1,2.204
T3,2.217
T3,2.284
T4,2.297
T3,2.306
T4,2.312
T1,2.327
T2,2.39
T1,2.435
T1,2.458
T1,2.509
T1,2.518
T2,2.555
T3,2.561
T4,2.589
T2,2.674
T3,2.692
T2,2.698
T4,2.738
T1,2.739
T1,2.743
T2,2.752
T4,2.779
T1,2.791
T3,2.795
T4,2.808
T2,2.82
T2,2.845
T3,2.86
T3,2.946
T3,2.984
T4,3.094
T1,3.224
T3,3.242
T2,3.244
T1,3.248
T4,3.286
T1,3.306
T2,3.355
T1,3.356
T3,3.356
T1,3.406
T3,3.456
T1,3.516
T4,3.534
T1,3.553
T2,3.558
T4,3.576
T3,3.582
T2,3.589
T1,3.591
T3,3.599
T2,3.62
T3,3.626
T2,3.696
T2,3.767
T2,3.786
T2,3.793
T3,3.864
T3,3.918
T3,3.925
T1,3.98
T3,3.998
T1,4.002
T1,4.004
T3,4.012
T2,4.056
T4,4.071
T1,4.086
T1,4.095
T1,4.2
T4,4.255
T3,4.302
T3,4.314
T2,4.393
T1,4.405
T1,4.419
T1,4.436
T3,4.452
T3,4.47
T4,4.491
T1,4.499
T4,4.532
T3,4.543
T2,4.587
T4,4.626
T2,4.627
T1,4.663
T2,4.676
T3,4.696
T3,4.704
T2,4.711
T1,4.729
T3,4.739
T3,4.767
T1,4.806
T1,4.829
T2,4.851
T3,4.93
T1,4.951
T2,5.001
T4,5.005
T1,5.012
T3,5.048
T3,5.071
T2,5.081
T2,5.097
T1,5.111
T3,5.127
T2,5.169
T4,5.216
T2,5.285
T4,5.322
T4,5.367
T3,5.373
