task_type,arrival_time
T4,0.008
T4,0.033
T3,0.068
T4,0.077
T2,0.09
T1,0.11
T2,0.137
T3,0.157
T1,0.157
T2,0.228
T3,0.248
T1,0.261
T3,0.264
T1,0.279
T4,0.289
T3,0.299
T4,0.328
T4,0.356
T4,0.371
T1,0.423
T3,0.424
T4,0.469
T2,0.48
T2,0.505
T1,0.561
T2,0.598
T2,0.61
T3,0.683
T3,0.718
T2,0.796
T4,0.831
T1,0.848
T4,0.915
T4,0.918
T3,0.955
T3,0.96
T3,0.962
T4,0.973
T1,0.997
T3,1.001
T1,1.072
T2,1.091
T1,1.112
T4,1.133
T4,1.17
T1,1.194
T4,1.27
T3,1.275
T1,1.295
T4,1.308
T1,1.328
T4,1.35
T3,1.358
T4,1.371
T4,1.474
T2,1.484
T3,1.6
T4,1.655
T3,1.686
T4,1.729
T1,1.824
T3,1.886
T4,1.95
T2,1.976
T4,2.001
T3,2.035
T2,2.036
T4,2.044
T2,2.049
T2,2.05
T1,2.064
T1,2.1
T2,2.102
T1,2.167
T4,2.179
T3,2.182
T3,2.193
T4,2.196
T2,2.253
T3,2.271
T3,2.282
T1,2.286
T4,2.36
T3,2.391
T2,2.406
T2,2.413
T3,2.418
T2,2.428
T2,2.443
T2,2.451
T4,2.461
T3,2.473
T4,2.498
T2,2.502
T3,2.565
T3,2.577
T2,2.585
T2,2.623
T2,2.634
T1,2.667
T4,2.7
T3,2.701
T4,2.705
T2,2.718
T4,2.732
T3,2.756
T2,2.757
T3,2.803
T3,2.833
T1,2.847
T1,2.855
T3,2.891
T2,2.899
T3,2.903
T2,2.966
T2,3.0
T4,3.022
T1,3.104
T4,3.11
T2,3.136
T4,3.153
T4,3.157
T2,3.213
T3,3.239
T2,3.253
T3,3.263
T1,3.267
T1,3.34
T1,3.37
T2,3.373
T2,3.391
T3,3.424
T4,3.465
T3,3.479
T4,3.48
T1,3.5
T1,3.516
T3,3.544
T3,3.565
T1,3.58
T1,3.648
T4,3.653
T3,3.71
T2,3.745
T1,3.749
T2,3.792
T2,3.846
T4,3.851
T4,3.857
T3,3.864
T1,3.887
T1,3.89
T4,3.902
T1,3.906
T4,3.941
T4,3.972
T1,3.976
T4,3.979
T2,4.001
T2,4.012
T4,4.033
T1,4.107
T2,4.124
T2,4.125
T1,4.143
T2,4.176
T2,4.19
T4,4.2
T2,4.234
T1,4.242
T4,4.287
T3,4.288
T1,4.317
T1,4.336
T1,4.372
T4,4.39
T1,4.443
T1,4.451
T4,4.471
T2,4.478
T1,4.489
T4,4.507
T4,4.603
T2,4.608
T4,4.612
T4,4.628
T3,4.634
T2,4.646
T2,4.656
T4,4.746
T4,4.792
T3,4.812
T3,4.823
T4,4.881
T4,4.96
T2,4.965
T2,4.968
T2,4.987
T3,5.003
T3,5.016
T1,5.05
T3,5.11
T2,5.133
T1,5.143
T2,5.149
T3,5.164
T3,5.177
T3,5.2
T1,5.226
T3,5.232
T3,5.264
T3,5.276
T4,5.292
T3,5.305
T1,5.31
T2,5.369
T4,5.374
T2,5.375
T1,5.404
T1,5.521
T3,5.557
T4,5.562
T1,5.568
T3,5.584
T4,5.603
T2,5.611
T2,5.621
T1,5.654
T2,5.73
T2,5.8
T2,5.805
T2,5.81
T2,5.831
T2,5.867
T2,5.896
T3,5.915
T2,5.923
T2,5.945
T3,5.951
T2,5.955
T2,5.978
T3,6.001
T3,6.016
T1,6.018
T4,6.02
T4,6.028
T1,6.055
T1,6.102
T3,6.114
T4,6.165
T3,6.197
T4,6.202
T1,6.212
T3,6.216
T4,6.227
T3,6.262
T2,6.279
T4,6.321
T3,6.333
T3,6.353
T1,6.398
T3,6.4
T4,6.405
T2,6.527
T4,6.531
T2,6.611
T4,6.641
T1,6.67
T3,6.682
T3,6.716
T3,6.722
T4,6.733
T4,6.76
T3,6.769
T3,6.844
T3,6.868
T3,6.903
T1,6.912
T2,6.936
T2,6.952
T3,6.953
T1,7.042
T4,7.063
T1,7.068
T2,7.073
T2,7.089
T3,7.137
T4,7.145
T3,7.177
T2,7.195
T4,7.206
T2,7.219
T2,7.258
T2,7.259
T3,7.283
T2,7.285
T2,7.35
T1,7.354
T3,7.426
T1,7.44
T1,7.454
T1,7.516
T1,7.519
T3,7.541
T1,7.541
T3,7.553
T1,7.573
T1,7.589
T1,7.716
T2,7.729
T4,7.739
T1,7.76
T2,7.775
T2,7.778
T2,7.785
T4,7.795
T2,7.805
T1,7.819
T3,7.831
T3,7.856
T3,7.857
T1,7.87
T3,7.895
T3,7.902
T1,7.91
T2,7.914
T1,7.935
T4,7.957
T4,7.979
T4,8.032
T2,8.035
T2,8.064
T4,8.098
T3,8.109
T2,8.127
T2,8.173
T1,8.179
T3,8.194
T3,8.252
T2,8.258
T4,8.361
T3,8.384
T4,8.394
T2,8.406
T4,8.406
T2,8.436
T2,8.494
T2,8.494
T3,8.517
T1,8.532
T4,8.538
T3,8.572
T3,8.592
T2,8.645
T4,8.657
T3,8.662
T1,8.668
T4,8.72
T3,8.736
T1,8.789
T3,8.809
T2,8.813
T2,8.83
T2,8.842
T4,8.898
T2,8.915
T2,8.951
T4,8.963
T1,8.985
T1,9.03
T1,9.03
T4,9.069
T2,9.082
T1,9.09
T3,9.093
T3,9.115
T4,9.12
T1,9.122
T1,9.14
T4,9.227
T2,9.241
T4,9.276
T1,9.276
T1,9.327
T3,9.341
T2,9.342
T2,9.429
T4,9.476
T3,9.481
