task_type,arrival_time
T2,0.017
T4,0.074
T2,0.084
T2,0.104
T2,0.128
T2,0.153
T2,0.162
T4,0.192
T4,0.205
T4,0.207
T3,0.267
T1,0.323
T3,0.341
T3,0.349
T4,0.36
T1,0.405
T2,0.409
T4,0.443
T4,0.458
T2,0.503
T2,0.54
T4,0.567
T4,0.569
T3,0.612
T3,0.658
T2,0.677
T4,0.728
T3,0.757
T2,0.843
T1,0.869
T2,0.893
T3,0.939
T2,0.946
T3,0.948
T4,0.957
T3,0.957
T2,0.965
T4,0.969
T4,1.033
T4,1.039
T1,1.041
T2,1.111
T4,1.123
T2,1.162
T2,1.207
T2,1.258
T3,1.264
T3,1.27
T2,1.292
T2,1.293
T3,1.309
T1,1.311
T2,1.334
T4,1.353
T2,1.359
T4,1.363
T1,1.366
T3,1.378
T1,1.398
T3,1.414
T2,1.422
T4,1.464
T1,1.499
T2,1.505
T4,1.52
T3,1.683
T2,1.699
T1,1.707
T1,1.744
T1,1.796
T3,1.806
T3,1.816
T1,1.908
T1,1.912
T3,1.92
T2,1.921
T3,1.961
T2,1.986
T2,2.008
T3,2.011
T4,2.029
T1,2.032
T2,2.038
T3,2.06
T1,2.066
T1,2.08
T3,2.083
T1,2.09
T4,2.149
T4,2.164
T3,2.188
T1,2.202
T3,2.227
T1,2.232
T1,2.235
T4,2.235
T3,2.278
T3,2.334
T4,2.34
T3,2.345
T1,2.408
T3,2.414
T4,2.43
T4,2.434
T1,2.476
T3,2.509
T3,2.566
T3,2.566
T2,2.571
T3,2.595
T1,2.616
T2,2.625
T2,2.666
T4,2.667
T3,2.686
T3,2.764
T4,2.793
T3,2.8
T1,2.831
T4,2.956
T1,3.016
T1,3.051
T1,3.077
T2,3.094
T3,3.163
T3,3.172
T4,3.179
T2,3.195
T1,3.223
T4,3.264
T4,3.299
T3,3.329
T1,3.33
T1,3.34
T3,3.356
T1,3.358
T3,3.364
T2,3.367
T4,3.388
T3,3.393
T1,3.404
T4,3.456
T1,3.461
T2,3.498
T2,3.508
T1,3.561
T4,3.562
T1,3.58
T2,3.614
T1,3.628
T3,3.649
T4,3.713
T1,3.732
T2,3.744
T4,3.761
T1,3.764
T1,3.797
T2,3.806
T4,3.812
T3,3.845
T3,3.86
T4,3.874
T3,3.883
T2,3.93
T4,3.932
T2,3.948
T2,3.991
T2,4.001
T3,4.004
T4,4.041
T1,4.096
T3,4.129
T1,4.169
T1,4.174
T1,4.175
T3,4.233
T4,4.25
T1,4.281
T3,4.288
T4,4.324
T2,4.353
T2,4.365
T2,4.408
T2,4.423
T2,4.438
T2,4.455
T2,4.502
T1,4.591
T2,4.64
T4,4.657
T1,4.686
T4,4.696
T1,4.707
T1,4.745
T2,4.758
T2,4.805
T4,4.838
T2,4.839
T2,4.844
T2,4.848
T2,4.861
T3,4.895
T2,4.921
T4,4.925
T3,4.946
T3,4.948
T3,4.978
T4,4.982
T1,4.999
T3,5.059
T1,5.061
T3,5.061
T2,5.066
T1,5.135
T1,5.164
T2,5.19
T4,5.213
T4,5.303
T4,5.319
T2,5.326
T2,5.328
T2,5.334
