task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.064,26.7,27.67,5.83,5.57,10.59,1.0,99.87,163.2,24.41,24.52,5.52,5.24,11.13,1.11,96.18,166.77
T8,0.153,26.06,24.69,5.49,5.05,9.54,0.98,114.78,160.51,29.28,26.03,5.62,5.13,10.2,0.97,109.72,150.0
T8,0.324,28.87,28.05,5.89,5.65,10.67,1.04,100.56,168.93,27.64,26.55,5.54,5.31,10.65,1.1,106.72,159.48
T2,0.33,23.63,23.95,5.32,5.09,10.57,1.12,113.03,170.09,24.41,26.43,5.81,5.01,10.91,1.15,98.61,157.3
T9,0.722,27.04,29.01,5.31,5.17,11.01,1.01,99.73,165.48,25.13,25.11,5.47,5.45,10.24,0.94,109.26,143.55
T1,0.818,27.86,27.4,5.29,5.52,9.63,1.06,103.85,154.84,26.46,25.24,5.67,5.08,9.77,1.04,102.24,164.08
T2,0.875,27.12,24.28,5.81,4.91,9.66,1.0,109.01,161.35,23.32,26.72,5.3,5.05,11.14,1.0,100.22,166.27
T1,0.952,27.52,25.08,4.99,5.53,10.92,1.12,102.46,144.8,26.08,24.68,5.34,5.48,10.24,1.02,109.93,146.74
T5,1.057,24.02,25.8,5.31,5.44,11.23,0.97,110.09,174.72,26.76,26.18,5.18,5.65,10.58,1.07,110.27,150.39
T10,1.085,28.91,23.99,5.12,4.83,10.84,0.98,115.96,159.13,27.23,26.46,5.42,4.86,11.25,0.95,109.54,146.91
T7,1.12,27.0,25.87,5.5,5.08,11.23,0.95,109.53,151.12,28.27,23.93,5.04,5.06,10.42,0.94,99.53,167.65
T10,1.155,27.91,28.06,5.32,4.66,10.14,1.05,109.72,151.51,26.39,24.63,5.16,4.67,9.79,1.08,107.44,150.28
T7,1.214,25.94,24.82,5.01,5.16,10.21,0.98,101.2,170.91,28.91,24.78,5.7,5.02,11.63,1.08,104.22,153.86
T9,1.222,25.94,27.06,5.39,5.22,11.2,1.06,104.85,143.84,24.08,25.36,5.48,5.24,10.43,1.05,95.26,144.51
T5,1.232,23.44,28.19,5.1,5.07,10.05,1.06,105.64,168.29,24.38,25.76,5.52,5.39,10.11,1.03,101.01,148.46
T3,1.253,28.48,26.3,4.95,5.37,10.89,1.0,118.62,161.65,27.64,25.81,4.99,5.27,10.58,1.01,113.03,147.43
T6,1.271,28.79,23.59,5.38,5.5,10.12,0.92,106.86,145.6,27.97,26.22,5.93,5.57,9.62,1.0,113.23,156.89
T5,1.509,26.57,27.39,5.04,5.18,11.14,0.94,107.22,164.49,23.4,27.73,5.18,5.46,10.66,0.94,109.3,173.08
T7,1.536,26.37,25.5,5.18,4.9,10.09,1.08,109.56,173.35,29.16,24.18,5.49,4.87,10.38,1.09,104.89,153.24
T10,1.604,26.21,26.25,5.94,4.96,10.76,1.12,101.8,155.76,28.37,27.52,5.83,5.11,10.16,1.08,103.08,140.75
T9,2.148,28.23,28.52,5.94,5.44,10.95,1.06,110.11,165.96,27.07,28.21,5.83,5.49,10.47,0.99,97.91,149.07
T7,2.166,28.64,27.91,5.13,4.93,11.05,1.08,107.57,157.42,25.0,24.39,5.63,5.39,11.01,1.02,103.18,152.85
T8,2.184,26.47,27.99,5.06,5.29,10.09,0.94,107.9,153.15,26.5,26.01,5.89,5.48,10.39,1.08,103.03,145.06
T5,2.467,26.74,26.48,5.27,5.3,10.85,0.96,105.24,162.18,24.39,25.98,4.84,5.25,9.83,0.95,105.38,148.24
T8,2.725,24.87,26.46,5.61,5.58,10.68,1.0,115.97,143.96,27.76,23.85,5.03,5.63,9.6,0.97,105.95,161.75
T6,2.736,26.64,25.63,5.68,5.21,9.99,1.09,111.86,156.08,29.45,26.23,5.55,4.85,11.41,0.96,114.92,157.23
T9,2.752,26.04,25.81,5.89,5.35,9.82,1.01,111.53,166.15,27.91,25.85,5.74,5.23,9.87,1.06,96.47,162.63
T7,2.847,25.73,27.85,5.88,5.07,10.09,0.96,99.85,149.78,26.53,24.1,5.08,4.89,11.2,0.98,98.6,164.78
T4,2.893,26.51,24.9,5.61,4.99,10.26,1.04,99.46,154.74,25.94,27.36,5.14,5.58,11.19,1.08,107.52,149.78
T4,3.228,25.92,27.33,5.8,4.92,10.69,1.07,109.75,167.69,28.84,26.84,5.1,5.75,11.4,1.0,102.2,174.91
T4,3.374,25.1,25.5,5.16,5.75,11.68,1.01,103.48,153.98,28.83,27.15,5.78,4.92,11.24,1.11,105.56,169.77
T4,3.563,26.11,26.14,5.9,5.35,11.17,1.01,105.92,171.94,28.39,26.79,5.9,5.45,11.06,1.07,102.39,157.04
T2,3.592,23.79,24.42,5.54,4.96,10.87,1.07,110.27,154.98,27.05,24.8,5.84,5.11,10.69,1.01,100.28,162.34
T3,3.592,25.1,26.16,5.07,5.63,10.58,0.95,101.26,159.35,28.68,26.96,5.31,5.52,10.76,0.93,114.15,143.2
T2,3.667,27.0,24.42,5.08,5.0,9.53,1.02,98.47,168.84,24.3,25.16,5.18,5.65,10.27,1.14,96.98,169.22
T9,3.837,24.86,26.76,5.8,4.95,11.28,0.95,111.59,157.38,27.44,27.29,5.44,5.46,10.97,0.94,105.46,160.18
T1,3.926,26.94,24.14,5.14,5.32,10.71,0.99,114.22,158.98,24.4,24.1,5.33,5.63,9.79,1.12,102.71,140.9
T5,3.934,26.03,25.4,5.58,5.39,11.24,1.02,100.52,166.38,23.95,24.83,5.74,5.78,10.97,0.95,106.25,173.44
T4,4.058,28.24,26.77,5.83,4.98,11.44,1.04,114.5,160.48,25.97,28.44,5.46,5.13,11.66,1.02,105.93,154.31
T5,4.107,27.01,26.67,4.93,5.85,10.96,1.02,103.23,171.1,25.7,27.28,4.87,5.12,10.64,1.02,94.59,171.23
T1,4.334,27.76,26.76,4.89,5.46,9.98,1.05,114.18,161.93,24.69,23.92,5.07,5.55,9.94,1.0,103.6,151.34
T6,4.422,28.41,24.3,5.36,5.54,10.03,0.98,107.39,149.05,25.74,28.03,5.06,5.45,10.05,0.95,97.6,149.01
T10,4.441,27.21,27.45,5.25,4.68,11.25,0.98,99.93,141.65,27.36,24.18,5.32,4.94,10.76,1.1,113.65,145.66
T9,4.454,26.58,29.13,5.07,5.56,9.71,0.99,96.47,152.06,27.47,27.34,5.2,4.8,10.03,1.09,101.18,159.58
T3,4.49,28.79,27.47,5.08,5.11,10.04,1.03,105.52,154.38,29.27,25.46,4.9,5.46,9.89,0.95,103.89,164.8
T1,4.597,27.7,23.35,5.27,5.08,10.71,0.98,114.96,159.41,27.39,26.23,5.63,5.55,10.13,1.01,111.62,150.88
T1,4.633,25.91,26.44,5.41,5.16,9.91,1.03,106.48,146.11,25.57,25.84,5.66,5.24,10.8,0.98,109.64,160.62
T3,4.736,26.16,26.11,5.57,5.43,10.46,1.03,105.86,158.98,26.47,23.34,5.6,4.8,10.57,1.07,116.8,147.21
T8,4.85,26.5,24.94,5.91,5.32,10.35,1.1,103.73,150.22,28.22,24.81,5.4,5.79,10.91,1.04,104.36,158.05
T8,4.905,29.05,26.73,5.78,5.57,10.72,1.08,99.8,147.54,26.22,27.27,5.75,5.54,11.14,1.1,105.52,154.16
T2,5.256,27.07,24.02,5.56,5.07,10.46,1.11,105.13,166.69,25.1,24.21,5.31,5.6,10.2,1.03,100.52,164.87
T10,5.477,27.14,27.39,5.56,5.26,10.6,1.01,104.64,141.44,28.73,26.24,5.17,5.39,10.99,1.02,100.74,153.62
T5,5.518,26.07,28.04,5.3,5.22,9.79,1.01,100.84,174.08,23.92,26.63,5.02,5.19,11.14,1.01,97.84,174.12
T8,5.683,25.22,24.77,5.89,5.4,9.65,0.99,106.42,143.71,27.42,24.27,5.51,5.02,10.37,0.98,113.2,150.07
T1,5.793,25.75,23.4,5.7,5.67,11.26,0.97,106.9,160.86,28.01,24.91,4.96,4.91,10.38,1.0,110.05,154.48
T5,5.815,24.68,28.08,5.04,5.6,10.54,1.09,103.06,172.69,25.96,25.99,5.16,5.28,10.08,1.01,96.72,166.01
T6,6.149,29.08,25.9,5.76,5.35,10.46,0.96,104.67,149.55,26.79,25.59,5.52,5.14,11.32,0.96,104.41,166.12
T1,6.33,25.34,27.5,5.32,5.32,9.69,1.08,112.57,141.09,25.62,26.55,4.95,5.44,11.33,0.99,118.68,157.86
T5,6.378,26.08,28.04,5.65,5.4,9.55,0.93,104.33,170.15,24.39,28.11,5.66,5.03,10.68,0.93,97.16,151.28
T5,6.464,24.85,27.4,5.36,5.86,9.8,1.07,110.09,168.35,23.67,25.88,5.24,5.4,10.79,1.07,99.26,166.94
T10,6.627,27.25,26.88,5.25,5.17,9.97,1.03,111.69,146.88,27.64,27.78,5.44,4.8,9.7,1.03,107.95,158.0
