task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
2,0.063,103.454,119.138,98.148,101.514,10.143,108.709,100.317,112.235,118.797,106.706,113.947,10.152,99.54,100.317
3,0.179,108.356,101.29,101.572,110.74,105.772,95.913,105.892,96.463,107.33,111.456,115.112,115.322,102.63,110.73
2,0.556,105.259,113.102,96.567,119.287,10.668,96.257,106.514,102.163,105.002,100.409,114.902,9.813,106.762,103.727
4,0.676,112.769,99.713,9.67,102.785,111.386,107.832,113.908,111.077,101.008,10.099,109.047,108.283,110.799,108.328
2,0.762,108.915,105.246,110.496,117.717,10.579,102.584,107.214,111.651,102.125,105.678,108.967,10.876,106.121,114.374
1,1.17,1.001,107.641,109.919,98.633,105.701,1.012,101.564,1.13,92.709,96.692,98.493,104.277,1.02,103.366
2,1.305,100.564,118.009,113.059,115.956,10.681,97.399,99.188,111.012,111.538,98.674,105.599,10.743,93.405,108.502
4,1.488,106.339,115.721,9.665,106.456,115.793,98.896,98.347,102.379,114.762,9.656,97.426,109.863,110.946,109.965
3,1.571,111.734,96.931,104.106,113.598,110.687,100.167,102.759,99.955,94.617,104.401,102.637,105.733,99.898,109.57
3,1.688,99.293,102.262,111.195,112.283,103.986,97.954,115.348,104.911,105.868,111.722,114.957,101.817,102.354,113.747
3,1.775,94.88,99.074,109.586,99.115,110.371,93.187,108.732,108.012,105.554,107.33,100.409,106.447,103.374,110.928
1,1.949,1.1,107.686,96.116,113.024,106.514,1.092,109.237,1.121,93.882,104.767,109.57,116.386,1.043,106.096
4,2.046,103.116,106.322,9.796,95.448,111.554,99.184,113.674,101.453,114.059,10.92,100.07,106.018,104.191,113.288
4,2.126,112.771,114.906,9.96,98.669,117.11,99.885,110.772,108.282,106.041,10.185,106.892,101.165,108.317,110.876
4,2.439,111.947,109.445,10.144,107.283,114.955,114.055,112.438,108.284,115.299,10.748,110.677,103.837,97.804,108.521
