task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.453,1.763,0.956,2.186,0.89
1,0.744,1.255,1.337,1.41,0.621
2,0.905,7.878,2.903,11.972,0.959
1,1.682,0.933,0.943,1.296,0.898
2,2.34,11.326,0.815,13.011,2.579
2,3.641,6.41,1.916,5.212,3.112
1,3.767,1.41,1.105,1.172,0.878
2,4.256,2.563,2.945,12.036,0.894
1,4.282,1.265,0.914,1.091,0.937
2,4.331,2.838,0.852,11.381,2.469
1,7.159,1.293,1.119,1.185,1.506
1,7.69,1.115,1.084,1.248,0.824
1,8.129,1.073,1.25,1.195,0.892
1,8.488,1.201,0.947,1.278,0.635
2,9.047,10.021,1.639,5.746,0.591
2,9.246,12.185,0.981,3.077,3.563
2,10.419,9.321,2.038,5.97,1.337
2,10.931,6.475,2.458,3.121,1.001
2,13.116,9.789,1.404,1.562,0.999
2,13.369,1.66,1.217,3.188,1.89
2,13.372,3.766,1.438,5.927,2.026
1,13.932,1.299,0.629,1.299,1.217
1,16.077,1.772,0.725,1.29,0.856
1,16.151,1.501,0.779,1.04,0.883
2,16.821,6.334,1.159,1.532,1.703
1,16.823,1.286,0.653,1.516,0.816
1,17.499,1.916,0.869,0.985,0.977
1,17.883,1.11,1.348,1.764,0.635
2,18.152,7.084,0.982,9.34,1.646
1,18.554,1.235,1.096,1.5,0.681
1,18.81,2.159,0.861,1.324,0.977
1,19.038,2.128,1.041,2.151,0.958
1,21.99,1.438,0.871,1.289,0.943
2,23.322,4.79,0.972,5.068,0.759
2,23.798,2.742,1.241,2.757,0.836
1,23.965,1.389,0.92,2.159,0.784
1,24.12,1.363,0.73,1.303,0.717
1,24.943,1.791,1.377,1.327,1.417
2,25.093,10.22,1.296,10.478,0.766
2,26.86,1.616,1.807,5.582,2.954
1,27.01,1.243,1.527,1.213,1.458
1,27.064,1.994,1.258,1.417,0.615
1,27.497,1.299,0.621,1.343,0.913
2,27.945,10.367,3.23,2.757,0.699
2,27.995,6.475,1.849,2.737,0.781
1,28.352,1.501,1.417,1.501,0.787
2,28.832,5.607,0.855,1.926,2.221
1,29.836,1.274,0.897,1.275,1.249
2,31.514,4.927,2.669,5.018,1.254
2,33.269,4.615,2.162,3.509,0.704
2,34.543,13.021,0.961,7.987,1.659
2,35.561,3.357,2.394,6.133,0.551
1,35.584,1.333,1.119,1.24,1.011
1,38.026,0.991,0.666,1.453,0.873
2,38.365,2.572,2.091,2.687,0.542
1,38.745,1.231,0.837,1.291,0.935
2,38.792,3.786,1.615,5.927,1.175
1,38.951,1.789,1.401,1.016,0.924
1,39.766,1.398,0.896,1.24,0.854
2,40.01,4.209,0.735,1.44,0.987
1,41.768,2.015,0.623,1.277,1.243
1,41.865,1.486,0.932,1.242,0.884
1,42.684,1.262,0.611,1.216,0.939
1,42.813,1.294,0.848,1.834,1.041
2,43.011,6.082,0.844,3.299,1.444
2,43.144,2.43,1.721,1.918,1.397
1,43.741,1.772,1.401,1.407,0.632
2,43.934,3.21,1.117,8.507,2.016
1,45.625,1.817,0.855,1.807,0.92
1,46.04,1.499,0.879,2.459,1.377
2,48.148,10.361,0.699,2.043,2.412
1,51.562,1.336,0.9,1.523,1.252
1,51.953,1.005,0.821,1.203,0.638
2,52.294,5.059,0.66,4.041,0.891
2,52.659,4.322,3.563,7.304,1.103
1,53.071,2.441,1.231,2.162,1.348
2,53.856,3.165,1.35,8.012,1.163
2,53.918,8.374,3.563,10.367,2.116
2,59.001,6.126,2.751,12.36,1.098
2,59.658,2.591,1.76,7.178,2.952
1,60.164,1.084,0.972,1.255,0.935
1,61.116,1.242,0.742,1.434,0.841
1,63.7,2.091,0.94,1.55,0.942
1,63.814,1.335,0.725,2.091,1.255
1,64.6,1.418,0.857,1.441,1.057
2,65.224,2.063,3.112,8.293,2.173
2,65.495,4.718,1.556,3.626,0.608
2,66.038,2.248,2.873,5.311,2.116
2,66.895,4.961,1.553,9.123,0.617
2,67.376,12.713,1.559,5.062,1.21
2,67.614,8.781,1.135,4.845,2.873
2,69.113,7.706,1.754,5.068,1.046
1,69.417,2.179,0.879,1.096,0.903
2,69.726,12.565,0.699,3.752,0.781
2,70.492,2.024,2.776,5.212,1.208
2,70.752,8.1,2.972,8.781,1.212
2,70.912,9.144,0.918,4.115,1.217
2,71.52,2.024,2.908,7.878,0.614
2,71.945,3.034,1.849,10.532,0.856
1,72.02,1.514,1.383,1.206,0.614
1,72.581,1.024,0.627,2.044,1.192
2,73.148,4.456,0.981,7.156,1.414
1,73.166,2.277,1.241,2.228,0.96
2,76.887,9.839,1.504,3.645,1.124
1,77.763,1.78,1.231,1.244,0.892
1,79.401,1.218,1.096,0.94,0.849
1,79.868,2.147,1.11,1.243,0.981
2,81.411,12.444,1.087,5.887,0.959
2,82.163,11.905,1.046,12.424,2.705
2,83.136,4.389,3.191,6.126,0.996
2,83.697,8.355,0.564,5.775,0.919
1,84.703,1.499,0.914,1.126,1.347
1,84.83,1.228,0.914,1.321,0.884
1,86.166,1.483,1.377,1.232,0.923
