task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,1.471,1.197,1.125,1.102,1.228
2,2.143,12.036,2.002,9.84,1.553
1,3.28,1.278,0.913,1.926,1.113
2,4.244,8.783,2.972,4.07,1.217
2,5.425,7.178,0.627,4.179,1.754
2,8.46,4.083,1.857,1.748,1.541
1,8.997,1.248,0.832,1.262,1.148
2,9.6,6.126,1.075,1.683,3.486
1,10.421,2.151,0.978,1.051,0.898
2,10.672,3.21,1.247,8.507,0.553
2,11.93,8.69,3.085,4.705,1.363
2,12.163,2.571,1.334,4.13,0.804
2,12.966,7.714,3.457,5.388,3.132
2,13.143,3.134,1.807,4.239,1.813
2,13.362,10.061,0.674,2.747,2.59
2,15.005,1.495,2.142,3.213,3.064
2,15.744,9.53,0.699,8.402,0.965
2,16.246,1.562,1.849,4.115,1.707
1,17.834,1.41,1.237,1.516,0.873
1,18.003,1.251,0.876,1.329,1.549
2,18.334,3.855,1.642,12.87,1.694
1,18.418,0.987,1.149,1.799,0.623
2,18.936,8.728,1.54,1.911,0.822
2,19.421,10.721,1.638,3.873,3.294
1,19.729,1.261,0.614,1.216,1.174
1,19.885,2.006,1.044,1.21,0.952
1,21.504,1.079,1.074,1.248,0.593
2,21.593,13.021,0.476,6.772,0.669
1,21.987,1.243,0.612,1.29,0.847
1,22.113,1.489,0.939,1.41,0.942
2,24.009,10.478,1.217,6.608,0.748
1,25.883,1.259,1.238,1.351,0.873
1,26.219,2.006,0.952,1.99,0.613
2,27.791,7.13,0.72,2.457,1.389
1,28.34,1.024,0.935,1.983,1.009
2,28.485,2.432,0.836,6.143,1.5
1,29.656,1.351,1.187,1.475,0.613
2,29.958,5.1,2.705,5.466,1.17
2,31.314,11.765,0.856,2.687,1.692
1,31.902,1.799,1.444,1.218,1.178
2,32.376,3.47,1.707,2.689,0.877
1,33.616,1.019,0.88,1.219,0.588
1,34.493,2.128,0.997,1.046,0.9
2,34.72,12.565,1.42,5.064,1.399
1,35.024,1.229,0.939,1.243,0.63
1,36.697,1.309,0.917,1.336,0.903
1,36.879,1.331,0.874,1.797,0.86
1,36.926,1.33,1.093,1.29,0.615
2,37.377,6.134,1.626,5.985,1.485
1,37.651,0.953,0.913,2.05,1.451
1,37.825,1.381,0.915,1.792,0.929
2,37.926,8.022,0.699,4.389,0.912
1,38.029,1.21,0.919,1.291,0.952
2,38.617,5.572,0.799,9.789,1.471
1,39.389,1.812,0.849,1.221,0.874
2,41.13,3.634,3.579,5.973,1.212
1,42.692,2.416,0.87,2.046,0.935
2,43.041,3.234,1.162,3.194,0.799
1,45.123,1.389,0.614,1.311,0.908
1,46.097,1.237,1.161,2.361,0.986
1,47.476,1.15,0.621,1.305,0.729
1,49.437,1.885,1.217,2.179,0.953
2,50.443,2.248,2.247,4.166,0.669
1,50.939,1.245,1.057,1.321,0.784
1,51.553,1.406,0.96,2.371,0.868
2,51.594,8.991,0.796,4.378,0.731
1,51.91,1.822,0.935,1.255,0.756
1,51.943,1.21,1.229,1.448,0.867
1,55.209,1.038,0.873,2.043,0.876
1,55.268,1.803,0.828,1.756,0.746
2,56.518,2.632,0.726,6.12,2.014
2,57.203,11.94,2.873,3.911,0.781
2,57.205,2.286,1.124,12.106,0.622
2,57.655,3.145,0.825,4.58,0.988
2,58.214,7.011,2.896,9.84,1.0
2,59.288,6.093,1.961,5.603,1.169
1,60.22,0.961,0.988,1.291,0.872
2,60.807,12.036,1.082,7.833,2.05
1,60.93,0.978,0.62,1.312,0.876
