task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.065,103.85,106.39,97.35,10.85,1.12,110.77,1.14,104.85,109.09,100.6,98.99,11.62,1.05,108.77,1.09,103.28
T2,0.322,107.08,110.01,107.18,11.15,1.06,105.77,1.03,108.77,103.84,103.49,96.66,11.44,1.01,104.36,1.16,108.11
T3,0.35,103.62,113.19,93.76,10.64,1.0,97.74,1.0,95.4,104.11,112.89,99.67,10.65,1.12,93.45,1.07,98.67
T1,0.369,101.01,114.06,97.22,10.58,1.03,109.32,1.04,97.43,100.78,106.78,96.07,11.19,1.01,117.34,1.07,108.52
T4,0.448,104.36,95.43,98.88,10.56,0.94,112.87,1.06,98.83,107.07,97.54,109.99,10.33,1.05,112.82,0.99,106.36
T3,0.535,103.29,97.11,93.3,9.71,1.11,106.36,1.01,111.5,105.67,106.3,103.3,10.05,1.05,101.92,1.02,98.71
T1,0.807,94.24,114.66,106.32,10.94,0.96,102.5,1.14,110.11,107.51,106.54,93.32,11.18,1.02,110.77,0.98,100.01
T1,1.202,111.02,105.87,107.7,11.18,1.01,115.75,1.07,96.28,102.21,103.07,95.68,11.27,1.04,107.22,1.07,100.01
T3,1.464,100.24,113.49,104.71,10.33,1.07,109.3,0.98,94.86,104.61,111.92,103.58,9.72,1.13,98.24,0.95,100.33
T2,1.467,101.48,105.37,95.27,11.89,1.13,98.43,1.05,109.72,102.21,103.73,109.86,11.74,1.08,107.55,1.12,110.12
T3,1.481,107.39,100.8,97.3,9.94,1.09,95.94,1.09,106.02,102.25,110.22,107.9,10.32,1.01,96.37,1.05,107.53
T3,1.554,94.27,106.05,101.6,10.31,0.97,98.62,1.09,95.47,99.44,111.81,105.88,10.9,1.11,106.79,1.07,99.97
T4,1.583,104.74,100.3,103.75,11.03,1.03,100.81,1.06,108.79,102.02,111.01,110.47,9.46,1.0,104.28,0.99,106.59
T1,2.024,101.29,105.02,99.13,11.22,0.98,113.01,1.07,108.9,107.89,107.8,100.43,10.88,1.05,108.29,1.03,105.56
T2,2.03,103.27,107.17,96.04,10.44,1.08,94.84,1.1,109.31,116.96,113.91,107.88,10.85,1.09,110.58,1.03,109.83
T3,2.237,95.62,109.67,108.63,10.43,1.0,109.63,1.04,95.75,104.34,96.79,100.53,9.56,1.06,98.67,0.97,101.45
T1,2.668,97.67,103.8,103.34,10.14,1.02,104.16,1.12,106.7,107.89,101.13,99.28,10.42,1.07,111.17,0.98,103.5
T4,2.703,101.81,109.58,107.76,10.66,0.96,102.87,0.97,111.24,98.25,106.52,97.22,9.96,1.0,106.12,0.98,97.82
T4,2.708,104.25,102.57,111.97,10.38,1.06,114.49,1.04,113.78,105.82,98.11,101.23,10.16,0.96,109.4,0.96,107.9
T1,2.861,105.34,115.74,108.08,10.1,1.08,104.68,1.08,100.26,100.21,116.4,103.24,10.37,1.06,104.64,1.13,95.88
T2,3.621,102.22,102.44,103.44,11.67,1.05,102.81,1.16,106.78,114.73,108.33,103.36,11.35,0.97,102.73,1.09,97.67
