task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.015,2.051,1.08,1.274,1.215
1,0.034,0.985,0.611,2.028,1.199
2,0.045,8.055,2.229,4.161,2.4
1,0.049,1.075,0.873,1.08,0.961
2,0.062,5.491,0.629,4.961,2.05
2,0.074,2.446,0.918,2.804,3.162
1,0.097,1.115,0.863,1.035,1.181
2,0.118,1.689,2.113,3.766,2.067
2,0.135,3.435,2.067,4.99,1.263
1,0.145,1.238,1.259,1.323,0.925
2,0.16,3.038,0.614,6.492,1.145
1,0.211,1.293,0.9,1.411,1.135
2,0.216,8.055,1.717,5.887,1.535
1,0.219,1.26,0.617,1.78,1.346
2,0.254,4.12,2.899,3.028,1.998
1,0.261,0.983,0.849,1.323,1.245
1,0.274,1.102,1.449,1.229,0.621
1,0.276,1.267,1.11,1.262,0.613
2,0.312,4.555,0.796,1.532,0.753
2,0.362,3.966,1.86,5.708,0.853
1,0.414,1.233,0.924,1.414,1.118
2,0.422,6.369,0.661,3.034,2.81
1,0.43,1.055,1.129,0.993,0.776
1,0.439,1.241,0.654,1.065,0.994
1,0.46,1.006,0.85,1.436,0.618
2,0.483,8.05,2.78,5.488,1.415
1,0.51,1.98,1.332,2.179,0.874
2,0.561,13.779,0.833,8.852,2.017
1,0.595,1.26,0.671,1.556,0.998
2,0.649,12.818,0.667,9.602,1.956
1,0.675,1.062,0.617,1.019,0.948
1,0.678,1.244,0.936,1.318,1.457
2,0.681,2.432,0.973,7.377,0.533
1,0.733,1.029,0.874,1.425,0.918
2,0.739,8.402,0.89,6.309,2.84
2,0.741,11.077,1.504,9.861,0.636
2,0.746,11.772,1.32,7.238,0.974
1,0.775,1.272,0.615,0.985,0.908
2,0.778,4.705,1.159,7.287,1.094
1,0.781,1.008,0.87,1.221,0.823
2,0.796,4.454,3.165,5.812,1.373
1,0.798,1.489,1.228,1.239,0.866
2,0.803,2.864,1.454,1.579,0.818
2,0.819,3.923,0.914,7.39,1.057
1,0.833,0.964,0.948,2.191,0.849
2,0.867,4.598,0.825,4.792,1.163
1,0.903,2.164,0.857,1.102,1.153
2,0.908,2.814,1.7,9.321,1.606
2,0.909,8.71,1.5,6.225,1.693
