task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T1,0.131,115.04,104.73,0.94,10.36,105.42,95.81,97.91,112.55,111.47,92.9,1.04,10.91,113.87,97.65,94.51,109.05
T3,0.156,109.2,113.37,1.09,11.26,97.33,109.62,109.38,97.9,104.42,109.12,1.05,9.66,104.39,104.63,106.57,97.61
T3,0.63,104.13,111.42,0.95,10.48,111.31,105.83,110.04,100.16,98.83,99.86,0.95,9.96,97.21,102.07,106.75,94.89
T3,0.696,114.98,115.57,0.95,9.91,111.78,103.15,109.21,96.25,106.35,99.63,0.97,9.99,101.11,106.02,102.64,108.49
T1,0.999,99.86,101.07,1.09,10.49,108.98,98.98,108.2,107.79,112.01,102.15,1.02,9.33,108.22,107.38,103.71,111.73
T1,1.138,105.93,93.12,0.98,10.64,105.95,102.54,103.64,111.24,114.61,108.04,1.08,10.63,105.2,112.48,98.15,113.45
T1,1.308,115.15,100.07,0.98,10.26,113.96,102.7,96.84,112.16,103.3,102.33,1.02,10.45,113.87,98.21,97.44,99.79
T4,1.38,99.96,119.04,1.02,11.6,104.91,104.32,107.8,94.08,101.11,103.1,1.06,11.43,104.76,115.22,94.16,94.48
T3,1.53,108.7,106.68,0.97,11.17,101.74,108.31,101.44,92.62,112.44,101.16,1.09,10.23,106.7,98.63,115.46,96.62
T3,1.541,103.39,109.1,1.12,10.8,96.17,98.19,112.09,91.57,98.5,100.92,1.03,9.64,105.63,93.41,109.37,106.1
T3,1.688,108.34,104.24,1.02,10.64,108.71,100.4,111.88,100.09,109.87,105.71,0.96,9.69,101.8,104.52,109.42,105.18
T1,1.92,110.43,104.82,1.1,9.56,110.22,107.47,103.03,102.65,106.84,97.31,1.02,10.71,108.66,100.52,94.82,114.64
T1,2.294,104.23,106.35,1.1,9.46,102.39,96.02,111.96,100.3,103.09,99.5,0.95,9.79,111.99,101.24,96.64,106.45
T1,2.315,103.75,100.32,1.06,9.99,114.36,96.0,101.38,115.08,100.34,100.88,0.98,10.78,113.42,105.96,97.46,106.8
