task_type,m1_1,m2_1,m3_1,m4_1
T2,31.752,63.775,116.442,125.505
T2,36.241,59.746,123.247,134.598
T2,35.549,68.305,124.948,117.363
T1,29.749,51.652,115.127,114.671
T2,33.235,63.965,130.296,132.521
T4,43.945,71.149,151.21,162.674
T3,34.89,75.499,128.433,138.018
T4,38.741,71.747,145.772,162.299
T2,31.482,64.178,123.52,118.564
T2,33.511,66.328,129.353,124.517
T3,36.773,72.279,136.476,148.418
T2,32.36,64.36,133.358,120.763
T1,28.719,51.854,104.032,110.033
T1,29.996,57.041,110.504,108.884
T1,31.156,56.415,111.605,118.036
T4,38.623,75.894,156.353,140.034
T4,39.352,79.671,137.517,151.254
T2,34.75,62.063,123.17,135.403
T4,38.425,74.127,160.067,152.696
T2,33.582,59.985,115.837,131.011
T3,38.345,64.699,134.831,128.937
T3,34.659,65.885,147.348,145.825
T4,41.617,82.063,159.456,145.062
T1,31.293,58.165,100.68,106.75
T3,38.55,69.657,130.944,134.122
T1,30.162,53.779,116.977,105.045
T4,44.296,71.602,154.707,142.956
T3,39.305,66.512,145.008,128.707
T3,37.022,66.834,146.159,137.616
T1,31.707,55.091,111.946,100.462
T2,33.275,62.736,133.131,116.86
T3,39.91,74.96,145.973,141.12
T3,35.262,74.363,143.884,131.662
T2,35.507,67.863,116.8,125.833
T1,31.417,50.798,103.913,100.58
T1,29.552,53.06,104.985,112.616
T3,40.032,64.438,135.506,139.052
T2,35.936,61.25,121.166,119.652
T4,41.533,75.367,148.849,148.912
T4,40.884,82.751,144.464,145.841
T2,31.681,64.194,124.667,133.946
T3,39.17,74.927,126.564,148.335
T4,40.88,71.73,159.759,155.869
T4,40.72,79.13,150.623,150.744
T2,35.283,66.887,126.975,131.012
T4,39.818,71.127,141.498,153.08
T3,35.978,71.78,131.7,139.365
T2,32.579,58.791,119.353,124.264
T3,40.253,66.807,135.938,137.548
T2,37.005,67.641,132.834,129.102
T1,30.433,53.878,106.668,101.892
T4,38.609,71.615,145.021,151.761
T3,39.971,72.379,143.811,135.586
T1,30.353,57.434,100.152,99.885
T2,33.74,63.696,135.326,116.429
T3,35.216,72.518,150.315,129.17
T3,39.558,70.484,150.296,148.204
T4,38.179,72.724,159.335,160.575
T3,39.823,67.883,127.937,134.141
T4,43.145,80.679,159.794,160.484
T4,40.628,80.619,158.621,138.986
T2,31.425,62.3,122.795,121.554
T1,29.699,51.062,118.124,113.586
T1,29.321,59.474,102.894,117.918
T2,34.809,64.482,132.494,116.742
T1,30.041,51.398,107.723,113.836
T2,36.293,68.33,122.063,120.085
T4,37.534,74.645,153.937,160.461
T4,38.266,75.272,156.953,137.778
