task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
1,0.364,109.92,100.34,115.98,11.66,103.09,11.35,10.23,102.62,111.01,97.03,102.63,10.97,104.22,11.57,10.65,104.96
4,0.478,108.09,106.11,104.25,10.08,105.69,11.41,11.0,105.11,103.01,103.88,100.58,9.67,100.24,10.85,10.48,102.72
2,0.607,105.75,96.29,95.13,11.3,98.06,10.91,11.33,106.59,100.04,93.17,97.25,11.56,103.22,10.25,10.29,99.67
4,1.148,113.76,115.72,104.96,9.67,91.87,10.36,11.52,102.33,111.74,108.39,106.63,9.52,106.64,10.4,11.03,104.78
4,1.345,113.05,108.93,106.6,10.72,97.4,11.37,9.84,114.29,112.04,111.64,100.81,9.63,104.2,11.06,10.28,112.7
3,1.389,97.75,116.31,100.19,11.35,104.4,10.29,10.08,103.87,93.69,102.17,100.63,10.08,95.45,10.21,10.96,101.34
3,1.713,102.46,107.4,112.74,11.7,105.65,10.98,11.23,113.69,102.84,114.85,111.22,10.85,104.93,10.36,10.05,107.45
4,1.762,111.68,111.58,100.95,10.97,104.19,10.62,11.24,107.65,103.35,110.34,94.0,10.84,98.43,10.88,9.96,113.82
4,1.807,112.83,104.27,93.42,9.5,104.99,10.48,10.36,101.38,115.7,118.22,106.64,10.11,103.48,10.38,11.48,112.7
4,2.381,106.04,102.99,95.36,11.09,93.67,10.67,10.86,99.88,115.76,111.51,95.85,10.09,93.68,11.66,11.07,101.66
4,2.417,110.85,118.7,106.6,10.62,103.45,10.24,10.68,113.61,103.81,115.16,105.51,10.32,95.86,10.61,10.17,115.36
2,2.487,109.24,109.67,109.15,10.44,100.08,9.47,9.85,103.46,98.42,107.06,99.0,11.08,112.84,9.85,10.4,108.46
3,2.911,104.82,107.63,108.63,10.23,105.78,11.01,9.97,106.49,98.04,116.21,104.58,11.35,102.31,11.25,10.53,113.83
2,3.244,110.05,95.33,105.5,10.01,109.04,10.28,10.79,99.59,97.8,107.96,93.81,10.94,108.77,9.88,10.62,113.76
4,3.421,111.1,110.81,94.92,9.59,103.87,11.34,11.24,99.55,109.76,115.31,97.66,10.75,107.77,11.44,10.48,114.82
1,3.422,101.43,102.17,107.24,11.21,96.67,10.52,9.74,105.76,99.01,103.0,116.68,11.35,101.86,10.7,9.75,103.54
4,3.666,100.48,101.6,109.79,9.87,92.33,10.32,10.48,108.26,101.44,103.04,99.11,10.53,93.77,10.97,10.24,114.34
2,4.314,96.45,98.67,105.17,11.55,106.74,10.79,10.2,107.11,107.0,109.52,108.45,11.48,112.84,9.95,11.1,100.0
2,4.922,104.94,99.69,97.25,9.96,111.31,9.65,11.38,106.07,100.33,105.75,98.08,10.69,98.34,10.75,11.2,109.3
4,5.13,103.21,102.95,105.25,9.44,96.81,10.77,11.32,99.94,108.26,111.49,107.54,11.06,93.48,10.72,10.58,111.84
2,5.205,102.62,93.14,103.89,11.2,103.86,9.84,10.82,100.26,108.44,102.12,100.63,10.52,101.59,9.74,11.41,97.99
2,5.307,101.56,100.55,101.01,11.38,108.25,10.06,11.52,100.7,99.11,109.25,98.81,10.63,110.37,10.16,11.23,110.38
4,5.559,98.19,115.09,101.49,9.5,105.24,10.28,11.65,100.59,103.74,117.33,108.43,9.66,106.44,11.19,11.56,103.96
2,5.987,96.97,95.89,99.18,10.49,113.22,9.92,10.11,108.88,110.76,109.27,95.31,9.89,97.19,9.92,10.63,108.25
2,6.23,99.42,94.0,95.66,10.76,114.86,9.86,10.35,101.24,110.19,106.23,108.91,10.71,105.15,11.05,10.5,96.39
3,6.454,106.42,100.6,103.63,11.46,109.52,11.35,10.6,114.48,103.09,112.3,115.78,10.47,104.71,11.33,10.97,100.55
1,6.766,100.75,104.67,116.45,10.8,113.79,11.66,11.42,101.2,106.51,110.44,102.51,11.34,109.18,10.49,10.3,100.79
1,7.187,110.72,109.09,112.7,10.47,104.81,10.92,10.79,103.59,101.48,106.04,108.13,10.0,103.87,11.4,11.49,99.44
4,7.721,108.49,112.06,109.65,10.79,97.88,10.62,10.23,109.32,101.9,112.45,98.34,10.3,102.57,11.41,10.13,115.36
4,7.814,109.34,101.68,106.55,10.2,106.6,9.98,10.38,112.2,99.32,113.49,106.12,9.81,104.58,11.17,11.33,114.62
3,7.925,105.79,107.28,98.7,10.5,107.61,10.43,10.59,103.63,105.34,116.71,112.13,11.09,108.93,10.82,11.05,115.08
2,8.251,97.9,105.64,98.63,11.37,114.21,10.98,11.15,96.69,101.78,108.93,96.54,9.82,98.5,10.16,10.55,97.64
3,9.739,98.77,104.42,108.07,11.4,95.33,10.98,11.01,119.07,109.22,107.06,103.14,11.54,93.42,11.16,10.16,104.32
3,9.911,99.9,115.91,105.71,11.26,108.63,10.93,10.99,105.09,109.27,116.02,111.95,10.42,108.29,10.18,10.38,112.11
2,10.328,111.45,100.46,103.52,11.49,112.04,10.54,10.52,111.87,105.14,96.97,107.69,11.25,113.55,9.86,11.54,104.33
4,10.465,103.44,116.88,102.91,9.64,106.73,10.39,9.84,115.11,112.85,109.27,108.59,9.61,105.66,9.96,9.85,110.84
2,10.477,102.8,93.76,96.56,10.49,105.0,10.22,10.28,111.32,95.73,100.86,99.14,11.26,104.4,11.03,10.6,105.33
3,10.872,105.25,106.0,114.67,10.59,104.64,11.29,11.12,113.3,109.35,99.02,115.71,10.77,100.97,11.47,9.85,107.06
2,10.946,112.02,107.45,102.39,10.1,109.86,9.82,10.17,97.24,105.43,109.48,96.51,11.42,100.38,9.55,10.96,111.76
4,11.946,102.43,104.95,107.2,9.98,97.32,11.63,11.66,112.51,114.44,114.39,101.67,9.89,105.07,10.23,10.42,107.23
4,12.237,104.67,106.64,100.23,9.43,99.4,11.36,11.65,109.24,110.94,104.42,105.6,10.1,93.45,10.58,11.43,108.36
1,12.284,103.24,110.24,102.73,11.78,114.35,10.78,10.13,107.01,105.01,104.72,110.61,10.46,110.48,11.68,10.07,106.79
3,12.449,98.11,107.06,103.91,11.24,107.9,11.74,10.08,108.4,98.8,112.91,107.51,11.37,110.46,10.23,9.84,101.58
1,12.644,99.47,102.33,109.89,10.47,103.66,11.45,10.57,99.4,107.8,110.48,105.49,10.21,103.67,11.51,10.35,105.6
4,13.219,109.22,106.5,104.12,10.89,97.63,11.46,10.98,103.23,111.99,109.39,106.22,9.71,104.4,11.46,10.7,108.87
3,13.295,103.39,99.91,115.48,10.1,100.57,10.68,11.08,115.17,108.6,103.61,117.13,11.25,99.32,10.67,9.64,117.93
4,13.494,104.8,104.05,95.03,10.36,93.95,11.38,10.15,114.08,107.18,109.03,104.12,10.0,98.46,10.82,10.9,104.15
3,13.523,109.22,101.18,113.47,11.32,97.06,10.69,11.06,108.32,96.73,116.31,108.08,11.51,103.58,11.68,11.03,112.27
3,14.077,95.81,113.24,101.38,11.39,107.07,10.85,10.44,115.13,97.72,110.27,112.81,11.69,110.83,10.1,11.02,115.91
4,14.521,112.44,117.38,106.52,10.16,93.09,10.07,10.95,107.68,99.18,106.64,93.42,9.87,97.08,10.42,10.52,107.62
