task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.062,2.441,1.117,1.429,1.087
1,0.605,1.247,0.889,1.518,0.923
1,0.942,2.162,1.282,1.411,0.787
2,1.157,7.463,0.919,1.977,2.27
2,1.916,11.641,2.236,4.76,0.988
1,2.497,1.019,1.107,1.388,0.947
1,2.75,1.271,1.332,1.407,1.25
2,3.024,4.287,0.588,12.422,0.661
2,3.086,2.229,1.135,5.335,1.152
1,3.577,1.237,1.246,1.763,0.895
1,4.072,1.213,0.926,0.969,1.187
1,4.946,2.116,0.95,0.987,1.047
1,5.498,1.499,0.95,1.503,0.87
1,5.693,0.999,0.764,1.41,0.884
2,6.606,4.899,1.312,3.028,1.471
1,7.67,1.437,1.228,1.957,1.117
1,8.985,1.24,0.868,0.944,0.917
1,9.309,1.111,0.929,1.429,0.62
2,9.359,2.248,1.091,3.077,1.675
1,10.341,1.243,1.115,1.433,0.96
2,11.017,8.879,2.247,3.88,0.767
1,11.041,1.198,1.123,1.403,1.248
2,12.152,3.92,2.972,8.036,1.862
1,12.763,0.966,1.113,1.271,0.764
2,12.894,4.312,0.729,2.632,0.965
2,13.52,1.973,0.89,14.09,0.706
1,13.723,2.048,0.926,0.957,1.09
2,13.977,8.781,1.011,2.03,1.373
2,14.127,4.081,0.657,3.748,0.669
1,14.972,1.997,1.457,1.339,1.247
2,15.482,8.906,0.855,3.984,0.687
1,15.741,1.062,0.632,1.237,0.903
2,16.664,1.911,3.165,4.055,0.907
1,18.086,1.126,0.824,2.121,0.783
1,18.265,0.956,1.125,2.028,0.739
1,18.632,1.817,1.24,1.244,0.928
2,18.763,9.015,1.825,7.605,0.837
2,19.662,2.796,0.543,3.626,1.075
1,19.782,2.47,0.854,0.956,0.839
2,20.112,1.562,1.924,2.015,2.455
1,20.194,1.181,0.896,1.295,0.789
2,21.813,6.873,2.139,2.432,1.535
2,22.285,1.967,1.531,2.939,1.667
2,22.556,4.537,3.037,1.812,0.837
1,22.923,1.489,0.936,1.216,1.093
2,24.274,12.023,3.343,5.746,0.818
1,24.304,1.86,1.385,1.29,0.915
2,24.361,8.012,1.452,12.348,1.471
1,24.585,1.789,1.549,1.206,1.199
1,25.019,1.08,0.912,1.523,1.119
2,25.065,1.591,1.061,1.689,1.807
2,25.12,7.706,0.974,2.215,1.447
2,25.591,2.757,1.414,9.058,2.039
2,25.602,2.504,1.639,1.81,0.567
2,25.833,4.209,1.663,5.214,1.166
2,26.373,3.165,1.522,5.488,3.037
1,26.563,1.248,0.994,1.749,0.811
1,27.055,1.271,1.234,1.065,0.945
1,27.071,1.522,1.245,1.088,0.949
2,27.312,2.253,0.885,4.041,1.301
2,27.517,13.587,1.667,11.928,2.945
2,28.102,5.43,1.415,2.46,1.455
2,28.172,9.123,3.085,6.608,1.375
1,28.319,1.224,0.934,2.228,1.431
2,28.554,2.127,1.637,2.684,0.947
2,28.72,3.873,1.312,2.923,3.424
1,30.219,1.894,1.144,1.232,1.121
2,30.288,2.881,3.335,3.781,3.037
2,30.655,3.73,1.336,5.184,3.142
1,30.994,1.017,0.884,1.288,0.929
2,31.275,3.284,0.814,6.372,2.78
1,31.411,1.266,0.902,1.211,1.483
1,31.452,1.288,1.335,1.259,1.082
1,31.714,1.453,0.926,1.216,0.87
1,31.806,1.214,0.621,1.266,0.912
1,32.401,2.001,1.444,2.042,0.889
2,33.179,4.919,2.412,1.848,1.966
2,33.291,7.019,0.974,2.184,0.89
2,34.916,2.567,1.365,5.986,1.337
1,34.967,1.242,1.157,1.403,1.431
1,35.055,1.091,1.254,1.227,0.867
2,35.198,4.085,2.669,2.765,2.903
1,36.079,1.275,1.348,1.032,0.832
2,36.239,3.223,1.015,2.992,3.051
1,36.963,1.442,1.22,1.255,0.615
1,37.597,1.852,1.384,1.062,0.784
2,38.051,13.409,1.953,5.973,0.764
2,39.07,2.286,1.261,4.634,0.551
2,39.206,3.163,0.874,5.671,0.787
2,39.646,2.591,3.488,1.643,1.646
2,40.079,5.263,1.937,10.061,0.567
2,40.225,8.164,1.522,2.757,1.58
1,40.366,0.973,0.897,2.371,1.132
2,40.721,13.792,1.641,2.878,0.754
2,41.97,1.603,0.761,12.079,1.082
2,42.212,5.388,1.807,5.89,3.294
1,42.347,1.299,0.869,1.757,0.785
1,44.227,1.134,0.968,2.108,0.822
1,45.982,1.21,1.057,2.051,1.157
1,46.249,1.257,0.623,2.426,1.444
2,46.41,4.429,1.471,3.907,1.86
2,46.885,3.966,1.17,6.608,1.646
1,47.277,1.422,0.853,1.511,0.94
1,47.848,1.278,0.874,1.439,0.875
2,48.371,11.641,0.759,3.774,1.281
2,48.54,2.864,0.713,4.919,1.21
2,48.567,10.636,1.976,2.737,0.907
1,48.847,1.262,0.864,1.321,1.377
1,48.907,1.774,0.746,1.794,0.666
1,49.097,2.025,1.082,1.292,0.94
1,50.765,1.294,1.386,1.101,0.635
2,51.032,6.081,2.427,8.101,0.805
2,52.106,2.369,0.699,3.176,2.776
2,53.028,6.225,2.447,4.028,0.981
2,53.404,8.71,3.279,3.858,1.857
2,53.68,7.102,1.818,5.661,0.874
1,53.683,1.073,1.457,1.753,0.874
2,54.185,4.103,1.919,6.394,0.891
1,54.591,1.293,0.875,1.242,0.655
2,54.821,1.898,1.036,6.844,2.943
2,55.7,3.357,1.981,1.94,2.776
2,55.728,9.058,2.985,4.113,0.73
1,56.562,1.011,0.756,1.22,0.615
1,57.511,1.405,0.947,1.239,1.342
1,57.614,1.207,0.688,1.15,1.231
1,57.927,1.291,1.171,1.426,1.143
2,59.961,11.941,0.822,4.845,1.853
2,60.326,2.696,0.727,9.829,2.034
1,60.414,1.435,0.879,1.224,0.725
2,60.83,6.796,1.641,2.504,1.295
1,60.913,1.178,0.811,1.263,1.085
2,60.989,5.059,1.755,5.572,2.173
1,61.891,1.26,0.932,1.466,1.229
2,61.981,3.756,2.116,2.015,0.564
2,62.243,3.821,2.173,4.922,0.8
2,62.243,5.685,3.165,4.033,1.958
1,63.8,1.777,0.866,0.933,1.12
1,64.164,1.242,0.934,1.539,1.527
2,64.318,2.819,0.615,1.954,1.966
1,64.674,1.001,1.115,1.935,1.444
2,64.957,12.341,0.905,11.765,2.017
2,65.166,3.969,0.796,12.87,1.194
1,66.262,0.969,0.865,1.817,0.621
1,66.721,1.486,1.124,1.525,0.669
2,67.045,2.241,1.867,5.214,1.564
1,67.16,1.475,0.872,2.02,0.94
2,67.336,10.546,2.896,6.081,1.375
1,67.361,1.514,1.096,1.417,0.746
2,67.908,7.156,1.728,6.143,1.212
1,68.395,1.319,0.933,2.112,0.899
2,68.738,2.248,1.976,3.75,2.278
1,68.833,1.213,0.873,2.374,0.623
2,68.956,3.626,1.485,6.04,0.836
1,69.444,1.803,1.246,1.779,0.886
1,69.589,1.422,0.961,1.852,0.951
2,69.731,3.52,0.954,4.612,0.902
2,70.711,5.61,1.32,2.843,2.653
2,71.144,4.612,1.273,7.507,0.683
1,71.188,1.997,1.386,1.429,0.617
2,71.667,4.634,0.677,3.382,0.642
2,71.855,6.133,0.699,12.185,1.447
2,72.333,3.21,0.429,2.172,2.911
2,72.745,9.069,1.232,4.429,0.661
2,72.893,4.083,0.601,12.35,1.175
1,72.924,2.261,1.401,1.282,0.891
2,73.119,8.012,2.221,10.636,1.688
1,73.975,1.323,1.232,1.926,1.231
2,75.017,1.939,0.767,11.51,1.262
2,75.311,8.652,2.048,7.102,2.766
1,75.558,1.949,0.956,2.044,0.964
2,75.713,4.033,0.874,8.387,1.506
1,76.457,1.405,1.335,1.073,0.873
2,76.528,11.641,1.466,12.87,0.804
1,78.066,1.772,0.585,1.514,0.621
1,78.161,1.529,1.426,1.183,1.347
1,78.227,1.104,1.476,1.234,0.637
1,78.402,1.418,0.726,1.221,0.853
2,78.731,4.516,0.784,3.923,1.163
2,78.755,3.858,1.263,10.171,1.09
1,79.123,1.248,0.931,1.0,0.86
1,80.012,1.334,1.254,0.948,0.869
1,80.511,1.093,1.125,1.337,0.812
2,81.954,5.311,2.984,2.882,1.209
2,82.604,2.558,0.66,7.714,0.748
2,82.642,2.802,1.443,3.382,0.704
1,82.82,1.012,0.674,1.772,1.245
1,83.879,2.162,1.21,1.835,0.873
1,84.1,2.158,1.293,1.302,0.903
1,85.555,1.261,0.858,1.822,1.227
1,86.302,1.758,0.902,1.797,0.626
2,87.284,12.035,1.092,6.348,1.216
1,88.453,1.274,0.717,2.016,0.995
1,89.15,1.221,1.218,1.803,1.383
2,90.297,7.46,0.968,5.685,0.675
2,92.133,2.584,1.504,6.608,0.804
2,92.659,2.881,1.263,3.161,1.701
2,94.106,4.852,0.748,6.287,1.324
1,95.407,1.51,0.849,2.186,0.611
1,96.249,1.26,1.401,1.42,0.612
2,97.203,5.97,0.764,8.099,2.561
2,98.373,5.302,2.166,2.055,0.8
2,99.299,5.582,1.301,9.692,1.09
2,99.776,4.2,1.446,8.946,0.567
2,99.869,2.486,2.385,3.917,3.25
1,100.728,1.035,0.824,1.259,0.828
2,101.099,3.234,0.993,5.064,1.456
2,101.351,6.081,0.93,10.397,2.167
2,101.394,12.348,1.09,4.935,1.375
1,101.421,1.556,0.959,1.272,1.234
2,101.91,2.43,2.838,5.671,2.0
1,102.213,1.537,0.884,0.961,0.618
1,102.31,1.244,1.117,1.48,0.913
1,102.542,1.792,1.233,2.34,0.952
1,102.938,2.046,0.934,1.319,0.857
1,103.208,1.747,0.929,2.149,0.925
1,103.472,1.351,0.934,1.293,0.968
2,103.724,3.527,3.433,3.485,1.28
2,105.27,3.698,0.567,5.624,2.119
2,105.881,13.219,1.128,7.431,1.522
2,106.453,8.464,0.74,3.074,0.617
1,106.585,0.954,0.868,1.267,0.62
2,106.706,7.46,1.631,7.584,2.825
1,106.789,1.251,0.902,1.785,0.585
2,106.8,5.487,1.209,5.064,2.26
2,107.093,2.662,1.273,5.582,1.036
1,107.183,1.841,0.627,1.415,1.333
1,107.479,1.267,0.614,2.04,0.62
2,107.96,11.86,1.094,11.51,2.705
2,108.16,6.225,2.067,2.0,0.699
1,108.198,2.012,0.895,1.305,0.785
2,108.248,13.587,0.818,2.902,2.392
1,108.976,1.984,0.874,2.087,0.977
2,109.13,1.562,0.959,4.935,0.905
1,109.297,1.246,0.906,1.294,0.925
1,109.457,1.246,0.859,1.401,0.617
1,110.576,1.277,1.134,0.944,0.742
1,110.766,1.257,0.616,1.274,0.688
2,111.586,3.054,1.605,6.358,3.424
1,111.662,2.007,0.666,1.467,0.635
1,112.004,1.346,0.63,1.273,0.909
1,112.092,1.03,1.191,1.82,0.91
1,112.502,1.237,0.936,1.095,0.75
1,112.883,1.134,1.111,1.205,0.86
1,113.34,0.973,1.386,2.279,1.24
1,113.945,1.257,0.878,1.336,0.813
2,114.142,2.086,1.953,6.07,1.086
2,114.777,2.611,1.168,2.365,0.66
1,116.245,1.447,0.898,2.155,1.12
1,116.332,1.885,1.236,1.249,1.213
2,116.334,8.507,1.333,2.193,0.815
1,116.489,1.254,1.258,1.407,0.967
2,116.555,8.055,0.863,2.43,0.905
2,116.673,3.52,1.066,6.406,1.535
2,117.08,4.76,1.232,5.824,0.703
2,117.152,4.718,1.976,4.548,1.329
2,117.92,3.282,0.715,4.634,1.536
2,118.088,3.907,0.669,2.727,3.276
2,118.13,4.922,1.336,5.219,0.804
