task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
1,0.065,2.108,1.243,1.499,0.919
2,0.514,6.156,1.693,4.718,1.165
2,0.925,3.851,0.9,6.447,0.912
1,1.173,1.433,1.199,2.158,1.047
2,1.215,4.776,1.236,1.95,0.429
1,1.342,2.105,0.956,0.939,0.899
1,1.374,1.328,0.895,1.466,0.611
1,1.411,1.013,1.215,1.204,0.908
2,1.864,10.546,1.1,5.212,0.89
2,2.848,7.403,2.896,4.195,1.107
2,3.034,5.97,1.128,2.687,0.812
1,3.118,1.261,0.909,1.115,0.587
1,3.485,1.216,0.837,1.774,1.483
1,3.511,2.042,0.789,1.812,0.865
1,3.965,2.042,1.214,2.042,0.995
2,4.055,1.76,1.247,10.613,2.811
1,4.057,1.235,1.096,0.956,0.999
1,4.411,1.24,1.107,1.193,0.649
1,4.585,1.054,1.199,1.299,0.729
1,4.745,2.312,0.869,1.86,1.135
1,5.159,1.961,0.869,1.252,0.996
2,5.219,11.226,1.107,8.402,3.424
1,5.506,1.418,0.919,1.959,0.893
2,6.486,3.52,1.22,2.742,0.741
1,6.678,1.424,1.044,1.011,1.117
1,7.207,1.42,0.614,1.351,0.92
1,7.53,1.225,0.895,1.239,0.62
1,7.591,1.237,1.389,2.191,1.293
2,7.648,3.077,1.295,2.25,1.065
2,8.71,9.861,0.766,3.752,0.663
2,9.561,10.331,1.135,5.064,2.903
1,9.576,0.993,0.991,1.437,0.872
2,11.325,7.758,1.456,1.679,0.771
1,11.448,1.029,0.618,1.249,1.128
2,11.612,2.64,1.436,2.127,3.151
2,11.849,4.933,1.107,3.52,0.607
2,11.949,2.558,1.662,4.107,1.014
2,12.07,2.346,3.132,5.743,1.188
2,12.453,3.907,0.909,4.041,2.236
2,12.739,12.818,0.715,2.794,2.335
2,13.261,10.557,1.989,1.689,1.701
2,13.388,11.718,1.668,3.297,0.878
1,13.765,1.271,0.857,2.002,0.904
2,14.019,5.624,1.484,2.488,2.56
2,14.14,3.185,1.527,13.059,2.912
1,14.539,1.325,1.082,1.227,1.093
2,15.64,2.369,1.165,1.899,3.488
1,15.997,1.297,1.233,1.186,0.88
1,16.172,1.437,0.818,1.941,0.935
2,16.283,2.015,1.072,12.185,1.706
1,16.318,2.006,0.731,2.025,1.476
1,16.634,0.944,0.957,1.363,0.89
1,16.838,1.286,0.96,1.304,0.746
2,17.158,13.792,1.363,2.924,0.766
2,17.431,3.105,0.607,6.15,1.208
1,17.808,1.07,0.917,1.765,0.612
2,18.198,11.459,1.425,2.864,0.773
2,18.261,3.73,1.849,2.313,1.96
2,18.528,13.779,0.905,4.013,1.667
2,18.741,1.679,1.37,3.923,1.162
2,18.967,1.973,1.404,8.946,0.902
2,19.178,6.873,0.819,7.987,0.836
1,20.095,1.226,0.612,1.191,0.835
1,20.155,2.126,0.927,1.516,1.244
1,20.892,2.426,0.643,1.86,0.897
1,21.167,2.18,1.337,2.027,1.293
1,21.844,1.438,1.144,1.401,0.617
2,22.73,13.097,2.956,2.411,0.682
1,22.872,1.426,0.617,0.964,0.812
2,22.96,3.161,1.0,3.1,1.506
1,23.292,2.02,0.839,2.099,0.676
2,23.332,4.79,1.707,6.064,0.685
2,23.696,5.212,2.038,2.119,1.254
1,24.374,2.124,0.62,1.757,1.49
1,25.151,1.405,0.919,1.44,1.246
2,25.212,1.191,0.993,8.437,1.243
2,26.419,6.601,2.929,6.635,0.947
1,26.709,1.486,1.449,1.306,1.238
1,26.85,1.2,1.142,2.116,0.632
2,27.463,2.765,0.799,5.685,3.041
2,27.838,7.019,1.335,9.635,0.741
2,28.243,3.12,1.21,10.546,1.101
1,28.817,1.232,0.841,2.03,0.959
