task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
2,0.332,105.528,108.907,98.305,97.969,103.491,105.233,102.289,114.432,96.919,100.848,109.708,107.728,97.645,102.289
4,1.103,1.017,1.109,9.959,1.04,1.001,0.997,102.438,1.052,1.135,10.309,1.092,1.034,1.16,107.213
4,1.249,1.081,1.172,11.192,1.04,1.07,1.154,101.284,1.1,1.106,10.761,0.99,0.983,1.116,101.114
2,1.25,108.878,97.918,105.912,110.415,103.835,109.529,104.665,100.56,107.269,108.852,109.989,101.034,112.822,104.544
2,1.424,100.275,99.83,110.493,96.498,107.122,103.253,99.404,111.051,99.061,109.284,100.671,100.33,94.942,108.486
1,1.498,110.244,101.97,10.583,109.438,105.977,11.664,10.034,103.161,115.117,9.831,96.08,115.416,11.142,11.231
2,1.523,117.032,102.071,108.242,103.499,98.539,107.662,94.918,105.298,98.014,114.098,103.426,98.479,106.451,101.439
1,1.861,102.381,101.983,10.137,103.764,110.535,9.926,11.283,111.704,116.798,11.196,111.169,103.073,10.881,11.144
3,1.87,115.012,109.426,0.972,104.192,98.992,0.988,110.131,108.338,93.918,0.97,98.017,93.737,0.957,108.373
3,1.979,114.746,101.078,1.063,102.283,94.555,0.95,102.652,112.382,98.736,1.106,109.47,101.513,1.0,103.743
3,2.003,104.706,105.977,0.984,106.112,93.806,1.036,105.639,104.636,98.891,1.028,109.776,96.218,1.082,96.618
4,2.212,0.956,1.144,11.136,1.019,1.042,1.114,96.615,1.107,1.1,9.794,1.071,0.959,1.127,99.777
2,2.278,100.577,112.336,108.344,99.996,98.965,101.881,111.035,112.918,99.458,104.585,105.624,96.066,103.912,105.796
4,2.281,1.127,1.065,9.78,1.12,1.072,1.001,99.582,1.11,1.01,9.683,1.116,0.965,0.999,106.136
2,2.304,107.221,104.025,108.85,100.037,108.688,108.465,108.078,104.234,112.383,104.927,108.471,94.506,96.58,101.358
1,2.711,104.96,105.691,9.739,97.841,111.613,11.276,9.97,105.344,115.626,11.078,112.315,97.98,11.601,9.782
1,2.755,102.191,107.828,10.253,112.661,103.504,11.561,11.021,109.309,107.245,10.473,102.025,113.097,11.101,11.141
4,3.425,1.033,1.084,10.314,1.008,1.062,1.025,94.29,1.003,1.136,10.377,1.041,1.02,1.148,98.136
1,3.723,114.726,117.08,10.698,103.839,101.638,11.752,10.389,110.226,110.92,10.498,108.04,99.514,10.568,11.239
1,3.83,103.178,104.781,9.497,96.858,112.0,11.762,10.522,114.67,107.071,10.024,105.773,113.438,10.084,10.534
4,3.974,1.078,1.114,11.004,0.985,1.043,1.113,96.612,1.087,1.065,10.377,0.982,1.066,1.154,95.331
3,4.111,113.078,99.361,0.99,104.106,104.891,0.967,108.041,112.414,108.644,1.012,108.814,107.34,1.085,113.157
3,4.252,102.298,104.188,1.061,99.141,100.842,0.925,114.222,107.846,97.294,0.967,101.316,105.166,0.929,111.447
4,4.403,1.034,1.101,10.108,1.11,1.037,1.079,109.827,1.132,1.056,9.932,1.126,1.007,1.102,106.136
1,4.643,112.188,110.103,10.319,108.646,104.791,10.006,11.467,101.617,112.778,9.787,99.181,100.181,10.919,11.452
3,5.133,112.814,94.554,1.084,103.34,107.824,1.092,111.466,99.266,109.308,1.027,98.348,106.739,1.066,104.938
3,5.237,107.07,110.303,1.057,107.007,103.643,1.071,104.172,108.013,104.234,1.081,105.745,100.489,1.006,100.81
1,5.32,110.602,105.144,10.118,111.169,101.24,10.625,10.844,104.658,99.336,11.042,105.773,106.049,10.147,11.356
2,5.435,101.344,99.944,99.129,98.207,102.696,110.628,99.539,101.957,98.97,100.668,97.313,108.688,105.864,107.958
2,5.568,107.182,109.783,100.98,100.516,99.634,100.44,105.788,111.774,100.54,114.326,98.593,92.125,112.017,109.846
4,6.252,1.023,1.018,9.678,1.073,1.022,0.996,95.11,0.972,1.024,9.76,1.037,0.925,1.134,96.681
4,6.418,0.975,1.007,9.753,1.118,0.964,1.065,108.495,1.013,1.05,9.551,1.111,1.06,1.011,100.954
4,6.607,1.13,1.053,10.513,0.986,1.039,1.078,106.824,0.991,1.105,11.109,1.065,1.047,1.005,95.7
1,6.677,103.305,105.675,9.415,107.191,109.853,10.388,10.442,109.566,100.727,10.346,96.162,113.438,10.792,10.98
3,6.817,109.622,104.139,1.121,102.024,101.504,1.065,99.046,97.822,95.495,0.951,111.048,101.879,0.993,111.362
3,6.877,105.114,94.896,1.047,110.897,97.766,1.078,111.484,99.878,110.184,0.99,108.739,109.438,1.057,104.121
3,7.639,114.476,103.99,0.975,105.442,97.482,1.097,100.019,101.073,106.635,0.992,110.243,103.199,0.926,96.634
