task_type,m1_1,m2_1,m3_1,m4_1
T2,30.988,62.885,115.973,125.0
T2,35.369,58.913,122.75,134.056
T2,34.693,67.352,124.445,116.89
T1,28.959,50.801,114.368,113.915
T2,32.436,63.073,129.771,131.987
T4,43.062,70.441,151.21,162.674
T3,34.124,74.607,128.192,137.759
T4,37.962,71.032,145.772,162.299
T2,30.724,63.283,123.022,118.086
T2,32.705,65.403,128.832,124.015
T3,35.966,71.425,136.22,148.14
T2,31.581,63.463,132.82,120.276
T1,27.956,50.999,103.346,109.308
T1,29.199,56.101,109.775,108.166
T1,30.328,55.485,110.869,117.258
T4,37.847,75.138,156.353,140.034
T4,38.561,78.877,137.517,151.254
T2,33.914,61.198,122.674,134.858
T4,37.652,73.389,160.067,152.696
T2,32.774,59.148,115.37,130.483
T3,37.504,63.935,134.578,128.695
T3,33.898,65.106,147.071,145.551
T4,40.78,81.246,159.456,145.062
T1,30.462,57.206,100.016,106.046
T3,37.704,68.834,130.699,133.871
T1,29.361,52.892,116.206,104.353
T4,43.405,70.888,154.707,142.956
T3,38.442,65.726,144.736,128.465
T3,36.209,66.044,145.885,137.358
T1,30.865,54.183,111.208,99.8
T2,32.475,61.861,132.594,116.389
T3,39.034,74.074,145.699,140.855
T3,34.488,73.484,143.615,131.415
T2,34.653,66.916,116.33,125.326
T1,30.582,49.96,103.228,99.917
T1,28.767,52.185,104.293,111.874
T3,39.154,63.677,135.252,138.791
T2,35.071,60.396,120.678,119.169
T4,40.698,74.616,148.849,148.912
T4,40.062,81.927,144.464,145.841
T2,30.919,63.299,124.165,133.406
T3,38.31,74.042,126.326,148.057
T4,40.058,71.016,159.759,155.869
T4,39.901,78.342,150.623,150.744
T2,34.435,65.954,126.463,130.484
T4,39.018,70.418,141.498,153.08
T3,35.188,70.931,131.453,139.104
T2,31.795,57.971,118.872,123.763
T3,39.37,66.018,135.683,137.29
T2,36.115,66.697,132.299,128.582
T1,29.625,52.989,105.965,101.22
T4,37.832,70.901,145.021,151.761
T3,39.094,71.524,143.542,135.332
T1,29.546,56.487,99.491,99.226
T2,32.929,62.808,134.78,115.959
T3,34.443,71.661,150.033,128.928
T3,38.69,69.651,150.014,147.926
T4,37.411,71.999,159.335,160.575
T3,38.949,67.08,127.697,133.89
T4,42.278,79.875,159.794,160.484
T4,39.811,79.816,158.621,138.986
T2,30.669,61.431,122.301,121.064
T1,28.91,50.22,117.345,112.837
T1,28.542,58.493,102.215,117.14
T2,33.972,63.583,131.96,116.271
T1,29.243,50.551,107.013,113.085
T2,35.42,67.377,121.571,119.601
T4,36.779,73.902,153.937,160.461
T4,37.496,74.522,156.953,137.778
T4,39.705,72.848,153.611,148.692
T4,39.752,78.365,137.265,155.813
T2,31.383,63.035,126.166,125.665
T3,37.699,64.273,131.219,142.484
T1,26.644,53.236,107.654,116.762
T3,36.64,66.514,135.434,129.507
T2,31.742,59.412,114.66,115.439
T2,33.432,58.049,115.411,118.093
T4,41.429,70.316,154.073,158.115
T3,38.914,70.66,142.526,143.667
T3,37.44,69.883,132.76,130.395
T2,33.892,60.545,126.266,114.528
T2,36.118,64.347,126.786,116.043
T3,37.486,68.991,149.347,145.103
T3,39.973,74.005,149.229,143.546
T3,39.297,75.325,142.637,142.407
T4,38.189,72.64,155.83,156.006
T3,34.393,75.467,129.196,131.395
T3,35.28,73.365,126.924,143.368
T4,37.1,70.761,161.676,146.011
T2,31.78,62.709,117.066,126.562
T3,36.321,68.847,145.201,145.223
T3,39.054,66.565,143.487,148.248
T1,28.569,50.206,108.296,102.727
T4,43.211,76.721,154.391,160.708
T1,27.109,50.832,109.901,107.969
T4,42.426,76.444,141.174,154.127
T4,40.308,70.15,138.988,162.659
T3,34.188,63.731,132.613,134.075
T4,42.761,77.339,141.339,162.014
T3,36.628,72.818,148.006,140.744
T2,36.115,62.897,115.226,121.869
T3,37.677,73.666,144.687,138.644
T3,34.156,70.556,143.68,135.205
T2,34.543,67.2,127.706,130.217
T2,33.562,68.01,123.551,122.072
T3,36.443,73.168,149.881,147.862
T1,30.232,56.801,111.159,114.859
T2,34.532,67.941,118.228,121.022
T2,32.523,67.032,126.683,113.903
T2,32.445,62.781,116.569,132.494
T3,36.882,68.657,126.884,145.699
T4,40.759,69.188,146.702,143.246
T1,30.446,56.226,112.128,117.193
T1,28.828,59.206,114.023,100.791
T2,35.683,65.539,122.031,118.575
T3,36.362,71.901,148.139,146.261
T2,31.317,61.855,125.729,127.308
T4,38.161,77.6,137.315,153.62
T2,33.092,63.464,114.586,126.013
T1,27.046,56.418,109.812,114.553
T3,36.339,70.428,128.964,148.96
T1,29.732,53.661,116.856,113.029
T1,27.376,49.966,102.839,113.695
T2,31.898,65.87,123.785,115.443
T1,26.829,58.09,106.603,101.133
T1,30.874,52.497,109.716,100.154
T1,27.1,50.415,106.74,112.736
T4,42.422,70.53,139.456,151.944
T4,36.97,76.764,149.057,137.612
T1,30.129,50.045,113.752,103.604
T4,43.45,79.15,141.454,142.812
T1,28.354,53.659,109.397,110.017
T1,28.202,55.288,111.898,114.193
T1,28.166,51.407,107.0,116.799
T4,39.92,78.694,142.343,151.802
T2,35.063,57.665,126.425,130.703
T1,28.574,50.037,116.312,117.583
T1,30.741,51.839,99.064,108.451
T3,38.675,63.9,146.625,145.389
T1,28.401,55.239,115.866,108.628
T2,32.035,65.136,127.658,129.535
T1,27.417,52.523,100.168,109.549
T1,27.163,57.81,103.85,115.581
