task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
2,0.082,10.12,107.62,116.41,107.54,93.82,107.3,94.35,100.7,10.42,114.0,105.05,103.39,95.81,102.44,95.6,97.91
1,0.129,10.15,111.66,109.58,97.86,99.0,104.35,110.0,110.49,10.63,106.19,107.36,112.21,99.16,109.1,105.9,108.72
2,0.328,10.87,103.53,112.66,95.51,97.52,102.51,106.99,99.86,10.42,108.28,114.44,97.25,93.9,115.58,96.0,103.21
2,0.772,10.6,116.77,109.82,105.74,107.03,105.56,92.48,111.98,11.2,110.08,115.29,95.74,100.08,103.63,107.36,101.53
4,1.284,9.96,114.61,103.51,109.22,114.29,117.08,107.61,112.86,10.49,107.72,102.64,106.44,102.71,100.7,113.78,111.68
1,1.338,10.32,101.87,105.69,112.44,115.17,105.12,102.2,103.67,10.9,101.78,115.5,102.02,116.61,110.25,96.86,109.93
1,1.424,10.17,95.86,107.85,97.1,117.01,100.67,106.51,106.12,10.89,107.84,104.74,113.42,107.09,103.95,100.73,108.32
4,1.447,9.81,116.95,99.99,104.24,107.97,111.24,114.72,96.27,10.42,110.1,102.2,107.79,113.65,114.31,105.06,105.28
1,1.592,9.56,100.12,108.61,96.83,114.58,112.95,111.4,100.88,10.57,98.27,101.72,109.16,115.66,109.67,103.03,109.11
4,2.043,10.1,103.44,91.84,99.01,104.45,115.91,115.96,99.33,10.63,114.96,98.74,114.51,106.88,113.69,109.66,105.94
4,2.146,11.48,104.79,106.63,100.09,102.27,117.67,105.75,104.58,10.6,107.43,103.76,110.3,110.33,102.84,112.62,111.1
3,2.425,10.97,98.18,103.28,109.07,113.2,109.11,108.49,106.84,10.74,113.22,96.16,99.45,103.03,109.77,104.42,108.72
2,2.889,9.91,113.49,99.81,101.78,101.05,105.58,93.13,96.92,9.9,114.99,101.02,99.67,96.9,104.95,94.5,109.06
3,2.933,11.28,113.1,93.8,97.1,102.52,107.83,102.41,108.68,10.6,113.17,97.34,111.82,112.61,108.6,104.72,108.18
4,3.28,11.41,115.75,106.86,100.14,112.28,115.67,98.94,108.08,11.54,117.05,92.81,106.17,102.43,104.98,111.05,110.46
2,3.284,9.99,99.93,103.79,95.69,100.11,114.04,93.94,104.34,10.52,116.64,112.46,106.64,93.21,108.07,93.15,108.62
2,3.56,10.15,116.48,112.26,97.16,108.32,107.71,101.87,110.25,10.1,103.49,98.61,97.27,99.0,112.62,98.28,99.62
3,3.677,10.06,114.32,106.77,111.76,118.48,102.55,109.45,103.11,10.94,113.66,99.05,97.15,105.34,100.1,95.94,98.52
2,3.706,10.1,111.96,112.98,96.2,107.21,103.94,101.52,113.12,11.04,102.81,99.46,106.31,97.56,115.09,95.23,104.04
1,4.687,9.8,97.12,108.04,98.1,104.16,112.36,97.46,108.64,9.82,112.56,115.51,99.74,112.92,106.3,100.27,101.0
2,4.691,10.53,107.71,103.26,106.26,95.3,109.89,92.32,99.86,11.22,107.62,108.77,100.21,97.56,107.56,94.34,110.62
