task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T2,0.076,102.26,0.97,10.14,1.06,113.0,105.53,98.22,116.16,102.14,1.0,10.48,1.1,100.85,102.66,106.88,103.33
T2,0.143,111.29,1.02,9.76,1.05,108.27,107.39,102.76,111.36,109.07,1.05,10.89,1.01,109.92,104.77,104.53,99.58
T2,0.208,114.52,1.04,11.07,1.05,101.3,100.34,93.51,101.29,99.24,1.03,9.78,1.08,116.69,96.74,96.33,101.31
T2,0.213,99.67,1.06,10.0,1.02,107.26,102.61,97.65,98.56,103.4,1.01,9.71,0.94,104.65,100.82,92.78,104.76
T1,0.852,97.78,1.04,10.48,0.94,108.53,116.92,106.84,96.34,113.44,0.98,11.58,1.04,99.97,112.28,106.41,103.1
T2,0.933,97.38,1.04,10.15,1.02,100.34,101.81,99.7,112.72,115.24,0.96,10.05,1.06,105.18,100.26,104.89,107.3
T3,1.691,110.65,1.04,10.09,0.96,109.33,118.11,112.04,108.18,105.66,1.01,10.67,1.02,108.12,112.45,99.46,106.87
T1,2.27,99.71,1.1,11.55,0.95,102.33,116.39,99.62,101.11,113.99,1.04,11.66,1.03,105.95,113.41,97.48,110.35
T3,2.862,105.96,1.03,10.74,1.11,100.92,117.92,110.1,102.14,111.14,1.08,11.26,1.03,97.72,107.39,115.4,102.03
T1,3.108,106.58,1.06,10.64,1.05,100.22,115.23,93.97,104.48,102.88,0.95,11.46,1.07,112.5,110.63,105.41,101.05
T2,3.424,109.84,1.02,10.38,1.01,100.74,102.2,93.4,101.87,113.33,0.97,9.4,1.05,113.24,96.2,95.55,115.35
T4,3.626,101.64,1.09,11.36,1.11,101.15,99.92,111.61,101.03,113.44,1.02,10.3,1.0,111.64,94.75,110.35,105.78
T4,3.743,112.7,0.97,11.22,1.12,112.58,102.05,102.33,106.26,100.38,1.08,10.82,1.11,108.18,110.98,114.25,103.32
T1,3.845,108.6,1.07,9.99,0.99,101.54,113.55,96.67,101.64,114.34,1.0,11.36,0.94,100.72,111.89,104.66,108.04
T3,3.965,106.72,1.1,10.14,1.06,98.99,106.95,110.58,112.54,115.57,0.97,9.83,0.96,100.88,116.98,115.52,100.18
T3,4.423,98.58,1.06,11.34,1.06,110.61,107.75,97.56,110.66,105.22,1.1,9.99,1.12,103.39,102.7,112.55,108.52
T2,4.899,114.96,1.07,10.68,1.0,106.26,98.76,97.29,105.73,103.46,1.03,10.44,1.07,103.3,95.72,93.3,108.68
T3,5.492,103.96,1.05,9.86,1.12,95.22,106.34,103.2,99.96,115.48,0.98,10.19,1.1,101.09,108.92,101.53,102.22
T2,6.084,103.47,0.96,9.94,1.01,116.08,107.84,102.49,102.93,107.58,1.14,10.95,1.04,107.04,107.83,95.89,107.92
T4,6.085,112.72,0.95,10.62,1.1,104.93,109.85,100.85,109.85,97.98,1.09,11.22,1.08,111.94,94.97,111.18,99.78
T1,6.333,112.88,1.08,11.56,0.96,97.28,106.57,99.49,107.72,104.09,1.04,11.31,0.94,113.41,115.51,94.65,102.74
T1,6.564,111.23,0.95,11.38,1.0,106.32,101.71,106.82,95.59,111.46,0.97,9.99,1.02,109.26,111.41,94.68,109.26
T3,7.46,112.62,1.03,10.7,1.0,104.62,112.17,100.69,101.7,99.94,0.96,10.31,1.06,95.94,107.59,105.04,110.98
T3,7.465,98.33,1.04,10.29,1.0,105.14,107.22,97.67,109.1,110.98,1.0,11.04,1.06,102.73,101.72,97.73,107.54
T3,7.647,109.76,1.02,9.91,1.02,97.72,105.37,112.33,101.25,115.25,1.04,10.75,1.1,101.88,102.67,112.79,96.13
T3,7.941,110.6,1.05,10.98,0.99,100.23,115.41,101.14,113.62,108.6,1.01,10.32,0.95,99.84,106.44,111.36,102.93
T4,8.168,111.18,1.02,10.72,1.02,108.66,102.07,103.05,109.67,112.19,1.09,10.94,1.11,101.45,110.19,111.04,102.64
T3,8.196,100.78,1.02,11.21,0.99,108.51,101.14,105.27,96.46,115.69,0.96,11.4,1.07,96.88,112.66,99.35,107.17
T3,8.308,113.03,1.1,10.99,1.07,96.95,105.36,108.02,96.29,116.69,0.98,10.29,1.02,104.27,117.56,105.96,106.6
T2,9.19,107.4,1.0,10.43,1.07,105.44,110.52,107.03,116.44,98.94,1.1,10.96,1.0,109.5,98.9,92.33,101.38
T3,9.303,105.53,1.13,9.86,0.99,99.34,110.3,108.79,99.96,115.58,0.96,11.55,0.96,97.64,111.5,107.55,107.88
T2,9.798,114.3,1.03,9.54,0.97,113.2,102.58,105.88,108.86,112.61,1.12,10.92,0.95,101.13,104.42,106.23,104.1
T2,9.828,100.98,1.0,10.8,1.04,101.52,96.1,107.99,104.3,106.6,0.98,10.14,1.05,108.53,104.28,92.49,111.22
T3,10.347,99.29,1.06,10.4,1.13,104.77,102.86,111.6,98.42,107.88,1.04,10.89,0.96,94.71,115.92,112.19,107.76
T3,10.454,99.91,1.0,11.4,0.98,97.75,110.52,106.62,108.43,105.09,0.98,11.11,1.12,107.84,108.36,110.35,101.95
T2,10.529,104.61,1.11,9.58,0.93,108.57,110.11,101.29,103.23,107.14,1.02,10.82,1.1,108.71,97.8,103.92,114.5
T2,10.653,107.4,1.14,10.7,0.94,109.48,107.26,96.97,110.17,106.7,1.13,10.81,0.97,105.43,104.03,97.44,110.67
T3,11.135,114.22,0.98,10.54,1.13,104.52,112.42,113.1,95.71,103.4,0.97,9.83,1.11,107.59,100.65,99.45,109.84
T2,11.273,102.84,1.04,9.54,1.08,109.42,108.76,97.3,101.78,102.66,1.13,10.02,1.08,113.2,107.17,92.16,111.59
T1,11.333,113.1,1.09,10.83,1.01,104.24,109.94,104.3,110.1,106.58,1.03,9.89,1.02,107.01,100.68,98.5,99.92
T3,11.621,105.8,1.03,10.05,1.06,94.62,104.42,103.4,109.53,99.42,1.01,11.34,1.07,110.18,103.44,103.67,102.75
T1,11.844,97.45,1.02,9.98,1.06,97.78,112.44,93.57,97.93,111.76,1.03,11.06,0.94,112.06,112.52,97.22,109.5
T2,11.895,108.4,1.02,9.49,1.09,117.31,105.32,99.88,100.07,111.55,1.08,9.76,1.06,107.99,96.78,104.47,115.77
T4,11.898,101.7,1.04,11.86,1.09,105.23,96.68,113.95,107.9,101.42,1.06,11.79,1.11,113.64,108.97,99.68,107.22
T2,12.148,102.68,1.1,9.63,1.07,112.11,109.76,94.96,106.96,108.4,1.1,10.61,1.07,117.85,108.78,108.81,115.45
