task_type,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,est_m8,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1,ext_m8-1
T4,0.094,106.96,1.0,11.6,1.08,99.52,102.38,103.93,97.03,110.96,1.03,10.55,0.95,98.16,99.2,108.25,106.15
T4,0.176,111.32,1.09,11.64,0.97,104.89,109.57,114.7,104.1,105.02,0.96,11.19,1.0,97.83,101.52,108.79,97.03
T1,0.393,107.13,1.01,10.15,1.02,103.46,114.19,104.42,105.64,99.8,0.96,10.95,0.96,109.01,111.17,107.97,109.87
T3,0.552,116.16,1.02,11.44,0.96,106.84,113.62,112.33,105.66,111.06,1.02,10.26,0.96,98.92,110.63,107.07,96.22
T2,1.365,112.02,0.96,10.9,0.98,111.62,108.09,95.04,100.61,102.61,1.1,9.88,1.0,99.54,104.05,94.99,115.94
T3,1.552,108.57,1.05,11.26,1.02,100.14,111.41,112.27,99.48,113.22,1.01,10.4,1.08,98.38,102.97,104.25,102.22
T1,1.652,105.83,1.0,10.34,0.94,98.24,106.03,106.55,96.99,99.45,1.1,10.35,1.07,110.77,107.28,109.65,100.8
T1,1.846,97.22,0.99,10.41,1.0,107.43,109.6,97.65,94.93,105.22,0.96,11.46,1.02,110.4,116.27,99.79,101.84
T4,1.881,112.11,1.05,10.24,1.09,96.08,103.96,105.8,96.78,103.81,0.99,10.28,1.06,110.52,95.52,106.99,111.8
T1,1.948,107.56,0.96,11.18,0.94,105.45,103.5,106.98,96.09,104.51,1.1,10.64,0.94,108.19,113.66,104.7,108.66
T3,2.092,107.61,0.96,10.27,0.99,98.48,100.43,109.47,103.07,101.36,1.12,9.94,0.97,103.73,118.07,114.82,100.92
T4,2.367,111.92,1.0,10.75,1.01,104.73,96.05,109.65,95.54,111.14,0.93,10.9,0.94,104.23,101.36,115.56,99.19
T1,2.395,106.05,0.97,10.34,0.96,107.46,112.35,109.49,96.76,108.4,1.04,10.18,1.06,100.44,114.35,108.07,106.42
T2,2.553,112.36,1.14,10.99,1.02,109.43,104.47,96.59,110.5,112.76,1.13,10.84,1.09,109.37,105.69,106.2,115.76
T3,2.607,115.38,1.01,10.4,1.13,107.44,116.11,99.58,112.63,109.48,1.02,11.34,1.0,111.21,108.29,97.97,97.9
T4,2.652,101.17,1.09,10.99,0.98,100.25,103.7,100.77,108.51,103.87,0.96,11.03,0.95,95.72,108.99,116.39,99.37
T4,2.81,108.22,1.08,10.63,1.03,107.58,97.33,110.24,98.31,114.26,0.97,10.74,1.12,101.27,95.62,113.76,104.45
T1,2.938,100.58,1.03,10.25,1.02,110.63,106.14,95.72,110.72,112.72,0.95,10.74,1.07,98.34,106.81,104.3,95.59
T3,3.029,99.17,1.08,9.86,1.01,95.97,106.54,97.76,111.54,112.23,1.1,10.37,0.99,109.39,111.12,110.89,105.01
T2,3.089,100.64,1.14,10.81,1.05,103.08,97.96,93.05,116.5,103.89,1.14,10.16,1.01,116.44,111.87,92.83,114.84
T3,3.304,113.9,1.08,11.17,1.02,100.13,117.13,102.16,98.22,114.64,1.11,9.81,1.0,109.9,100.94,115.4,98.51
T1,3.308,105.84,1.06,11.6,1.04,106.07,116.89,104.8,101.23,110.45,0.96,11.57,0.93,96.02,114.04,101.03,107.74
T1,3.418,97.13,1.05,9.88,1.04,112.89,114.32,102.09,110.1,114.05,1.08,10.91,0.93,103.05,118.76,108.15,109.22
T4,3.557,109.98,1.05,10.75,1.08,98.16,110.25,116.49,107.22,104.08,0.93,10.12,1.06,105.02,107.11,99.12,96.9
T2,3.591,97.5,1.08,10.52,1.0,109.13,107.02,96.01,108.84,108.94,1.12,9.69,1.06,111.61,98.42,94.64,114.71
T1,3.595,114.84,1.08,10.46,0.97,105.79,115.85,109.41,98.1,112.27,1.03,10.74,1.04,104.09,107.62,102.29,109.11
T2,3.616,102.29,1.1,10.1,0.94,112.67,109.41,102.25,106.8,107.11,1.08,9.67,1.01,107.75,109.67,97.64,105.82
T2,3.77,108.17,0.98,10.77,1.08,103.74,97.04,105.28,104.41,107.16,1.11,9.5,0.94,108.42,100.39,108.26,105.65
T1,3.863,111.98,1.06,10.47,1.06,107.48,107.99,99.7,105.58,100.33,1.11,11.23,1.01,111.04,102.28,97.6,98.1
T2,3.888,103.55,1.13,10.09,1.08,105.43,104.48,101.09,107.15,111.62,0.99,9.63,1.08,103.97,106.9,108.73,109.4
T3,4.009,110.03,0.98,11.55,1.11,111.6,113.46,98.6,100.84,116.78,1.06,9.84,1.04,104.25,109.08,105.72,107.48
T1,4.015,104.96,1.03,10.11,1.05,104.77,100.46,110.08,103.33,98.29,1.04,11.58,0.93,107.95,112.31,94.45,101.72
T3,4.126,104.29,1.06,10.15,1.11,111.35,115.38,102.71,108.21,115.99,0.96,10.46,0.96,95.6,108.72,98.8,96.85
T3,4.208,102.48,1.06,10.51,1.03,94.19,101.56,103.79,96.13,110.88,1.11,10.57,1.0,100.94,101.94,111.76,110.02
T2,4.225,106.08,1.04,10.52,1.09,104.23,94.93,100.56,111.8,108.9,1.02,10.69,1.01,115.17,95.32,100.81,105.46
T4,4.563,109.14,0.97,10.26,1.07,103.17,110.43,100.0,102.63,100.17,1.05,11.66,0.98,108.47,103.88,114.26,108.11
T2,4.824,113.45,1.03,9.78,1.11,117.29,106.73,92.99,115.71,102.14,1.07,11.04,0.99,104.65,103.23,93.29,116.44
T2,4.87,99.96,1.1,9.67,1.04,103.3,95.05,100.95,112.08,97.46,1.04,10.9,0.93,100.98,105.74,108.86,106.94
T2,5.066,102.26,1.12,9.94,1.0,116.43,106.26,98.37,100.08,105.3,1.12,10.84,0.95,100.73,98.64,94.64,115.69
