task_type,arrival_time
T3,0.55
T4,1.423
T2,3.025
T3,3.185
T4,3.414
T3,4.717
T2,4.966
T4,5.22
T3,5.704
T3,5.959
T3,5.97
T1,6.228
T4,6.301
T2,6.498
T4,6.564
T4,7.56
T4,7.752
T3,8.36
T2,8.418
T3,8.502
T3,8.935
T3,10.094
T4,10.227
T1,10.552
T3,10.587
T3,10.825
T4,10.837
T1,11.203
T3,12.207
T3,12.438
T3,12.539
T4,13.148
T2,13.326
T4,13.644
T4,13.645
T1,13.825
T2,14.139
T1,15.641
T1,16.144
T1,17.144
T4,18.073
T3,18.691
T3,19.145
T2,19.252
T3,19.902
T4,20.199
T2,20.236
T3,20.522
T1,20.717
T1,20.886
T3,21.465
T3,21.526
T1,21.91
T2,22.075
T3,22.39
T3,23.343
T2,23.662
T1,24.271
T3,27.859
T1,28.063
T1,28.806
T1,29.262
T4,29.634
T1,30.023
T1,31.126
T4,31.194
T4,31.601
T4,32.748
T1,34.124
T1,34.332
T3,34.922
T4,35.479
T4,35.938
T3,36.034
T1,37.061
T1,37.295
T2,39.245
T1,39.708
T4,39.802
T3,40.247
T2,40.439
T4,40.646
T3,41.063
T4,41.235
T2,41.546
T4,42.255
T1,42.258
T2,42.911
T1,43.046
T3,44.005
T2,44.342
T4,45.061
T2,45.227
T4,45.422
T1,45.645
T4,45.942
T3,46.552
T2,47.095
T3,47.78
T1,48.455
T4,48.868
T4,49.067
T3,50.352
T3,51.0
T2,51.708
T3,51.896
T4,51.904
T1,52.666
T4,52.969
T1,53.005
T3,53.123
T1,53.567
T2,53.694
T2,54.651
T3,55.922
T3,56.79
T1,56.811
T1,57.487
T4,57.571
T3,58.543
T3,59.513
T1,60.021
T2,60.193
T1,60.282
T2,60.303
T2,60.68
T3,61.613
T4,62.295
T3,63.201
T3,63.47
T3,63.569
T2,64.888
T4,66.594
T3,67.112
T1,67.362
T2,67.532
T4,67.895
T4,68.554
T1,68.717
T4,68.75
T1,68.801
T2,68.891
T3,69.271
T1,69.517
T3,69.518
T1,69.545
T1,70.792
T1,70.897
T4,71.279
T4,71.437
T3,71.627
T2,71.82
T2,72.06
T2,72.192
T1,72.883
T3,72.967
T3,73.244
T1,73.544
T4,73.881
T3,74.34
T4,75.451
T2,76.518
T2,76.712
T2,76.73
T2,77.595
T4,77.882
T3,78.892
T3,79.081
T2,80.321
T4,80.831
T3,81.546
T1,81.826
T4,82.12
T2,82.347
T4,82.77
T2,82.992
T3,83.021
T4,83.17
T1,84.004
T3,84.016
T1,85.197
T3,85.328
T3,85.925
T4,86.498
T4,86.629
T3,87.024
T4,87.166
T4,88.907
T1,88.953
T1,89.288
T4,89.607
T3,89.803
T1,90.398
T1,90.648
T4,90.78
T4,91.997
T2,92.36
T2,93.375
T2,95.086
T1,95.555
T2,96.303
T4,97.047
T4,97.185
T3,97.199
T1,97.288
T2,97.655
T2,97.735
T1,98.077
T4,98.086
T4,98.595
T1,98.61
T4,98.896
T4,100.406
T1,102.07
T1,102.272
T3,102.728
T2,103.419
T1,103.683
T1,103.736
T2,103.932
T2,104.416
T1,104.721
T4,105.107
T4,105.711
T3,105.894
T4,106.611
T4,107.273
T3,107.702
T3,108.104
T4,108.381
T3,108.697
T1,109.006
T2,109.056
T3,109.063
T4,109.488
T4,110.06
T3,110.278
T3,110.537
T4,110.626
T1,110.873
T4,111.977
T1,112.217
T2,112.701
T3,113.507
T2,113.806
T4,114.699
T1,114.791
T3,115.718
T1,115.89
T3,116.842
T2,116.849
T4,116.958
T2,116.96
T2,117.008
T2,117.434
T3,117.493
T4,117.601
T4,117.658
T4,117.749
T1,118.813
T1,121.297
T2,121.628
T1,122.031
T4,122.205
T1,122.379
T1,122.407
T1,122.577
T1,122.925
T1,123.498
T2,123.654
T3,124.5
T1,124.906
T3,128.171
T2,128.945
T1,129.109
T4,129.336
T4,130.812
T3,131.344
T1,131.392
T2,132.111
T2,132.358
T2,133.387
T2,133.914
T1,134.011
T4,135.596
T1,135.691
T2,136.341
T1,136.562
T3,137.002
T3,137.591
T1,137.606
T4,138.47
T3,139.401
T4,139.596
T3,139.609
T1,139.653
T1,140.084
T2,140.453
T4,140.757
T3,141.01
T2,141.701
T3,142.081
T2,142.42
T3,143.031
T1,145.139
T1,145.676
T4,145.746
T1,145.865
T2,146.184
T2,146.279
T2,147.091
T4,147.099
T1,147.285
T3,148.363
T2,148.582
T1,148.603
T1,148.965
T2,149.27
T3,150.846
T4,151.066
T4,151.173
T3,152.037
T2,152.194
T3,153.172
T4,153.385
T1,153.939
T3,154.391
T2,156.14
T4,156.389
T1,156.547
T3,156.981
T1,157.686
T1,158.771
T4,159.086
T2,159.283
T1,160.241
T2,160.782
T2,161.408
T3,162.539
T4,162.608
T4,163.27
T2,163.315
T4,163.625
T1,163.812
T1,163.927
T2,164.025
T1,164.634
T2,164.77
T4,165.096
T1,165.129
T1,168.247
T2,168.867
T2,169.351
T4,170.502
T1,170.611
T3,170.758
T2,170.987
T1,171.146
T1,171.246
T2,172.178
T2,172.558
T3,173.404
T4,173.523
T1,173.739
T2,175.021
T1,175.56
T4,175.713
T3,176.459
T2,176.911
T1,177.671
T3,178.877
T4,179.475
T1,179.975
T1,181.106
T4,181.415
T2,182.448
T3,182.752
T2,183.309
T1,183.349
T4,184.341
T4,185.3
T4,185.336
T1,186.239
T2,186.342
T1,186.493
T1,187.07
T2,187.659
T1,189.126
T4,189.588
T3,189.958
T3,190.124
T3,191.924
T1,192.137
T1,195.258
T2,196.561
T2,196.986
T4,197.35
T4,197.828
T3,198.096
T3,198.275
T4,199.162
T1,199.79
T1,200.211
T3,200.462
T4,200.906
T3,201.063
T2,201.204
T4,201.536
T4,202.561
T4,204.298
T2,204.535
T3,204.956
T3,206.291
T3,208.529
T1,208.739
T4,209.549
T1,210.668
T2,211.062
T3,211.994
T4,212.327
T4,212.828
T3,212.853
T2,213.527
T1,213.73
T2,214.094
T3,215.11
T4,215.805
T1,216.059
T4,216.641
T1,216.957
T2,218.322
T1,218.917
T3,219.179
T1,219.947
T1,220.031
T2,220.146
T2,220.288
T4,221.001
T1,221.244
T2,221.45
T3,221.495
T1,221.78
T2,221.927
T3,222.219
T1,222.601
T3,224.452
T3,225.884
T1,226.981
T1,227.421
T2,227.766
T4,228.968
T3,229.951
T4,230.562
T3,231.563
T3,231.853
T2,232.202
T2,232.32
T4,234.508
T3,234.762
T2,234.823
T2,234.993
T4,235.256
T4,237.563
T4,237.707
T3,239.274
T2,239.315
T3,239.376
T3,239.454
T4,239.66
T3,241.019
T4,241.778
T4,242.405
T4,242.515
T3,243.268
T2,244.513
T4,244.522
T4,244.666
T2,245.217
T2,245.228
T3,245.576
T3,245.782
T3,246.066
T2,246.17
T2,246.615
T2,252.041
T2,252.517
T3,252.846
T2,253.045
T2,255.082
T2,258.78
T2,261.587
T2,262.036
T2,265.047
T2,268.464
T2,269.873
T2,271.995
T2,277.532
T2,278.808
T2,280.728
T2,282.376
