task_type,m1_1,m2_1,m3_1,m4_1
T2,0.883,2.388,6.54,7.049
T2,1.008,2.237,6.922,7.559
T2,0.989,2.557,7.017,6.591
T1,0.751,1.757,5.873,5.85
T2,0.924,2.395,7.318,7.443
T4,1.451,3.162,10.081,10.845
T3,1.06,3.087,7.878,8.466
T4,1.279,3.189,9.718,10.82
T2,0.875,2.403,6.937,6.659
T2,0.932,2.483,7.265,6.993
T3,1.117,2.956,8.372,9.104
T2,0.9,2.41,7.49,6.782
T1,0.725,1.763,5.307,5.613
T1,0.758,1.94,5.637,5.555
T1,0.787,1.919,5.693,6.021
T4,1.275,3.373,10.424,9.336
T4,1.299,3.541,9.168,10.084
T2,0.966,2.324,6.918,7.605
T4,1.268,3.295,10.671,10.18
T2,0.934,2.246,6.506,7.358
T3,1.165,2.646,8.271,7.909
T3,1.053,2.694,9.038,8.945
T4,1.374,3.647,10.63,9.671
T1,0.79,1.978,5.136,5.446
T3,1.171,2.848,8.032,8.227
T1,0.762,1.829,5.968,5.359
T4,1.462,3.182,10.314,9.53
T3,1.194,2.72,8.895,7.895
T3,1.124,2.733,8.966,8.442
T1,0.801,1.874,5.711,5.125
T2,0.925,2.349,7.477,6.563
T3,1.212,3.065,8.954,8.656
T3,1.071,3.041,8.826,8.076
T2,0.987,2.541,6.56,7.067
T1,0.794,1.728,5.301,5.131
T1,0.746,1.804,5.356,5.745
T3,1.216,2.635,8.312,8.53
T2,0.999,2.293,6.805,6.72
T4,1.371,3.35,9.923,9.927
T4,1.35,3.678,9.631,9.723
T2,0.881,2.403,7.002,7.523
T3,1.19,3.064,7.764,9.099
T4,1.349,3.188,10.651,10.391
T4,1.344,3.517,10.042,10.05
T2,0.981,2.504,7.131,7.358
T4,1.314,3.161,9.433,10.205
T3,1.093,2.935,8.079,8.549
T2,0.906,2.201,6.703,6.979
T3,1.223,2.732,8.339,8.437
T2,1.029,2.533,7.46,7.251
T1,0.769,1.832,5.442,5.198
T4,1.274,3.183,9.668,10.117
T3,1.214,2.96,8.822,8.317
T1,0.767,1.953,5.109,5.096
T2,0.938,2.385,7.6,6.539
T3,1.07,2.965,9.22,7.923
T3,1.201,2.882,9.219,9.091
T4,1.26,3.232,10.622,10.705
T3,1.209,2.776,7.848,8.228
T4,1.424,3.586,10.653,10.699
