task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
1,0.023,2.063,1.423,3.711,0.738,1.94,1.618,4.774,0.825
2,0.248,2.625,1.943,4.433,0.955,2.26,1.776,5.121,0.967
2,0.483,2.003,1.918,4.983,0.837,2.466,1.671,4.588,0.994
1,1.058,2.279,1.52,3.627,0.761,2.205,1.61,4.915,0.768
1,1.148,2.476,1.671,4.782,0.659,2.24,1.862,4.87,0.763
1,1.491,2.108,1.946,5.0,0.69,2.618,1.872,4.395,0.662
1,2.109,2.369,1.813,3.865,0.737,2.23,1.551,5.009,0.702
1,2.479,2.083,1.761,4.108,0.652,2.574,1.746,3.78,0.759
1,2.61,2.4,1.984,4.236,0.658,2.327,1.541,4.724,0.64
1,2.614,2.363,1.963,3.839,0.653,2.143,1.554,3.777,0.688
1,2.759,2.483,1.952,3.724,0.822,2.044,1.984,4.763,0.684
2,3.212,2.294,2.068,4.455,0.997,2.104,2.017,3.738,0.959
2,3.345,2.268,2.144,4.674,0.758,2.503,1.598,5.043,0.766
2,3.373,2.589,1.821,4.798,0.984,1.912,1.632,3.926,0.804
1,3.544,1.853,1.415,4.87,0.75,2.41,1.943,3.618,0.7
1,4.095,1.912,1.673,4.361,0.623,2.597,1.891,3.941,0.661
1,4.128,2.124,1.848,4.148,0.776,2.51,1.559,3.729,0.749
1,4.351,2.485,1.815,4.271,0.696,2.6,1.603,4.988,0.659
1,4.442,2.426,1.735,4.789,0.776,2.308,1.532,4.085,0.663
2,4.684,2.447,1.994,4.887,0.858,2.172,1.967,5.057,0.98
2,5.062,2.011,1.543,4.313,0.812,2.592,1.743,4.311,0.758
1,5.188,2.179,1.71,4.705,0.801,2.484,1.65,5.072,0.707
1,5.475,2.143,1.942,3.646,0.862,2.359,1.535,3.688,0.659
1,5.654,2.198,1.821,4.361,0.788,1.925,1.441,4.331,0.637
1,5.8,2.215,1.582,4.789,0.724,2.359,1.501,3.773,0.809
2,6.406,2.34,2.002,4.743,0.803,2.056,1.67,4.324,0.971
2,6.542,2.298,1.547,5.056,0.785,2.537,1.527,4.572,0.952
1,6.764,2.2,1.668,4.982,0.611,2.318,1.859,4.593,0.796
1,6.88,1.956,1.978,3.76,0.788,2.4,1.519,4.07,0.661
