task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1
1,0.489,2.143,1.846,3.792,0.835,1.965,1.873,4.988,0.73
1,0.995,1.905,1.496,4.313,0.779,2.125,1.873,3.847,0.817
1,1.25,2.361,1.48,5.077,0.656,2.072,1.817,4.132,0.78
1,1.274,2.434,1.494,4.791,0.694,2.108,1.977,4.331,0.646
2,1.286,2.074,2.098,3.958,0.821,2.03,1.88,4.663,0.794
2,1.681,2.422,1.622,3.783,0.999,2.348,2.007,4.965,0.805
2,2.617,2.044,1.719,4.533,0.809,2.264,1.532,5.074,0.983
1,2.65,2.509,1.648,4.411,0.796,2.334,1.836,4.401,0.854
1,2.762,2.12,1.679,4.852,0.672,1.983,1.842,3.837,0.754
1,2.889,2.419,1.755,4.079,0.646,2.602,1.408,4.725,0.758
1,3.122,2.363,1.59,3.653,0.657,2.078,1.662,5.032,0.678
2,3.308,2.547,1.956,4.685,0.776,2.436,1.548,5.095,0.803
1,3.735,1.949,1.628,3.854,0.66,2.003,1.892,4.355,0.841
1,4.083,2.207,1.79,3.632,0.631,1.852,1.41,5.032,0.678
1,4.377,1.982,1.867,4.395,0.672,2.206,1.853,3.8,0.855
2,4.408,2.209,1.62,3.683,0.96,2.502,2.047,4.107,1.016
1,5.019,1.997,1.549,4.169,0.857,2.279,1.715,4.297,0.61
1,5.178,2.011,1.9,4.233,0.723,2.525,1.516,4.339,0.72
2,5.207,1.912,1.684,4.162,0.933,2.229,1.598,4.809,0.743
1,5.513,2.483,1.566,4.429,0.659,2.358,1.605,4.395,0.811
1,5.746,2.063,1.905,3.775,0.664,2.017,1.521,3.874,0.63
1,6.311,1.98,1.684,3.698,0.64,2.041,1.885,4.909,0.843
1,7.4,2.497,1.596,4.76,0.742,2.531,1.886,4.355,0.653
1,7.805,2.055,1.899,4.969,0.647,2.331,1.934,4.733,0.86
2,7.909,2.46,1.845,3.756,0.945,2.04,1.824,4.833,0.75
2,8.776,2.202,1.565,4.37,0.955,2.238,1.928,4.841,0.9
2,8.883,2.062,1.788,5.096,0.964,2.172,2.138,4.933,0.998
1,8.887,2.14,1.423,4.348,0.687,2.447,1.851,4.45,0.692
2,8.915,2.215,2.122,3.955,0.909,2.164,1.757,3.667,0.727
1,8.995,1.972,1.676,4.491,0.833,2.497,1.478,4.96,0.619
1,9.306,2.052,1.842,3.896,0.753,2.588,1.445,4.746,0.837
1,9.539,2.312,1.765,4.353,0.719,2.526,1.583,4.978,0.642
2,10.041,2.484,1.99,3.964,0.852,1.897,1.919,4.307,0.916
2,11.475,2.211,1.791,4.112,0.88,2.629,1.989,3.997,0.88
2,11.689,2.215,1.963,4.661,0.753,2.187,2.104,5.002,0.861
1,12.623,1.874,1.838,5.077,0.821,2.493,1.498,4.075,0.703
