task_type_id,arrival_time,est_m1,est_m2,est_m3,est_m4,est_m5,est_m6,est_m7,ext_m1-1,ext_m2-1,ext_m3-1,ext_m4-1,ext_m5-1,ext_m6-1,ext_m7-1
3,0.097,9.948,100.757,111.626,1.105,102.14,1.19,98.822,10.633,101.352,103.259,1.049,94.763,1.008,108.637
2,0.284,0.953,10.681,106.921,98.332,108.749,103.917,1.017,1.039,9.607,108.869,107.52,109.249,112.343,0.961
4,0.307,107.465,112.712,1.049,11.311,9.669,97.246,102.312,108.143,114.463,0.975,10.329,11.273,97.201,110.789
1,0.415,0.987,105.696,10.351,101.551,10.394,97.929,1.169,1.063,100.133,9.364,105.797,9.942,107.475,1.046
2,0.501,0.921,10.919,112.054,102.661,108.683,96.589,1.031,0.991,10.52,107.004,106.736,97.409,98.046,1.09
2,0.624,1.008,9.614,97.421,100.403,95.228,96.404,1.041,1.079,11.181,101.069,107.347,105.446,111.943,1.0
3,0.706,10.773,100.195,112.011,0.962,98.076,1.079,102.302,10.605,102.06,117.894,0.989,94.69,1.147,113.888
1,0.855,1.052,100.856,9.446,115.901,10.157,112.208,1.108,1.114,106.951,9.342,115.066,9.937,111.627,1.145
2,0.869,1.061,10.016,109.152,107.658,110.324,102.279,1.026,1.015,10.858,108.548,96.549,112.136,97.327,0.947
3,0.911,9.602,111.268,104.523,1.044,99.144,1.174,102.95,9.82,107.976,115.92,0.973,93.524,1.09,100.913
2,1.121,0.971,11.14,95.053,105.673,100.149,110.582,1.032,0.936,10.525,99.94,112.545,111.289,105.324,1.121
1,1.3,1.022,101.638,10.28,112.465,10.204,107.477,1.095,1.069,102.325,10.991,110.502,10.122,113.037,1.109
3,1.419,10.836,104.408,102.39,1.097,100.395,1.18,100.215,9.421,106.711,101.454,1.026,102.585,1.187,103.406
2,1.482,1.051,11.229,101.67,104.397,102.035,99.749,0.998,1.014,10.388,110.544,111.056,99.323,102.96,1.089
3,1.602,10.637,114.32,101.77,1.005,93.665,1.118,114.71,10.528,113.783,109.024,1.112,102.615,1.17,113.993
2,1.911,1.057,11.111,95.892,99.634,101.813,96.589,0.98,0.959,9.923,108.908,110.626,97.595,102.457,0.994
3,2.049,10.072,108.268,113.728,0.971,101.692,1.147,115.369,10.849,103.221,110.741,1.036,95.435,1.113,115.22
4,2.304,112.905,105.184,1.068,11.4,9.632,101.475,107.035,113.746,105.815,1.095,11.439,10.248,98.938,114.058
2,2.456,0.934,10.21,108.787,102.864,111.747,111.64,1.003,0.949,10.306,96.864,108.856,97.619,99.05,1.007
1,2.805,1.12,104.783,10.27,114.735,11.046,102.953,1.156,1.069,109.251,10.709,108.497,10.857,100.443,1.174
3,2.823,10.457,105.879,107.222,1.029,101.559,1.137,100.877,10.319,108.964,108.941,1.126,96.675,1.097,103.751
3,2.959,10.082,99.39,115.222,1.005,98.844,1.157,108.927,10.578,109.213,104.42,1.052,92.441,1.126,109.804
3,2.971,10.426,108.204,100.351,1.009,108.677,1.162,99.839,10.143,103.794,115.491,1.12,98.093,1.158,110.699
2,2.982,0.992,10.689,107.966,105.207,110.352,96.421,1.067,0.983,10.185,98.396,110.596,107.662,107.167,1.057
4,3.141,111.214,108.464,1.052,10.592,10.163,109.176,101.024,100.849,104.463,0.984,11.06,9.819,100.285,109.942
2,3.16,1.07,9.893,102.705,100.398,94.918,98.655,0.978,0.962,10.307,111.122,102.067,103.267,106.569,0.977
1,3.185,1.116,102.093,10.709,108.022,11.188,105.112,1.131,1.115,100.887,10.243,110.573,10.698,105.852,1.0
2,3.214,1.076,11.003,96.814,102.435,98.028,102.279,0.977,0.93,10.539,101.471,106.303,101.13,105.644,1.113
2,3.325,1.066,11.11,94.89,99.366,99.605,107.314,0.982,1.066,9.656,95.176,111.479,103.267,101.281,1.078
3,3.588,10.392,101.188,114.882,0.963,102.871,1.069,113.194,9.982,107.049,104.367,1.12,94.691,1.156,115.47
3,3.626,10.107,106.974,118.31,1.049,103.71,1.06,108.602,10.699,100.43,115.962,1.079,95.644,1.14,109.568
2,3.671,1.086,9.704,108.197,105.053,100.175,102.912,1.04,1.063,10.354,100.499,104.378,111.338,110.884,1.053
4,4.825,102.411,104.856,1.032,10.063,10.589,96.662,103.284,102.699,108.356,1.01,11.257,9.638,99.509,100.584
3,5.137,11.169,108.49,107.924,1.134,100.356,1.175,109.225,10.025,100.774,114.737,1.125,101.159,1.172,101.182
1,5.279,1.074,108.304,10.857,106.605,9.744,108.24,0.992,1.162,107.08,10.565,103.658,10.95,102.842,1.095
4,5.473,101.044,113.132,1.039,11.341,10.163,93.472,106.344,100.121,103.161,1.081,10.178,9.661,108.529,104.666
2,5.483,1.023,10.83,98.66,108.981,111.107,103.642,1.005,1.063,10.873,110.085,106.263,100.581,98.007,1.0
4,5.657,102.069,106.157,1.024,11.31,11.032,104.577,106.247,107.465,111.84,1.044,9.647,9.503,95.675,106.507
1,5.749,1.1,113.944,9.667,111.872,11.132,102.288,1.038,1.149,115.771,9.368,105.369,10.055,114.13,1.039
4,5.77,98.968,116.742,1.122,10.829,10.935,99.112,115.789,110.9,111.07,1.118,10.377,11.005,95.424,109.215
1,6.017,1.081,102.2,10.714,111.644,10.145,110.559,1.129,1.017,109.278,10.559,102.908,9.532,106.15,1.131
1,6.056,1.157,110.697,11.036,100.127,10.851,110.796,1.069,0.991,110.768,10.315,118.815,10.996,100.546,1.149
4,6.258,114.761,109.517,1.076,10.829,10.077,97.622,99.395,115.291,113.581,1.008,11.311,10.42,100.991,101.408
3,6.539,10.637,113.137,113.748,1.018,102.536,1.027,102.697,10.449,106.246,102.294,1.12,107.623,1.09,110.137
4,6.778,101.176,108.049,1.084,10.689,9.609,92.974,114.829,102.228,106.552,1.053,11.27,10.081,92.044,108.944
4,6.898,102.853,105.005,1.126,11.168,9.862,98.198,102.818,109.714,99.381,1.024,9.882,11.271,95.558,107.063
1,7.034,1.015,116.017,11.02,118.62,9.699,102.388,1.118,1.12,103.353,11.048,113.256,9.717,103.05,1.05
3,7.066,9.439,98.013,101.527,0.966,101.835,1.081,114.135,9.847,96.675,106.854,1.008,101.823,1.185,102.969
2,7.277,0.983,9.996,96.594,104.394,103.102,103.789,1.115,0.996,10.994,103.816,98.332,101.676,111.786,1.089
3,7.333,9.979,109.584,106.767,1.044,104.031,1.156,109.894,9.594,101.073,105.164,1.116,104.102,1.134,109.294
3,7.468,10.28,109.249,105.851,1.026,102.121,1.174,106.311,9.539,98.152,102.131,1.041,95.083,1.179,103.652
3,7.867,10.329,109.111,113.578,1.06,103.624,1.157,114.997,10.958,113.804,117.333,0.989,96.891,1.094,113.776
4,7.913,100.43,104.875,0.986,10.292,9.662,102.077,104.836,114.562,109.676,1.078,10.978,10.389,102.383,98.72
4,8.314,109.657,103.602,1.087,10.761,9.639,97.172,101.387,99.569,116.819,1.095,11.088,10.531,98.594,102.909
2,8.531,0.939,9.756,96.597,103.7,98.961,110.884,1.109,1.082,9.576,102.373,106.077,104.412,106.514,0.973
4,8.561,116.218,110.712,1.018,11.103,10.358,107.069,98.863,107.018,115.396,0.982,11.313,10.793,96.367,106.69
4,8.643,110.042,111.515,1.095,11.393,9.634,107.396,101.071,105.91,101.13,1.121,10.261,10.241,93.085,114.273
4,8.871,105.286,102.37,1.006,10.839,9.496,94.06,110.637,102.416,114.651,1.118,10.244,10.055,97.054,108.412
3,9.109,10.821,101.617,103.123,1.058,104.13,1.134,102.362,9.805,113.923,102.94,1.121,96.31,1.124,116.549
2,9.609,0.992,11.384,103.945,109.825,103.993,99.862,1.013,0.952,10.305,99.85,101.446,107.86,102.093,1.109
2,9.681,0.973,10.944,108.962,107.348,97.119,113.616,1.092,1.041,11.152,103.687,106.101,106.417,96.721,0.948
1,10.585,1.071,101.231,10.313,111.167,10.426,107.499,0.996,1.033,109.251,9.486,100.064,10.809,106.36,1.129
