task_type,arrival_time
T1,0.027
T3,0.142
T1,0.268
T2,0.285
T2,0.374
T1,0.57
T2,0.672
T4,0.885
T3,1.124
T4,1.631
T1,1.807
T4,1.836
T3,1.979
T1,2.739
T3,3.103
T1,3.304
T2,3.577
T4,4.124
T3,4.292
T2,4.974
T3,5.119
T1,5.335
T3,5.483
T3,5.666
T1,5.845
T3,6.022
T2,6.289
T4,6.373
T3,6.554
T4,6.567
T3,6.923
T4,7.135
T3,7.735
T4,7.879
T3,7.894
T2,8.086
T3,8.328
T4,8.361
T3,8.877
T4,9.226
T4,9.362
T4,9.453
T1,9.538
T2,9.753
T3,9.98
T4,10.071
T2,10.092
T4,10.107
T3,10.276
T4,11.155
T3,11.222
T4,11.32
T3,11.335
T2,11.683
T3,11.833
T3,12.179
T1,12.367
T2,12.74
T2,12.851
T3,12.909
T1,13.273
T2,13.533
T4,13.542
T3,13.69
T4,14.596
T3,15.156
T4,16.004
T3,16.41
T2,16.607
T2,16.726
T3,16.873
T4,16.914
T3,16.986
T1,17.211
T1,17.869
T3,18.086
T1,18.134
T1,18.313
T4,18.627
T1,18.911
T2,19.806
T4,19.92
T3,20.284
T1,20.334
T2,20.521
T3,20.739
T3,20.984
T4,21.37
T4,22.1
T2,22.333
T4,22.389
T4,22.969
T2,23.387
T4,23.882
T1,24.235
T1,24.617
T3,24.903
T4,25.061
T2,25.121
T2,25.136
T1,25.496
T1,25.774
T4,25.855
T2,26.065
T3,26.362
T4,26.564
T4,27.698
T3,28.214
T3,28.27
T1,29.22
T4,29.236
T4,29.922
T3,29.998
T2,30.324
T3,30.656
T3,31.399
T2,31.516
T1,31.795
T1,32.558
T3,32.67
T2,32.74
T1,32.744
T1,33.04
T2,33.12
T4,33.39
T4,33.481
T1,33.779
T2,34.251
T3,34.922
T2,34.953
T2,35.096
T2,35.388
T2,35.442
T4,35.746
T4,36.255
T2,36.424
T2,36.679
T1,36.862
T2,37.356
T4,37.385
T4,37.467
T4,37.61
T1,37.892
T2,38.056
T1,38.082
T4,38.355
T2,38.481
T2,38.837
T3,38.939
T1,38.964
T1,39.051
T4,39.312
T2,39.543
T2,39.553
T4,39.906
T4,40.357
T1,41.489
T3,41.527
T3,41.763
T4,41.787
T2,41.816
T2,42.109
T3,42.354
T4,42.541
T1,42.684
T4,42.746
T4,42.942
T2,42.962
T3,43.137
T3,43.454
T2,43.691
T2,43.764
T3,44.152
T3,44.322
T3,44.438
T1,44.56
T2,44.893
T4,45.129
T1,45.141
T3,45.492
T4,45.809
T4,45.84
T1,45.943
T3,46.101
T1,46.745
T4,47.209
T4,47.241
T3,47.264
T4,47.645
T3,47.646
T2,47.843
T2,49.354
T1,49.378
T2,49.649
T1,49.866
T2,50.022
T4,50.276
T3,50.281
T3,50.493
T1,50.684
T1,50.958
T1,51.138
T1,51.192
T4,51.376
T4,51.689
T2,51.749
T4,52.218
T3,52.259
T3,52.385
T1,52.408
T2,52.899
T3,53.145
T1,53.365
T2,53.599
T3,53.671
T3,54.184
T4,54.403
T4,54.624
T4,54.634
T2,54.727
T4,55.152
T4,55.223
T2,55.333
T4,55.426
T3,55.528
T1,55.545
T3,55.747
T2,56.027
T4,57.201
T2,58.218
T2,59.051
T1,59.198
T3,59.908
T2,59.956
T2,60.198
T1,60.378
T4,60.696
T3,60.899
T1,61.047
T4,61.181
T3,61.395
T3,61.535
T4,61.798
T3,61.888
T4,62.041
T4,62.166
T4,62.416
T1,62.49
T3,62.708
T4,63.042
T4,63.202
T1,63.207
T4,63.853
T3,63.909
T3,64.19
T4,64.456
T4,64.518
T4,64.653
T3,64.855
T4,64.924
T4,64.964
T4,65.229
T2,65.466
T4,65.633
T4,65.789
T2,67.818
T4,68.126
T1,68.16
T1,68.289
T4,69.205
T2,69.739
T1,69.968
T2,70.045
T1,70.24
T2,70.292
T4,70.542
T4,70.545
T3,70.782
T3,70.97
T3,71.136
T1,71.279
T1,71.679
T1,71.684
T3,71.734
T3,73.072
T1,73.208
T3,73.281
T4,73.66
T4,73.845
T1,73.887
T1,73.914
T3,74.182
T1,74.423
T1,74.626
T3,74.655
T1,74.738
T3,74.75
T3,75.096
T2,75.151
T2,75.22
T1,75.448
T1,75.519
T3,76.218
T1,76.581
T2,76.754
T1,76.826
T1,76.902
T3,77.087
T4,77.211
T1,77.561
T1,77.79
T1,77.89
T3,78.005
T1,78.097
T1,78.191
T4,78.456
T1,78.459
T3,78.587
T1,78.77
T4,79.257
T2,79.429
T2,79.543
T2,79.682
T3,79.871
T3,80.034
T1,80.185
T2,80.216
T1,80.35
T3,80.517
T4,80.841
T1,81.086
T3,81.734
T2,81.97
T4,82.048
T1,82.052
T2,82.206
T3,82.576
T2,83.138
T1,83.241
T1,83.619
T1,83.754
T3,83.909
T3,84.522
T4,84.587
T4,84.592
T3,84.809
T4,84.973
T4,85.059
T2,85.454
T1,85.56
T3,85.741
T4,85.861
T4,86.057
T2,86.437
T3,86.72
T4,87.469
T1,88.096
T4,88.212
T1,88.349
T2,89.615
T4,89.703
T1,89.884
T1,91.252
T4,91.375
T3,91.592
T3,91.637
T2,91.866
T2,92.028
T3,92.356
T4,92.427
T3,92.511
T3,92.748
T2,92.961
T3,93.207
T3,93.317
T2,93.403
T4,93.943
T4,95.052
T2,95.272
T1,95.379
T3,95.394
T4,95.665
T4,95.67
T1,95.741
T1,95.839
T2,96.119
T4,96.582
T3,96.598
T2,96.75
T4,96.846
T1,97.197
T3,97.29
T1,97.341
T2,97.577
T2,97.932
T4,97.941
T1,98.692
T2,99.036
T4,99.476
T2,99.534
T3,99.606
T2,100.564
T1,100.945
T1,101.003
T4,101.065
T4,101.56
T2,101.578
T4,101.692
T1,101.791
T2,102.091
T1,102.356
T3,102.383
T3,102.618
T2,103.186
T3,103.585
T3,103.652
T4,103.701
T1,103.91
T3,104.013
T4,104.207
T3,104.298
T4,104.448
T2,104.856
T4,104.93
T2,105.5
T1,105.978
T2,106.858
T1,106.888
T4,106.999
T4,107.002
T2,107.028
T1,107.468
T1,107.858
T2,108.598
T3,108.657
T4,109.053
T2,109.132
T3,109.214
T4,109.358
T3,109.462
T1,109.925
T4,110.027
T2,110.272
T2,110.597
T3,110.672
T2,110.947
T1,111.069
T1,111.461
T1,111.5
T2,111.744
T1,111.905
T1,112.436
T2,112.52
T1,112.541
T1,112.63
T4,112.684
T1,112.926
T1,113.209
T1,113.35
T3,113.411
T1,113.464
T3,113.53
T2,113.59
T2,113.611
T3,113.643
T1,113.72
T3,114.42
T3,114.499
T3,114.558
T2,115.036
T2,115.381
T2,115.676
T2,116.611
T3,116.785
T3,116.87
T3,117.431
T1,117.534
T2,117.736
T2,118.661
T1,120.119
T1,120.255
T1,120.706
T1,120.757
T2,122.015
T2,122.476
T2,122.563
T1,122.94
T2,123.673
T2,124.211
T2,124.376
T1,124.395
T2,124.421
T1,124.638
T2,125.022
T2,126.466
T2,127.595
T2,127.752
T2,128.182
T2,128.216
T2,128.625
