task_type,arrival_time
T1,0.57
T1,0.606
T1,0.802
T4,1.06
T1,1.126
T4,1.182
T3,1.719
T2,1.732
T3,1.866
T2,1.87
T2,1.938
T1,2.017
T2,3.044
T2,3.383
T1,3.465
T1,3.757
T3,3.798
T2,3.827
T2,3.864
T4,4.184
T4,4.842
T1,5.187
T2,5.189
T1,5.275
T2,5.404
T2,5.431
T3,6.648
T3,6.696
T4,6.901
T1,6.929
T3,6.973
T4,7.14
T1,7.157
T4,7.182
T2,7.399
T2,7.61
T1,7.661
T4,7.688
T4,7.953
T1,7.991
T1,8.268
T3,8.458
T1,9.307
T2,9.53
T4,9.797
T1,9.866
T2,9.904
T4,10.029
T3,10.454
T2,10.485
T3,10.685
T2,10.913
T4,11.385
T3,11.494
T1,11.762
T4,11.883
T4,12.084
T1,12.453
T1,12.865
T1,13.147
T4,13.445
T4,13.517
T3,14.02
T1,14.103
T3,14.148
T1,14.216
T2,14.49
T1,14.57
T2,14.708
T2,14.915
T1,14.984
T2,14.991
T2,15.227
T3,15.32
T1,15.45
T2,15.511
T4,15.683
T3,15.835
T3,15.969
T1,16.221
T3,16.415
T1,16.452
T3,16.695
T2,16.841
T2,17.55
T1,17.668
T1,17.689
T2,18.215
T4,18.733
T3,18.794
T1,19.15
T3,19.305
T1,19.432
T2,19.507
T3,19.823
T2,20.843
T4,21.409
T1,21.535
T2,21.548
T1,21.643
T4,21.946
T4,21.975
T1,22.088
T1,22.772
T3,22.94
T3,23.028
T1,23.045
T1,23.057
T1,23.196
T1,23.837
T3,24.229
T2,24.417
T3,24.634
T3,25.001
T3,25.15
T1,25.3
T3,25.388
T1,25.521
T1,25.799
T3,25.873
T4,25.994
T2,26.113
T2,26.181
T4,26.409
T3,26.754
T1,27.172
T3,27.587
T4,27.636
T4,28.085
T2,28.087
T4,28.12
T3,28.262
T1,28.464
T2,28.492
T3,28.673
T3,28.8
T3,29.236
T1,29.447
T1,29.935
T4,30.052
T2,30.187
T3,30.272
T1,30.289
T1,30.815
T4,31.123
T1,31.276
T3,31.315
T3,31.688
T4,32.574
T2,33.045
T1,33.074
T4,33.381
T3,33.664
T2,34.609
T2,34.916
T2,35.07
T1,35.082
T1,35.383
T4,35.545
T2,35.711
T2,36.05
T1,37.134
T4,37.89
T4,37.901
T1,37.919
T2,37.925
T4,37.978
T3,38.168
T4,38.259
T4,38.402
T1,38.475
T1,38.614
T2,39.147
T1,39.271
T2,39.313
T4,39.599
T1,39.834
T1,39.909
T4,40.107
T3,40.315
T3,40.9
T3,41.17
T1,41.275
T2,41.309
T2,41.491
T3,42.236
T4,42.254
T4,42.453
T1,42.604
T3,42.698
T1,42.857
T4,43.02
T4,43.038
T1,43.906
T3,44.034
T2,44.208
T4,44.214
T2,44.266
T3,44.733
T4,44.848
T4,44.985
T1,45.599
