task_type,arrival_time
T4,0.128
T4,0.216
T4,0.419
T4,0.519
T3,0.833
T1,0.888
T2,0.965
T2,1.005
T3,1.069
T1,1.512
T1,1.58
T1,1.635
T3,1.635
T2,1.891
T3,1.969
T1,2.023
T4,2.068
T2,2.31
T4,2.673
T2,2.933
T2,3.076
T2,3.11
T2,3.218
T1,4.291
T1,4.337
T4,4.986
T4,5.063
T4,5.135
T3,5.15
T3,5.873
T3,6.44
T2,6.62
T1,6.713
T1,6.843
T1,6.915
T3,7.052
T1,7.244
T4,7.574
T4,7.66
T3,7.681
T2,7.793
T3,7.813
T4,7.882
T1,8.212
T3,8.412
T1,8.447
T2,8.499
T4,8.766
T4,9.051
T1,9.183
T3,9.585
T4,9.588
T4,9.747
T1,9.76
T1,9.806
T2,10.643
T2,10.653
T3,10.742
T1,10.95
T1,11.182
T1,12.045
T2,12.092
T1,12.117
T1,12.52
T3,12.746
T3,12.905
T3,13.388
T3,13.744
T2,14.279
T3,14.585
T1,14.636
T1,14.683
T1,15.135
T2,15.185
T1,15.322
T3,15.382
T4,15.491
T2,15.624
T1,15.883
T4,15.886
T3,16.261
T1,16.344
T2,16.417
T2,16.466
T1,16.576
T4,17.172
T1,17.359
T3,17.407
T4,17.425
T1,17.479
T2,17.822
T4,17.902
T3,18.078
T1,18.114
T1,18.374
T4,18.813
T2,18.991
T3,19.019
T4,19.122
T3,19.411
T2,19.502
T2,19.628
T3,19.98
T1,20.618
T1,20.627
T1,20.715
T1,21.134
T1,21.254
T3,21.398
T2,21.457
T4,21.859
T4,21.972
T1,22.08
T1,22.289
T4,22.488
T1,22.63
T1,22.943
T1,23.578
T3,23.755
T1,24.155
T1,24.39
T3,25.099
T1,25.211
T3,25.343
T2,25.423
T3,25.464
T1,25.867
T2,25.943
T4,26.225
T1,26.279
T3,26.37
T3,27.389
T4,27.707
T2,27.751
T2,27.854
T2,27.971
T4,28.129
T2,28.139
T3,28.469
T2,28.485
T1,28.613
T1,28.845
T3,29.059
T1,29.746
T1,30.133
T4,30.17
T2,30.708
T1,31.223
T3,31.322
T1,31.399
T3,31.971
T2,32.171
T1,32.947
T4,32.971
T2,33.142
T3,33.92
T3,33.943
T1,34.175
T2,34.234
T3,35.34
T1,35.614
T4,35.919
T1,36.086
T4,36.132
T4,36.182
T4,36.675
T2,36.818
T3,37.237
T4,37.609
T4,37.993
T3,38.295
T1,38.325
T2,38.814
T3,38.942
T1,39.292
T3,39.317
T3,39.411
T1,39.448
T2,39.573
T3,40.118
T1,40.216
T4,40.557
T3,40.642
T4,40.867
T2,41.307
T4,41.897
T3,41.911
T1,42.096
T4,42.163
T2,42.172
T1,42.512
T4,42.601
T4,42.896
T2,42.915
T1,43.581
T3,43.768
T1,43.842
T3,43.995
T1,44.039
T2,44.113
T1,44.283
T4,44.338
T3,44.532
T1,44.542
T1,44.707
T1,44.748
T4,45.046
T2,45.131
T1,45.137
T3,45.567
T4,45.865
T1,46.193
T2,47.122
T2,47.281
T3,47.532
T1,47.715
T1,47.767
T2,48.459
T1,48.706
T3,49.032
T1,49.153
T2,49.375
T1,49.484
T4,49.66
T4,49.682
T2,49.799
T3,50.056
T2,50.188
T1,50.281
T2,50.317
T2,50.455
T4,50.538
T3,50.953
T3,51.003
T3,51.55
T2,53.319
T2,53.668
T3,53.957
T1,54.037
T4,54.465
T1,54.476
T2,54.585
T1,54.767
T3,54.775
T1,55.281
T4,55.368
T4,55.6
T2,55.773
T2,55.962
T4,56.149
T1,56.271
T2,56.307
T1,56.611
T2,57.289
T4,57.362
T4,57.53
T1,57.591
T2,57.598
T1,57.671
T2,57.85
T4,58.042
T4,58.449
T2,58.666
T2,59.203
T3,59.38
T3,59.474
T2,59.509
T4,59.672
T4,59.829
T3,59.869
T4,60.368
T3,60.439
T4,60.547
T3,60.79
T2,61.307
T3,61.391
T1,61.994
T3,62.08
T3,62.442
T2,62.544
T2,62.559
T2,62.956
T3,63.078
T3,63.12
T4,63.249
T3,63.662
T2,64.019
T1,64.052
T2,64.281
T4,64.441
T2,64.743
T4,65.114
T2,65.201
T2,65.259
T1,65.32
T4,65.666
T1,66.144
T3,67.243
T1,67.405
T1,67.743
T2,68.086
T4,68.804
T1,68.964
T3,69.223
T2,69.733
T3,70.12
T4,70.812
T3,70.934
T1,71.043
T4,71.599
T3,71.638
T3,72.016
T4,72.612
T1,72.673
T4,73.0
T1,73.1
T2,73.173
T3,73.191
T2,73.201
T3,73.264
T2,73.516
T1,73.608
T1,74.385
T3,74.502
T1,74.616
T3,74.685
T4,74.74
T4,75.003
T1,75.222
T3,75.277
T2,75.417
T1,75.422
T4,75.612
T3,75.785
T4,76.66
T1,76.736
T4,76.881
T4,76.977
T1,77.215
T2,77.689
T1,77.906
T4,78.099
T2,78.97
T2,79.118
T1,79.142
T4,79.255
T4,79.745
T4,80.355
T4,80.49
T3,80.534
T1,80.55
T1,80.698
T4,81.659
T3,81.688
T3,81.781
T4,81.994
T4,82.926
T1,83.229
T4,83.283
T2,83.63
T1,83.648
T2,83.704
T1,83.839
