task_type,arrival_time
T4,0.013
T2,0.226
T2,0.288
T4,0.691
T2,1.152
T4,1.309
T1,1.442
T1,1.774
T4,2.512
T4,2.544
T4,2.968
T3,3.271
T1,3.325
T4,3.484
T4,3.734
T2,3.829
T2,5.038
T1,5.736
T3,5.789
T1,5.909
T3,6.039
T3,6.044
T1,6.587
T1,6.648
T1,6.772
T3,7.033
T2,7.195
T3,7.227
T4,7.363
T2,7.532
T3,7.58
T3,7.851
T3,8.014
T2,8.352
T1,8.458
T1,8.739
T3,8.778
T3,8.83
T4,9.188
T2,9.732
T3,9.849
T3,9.865
T2,10.163
T1,10.251
T2,10.407
T1,10.642
T1,10.813
T4,10.87
T4,11.076
T2,11.078
T2,11.157
T1,11.52
T2,12.366
T3,12.481
T2,12.579
T4,12.628
T4,12.796
T2,13.185
T3,13.281
T3,13.383
T1,13.404
T2,13.551
T1,14.316
T4,14.844
T3,14.911
T1,14.966
T2,15.002
T3,15.534
T3,15.875
T2,15.924
T4,15.983
T3,16.279
T2,16.472
T1,16.542
T2,17.044
T1,17.092
T3,17.734
T4,18.257
T2,18.705
T3,19.051
T2,19.185
T1,19.277
T4,19.349
T2,19.414
T4,19.489
T3,19.681
T4,19.893
T1,19.94
T1,20.488
T3,21.234
T2,21.689
T3,22.351
T4,22.76
T4,22.825
T1,23.167
T3,23.652
T3,23.942
T2,24.145
T3,24.401
T4,24.43
T4,24.452
T3,24.571
T2,25.463
T2,25.659
T1,25.982
T2,26.382
T2,26.44
T2,26.648
T2,26.68
T4,26.839
T3,27.29
T4,27.324
T1,27.461
T3,27.662
T3,27.856
T1,27.891
T3,28.168
T1,28.192
T2,28.45
T4,28.498
T3,28.6
T4,28.849
T4,28.876
T1,29.107
T3,29.371
T1,29.607
T3,30.181
T2,30.376
T3,31.309
T4,31.722
T4,31.791
T4,32.51
T1,32.932
T2,32.956
T2,33.041
T1,33.265
T4,33.922
T1,34.121
T3,34.214
T4,34.789
T3,35.951
T3,35.965
T3,36.258
T2,36.504
T2,36.664
T3,36.872
T1,37.044
T4,37.772
T3,38.014
T3,38.214
T2,38.273
T1,38.636
T3,39.032
T1,39.321
T2,39.332
T2,39.514
T2,39.71
T2,40.058
T4,40.208
T2,40.516
T1,40.78
T1,40.863
T1,41.187
T2,41.329
T1,41.627
T2,41.696
T3,41.845
T3,42.013
T4,42.25
T3,42.504
T2,42.6
T4,42.642
T1,42.86
T1,42.952
T1,43.595
T1,43.703
T3,44.001
T1,44.031
T3,44.505
T3,44.67
T4,44.878
T4,45.508
T3,45.511
T3,46.206
T2,46.29
T3,46.37
T1,46.457
T3,46.473
T4,46.555
T1,46.63
T3,46.841
T3,47.046
T2,47.092
T2,48.35
T4,48.59
T2,48.61
T3,48.629
T1,48.799
T3,48.829
T3,49.034
T2,49.312
T2,49.504
T4,49.757
T4,49.879
T2,50.221
T4,50.307
T3,50.372
T2,50.69
T4,51.128
T3,51.188
T2,51.341
T2,51.767
T2,51.772
T3,51.796
T2,52.029
T1,52.335
T1,52.346
T3,52.36
T4,52.726
T4,52.809
T2,53.018
T3,53.186
T2,53.473
T2,53.804
T2,53.958
T2,54.289
T3,54.384
T1,54.51
T1,54.692
T1,55.808
T2,56.39
T4,56.856
T3,56.858
T3,57.079
T2,57.08
T3,57.172
T3,57.307
T1,57.579
T4,58.136
T2,58.165
T3,58.184
T1,58.242
T3,58.296
T1,58.399
T1,58.643
T3,58.742
T2,58.872
T3,59.693
T1,60.645
T3,60.822
T3,60.842
T3,60.931
T4,61.009
T1,61.213
T4,61.369
T2,61.408
T2,61.436
T2,61.644
T1,62.1
T2,62.193
T1,62.532
T4,62.794
T1,62.918
T4,63.038
T4,63.807
T3,63.935
T1,64.036
T1,64.084
T1,64.199
T3,64.251
T1,64.279
T1,64.53
T2,64.584
T4,64.59
T3,64.755
T4,64.819
T3,64.982
T2,65.166
T1,65.362
T4,66.362
T2,66.663
T4,66.745
T2,66.964
T4,67.003
T4,67.177
T3,67.303
T1,67.329
T2,67.662
T1,68.141
T4,68.303
T4,68.43
T2,68.5
T1,68.947
T1,68.997
T1,69.181
T1,69.925
T2,70.078
T4,70.566
T2,70.638
T3,70.657
T3,70.747
T3,70.886
