task_type_id,arrival_time,est_cpu,est_gpu,ext_cpu-1,ext_gpu-1
2,0.106,3.24,0.863,6.132,1.754
1,0.44,0.964,0.674,0.935,1.231
2,0.661,2.578,0.939,2.578,1.302
1,0.832,1.073,0.864,1.03,1.187
1,1.227,2.042,1.527,1.336,0.785
1,1.286,1.058,0.92,1.26,0.621
1,1.642,1.384,0.96,1.243,1.348
2,1.962,5.734,0.974,2.472,1.093
1,2.059,1.389,1.07,1.006,0.947
2,2.312,5.094,1.194,4.507,1.21
1,3.058,1.301,1.187,1.012,0.939
1,3.814,1.289,0.641,1.967,1.394
2,4.173,3.742,3.336,6.948,2.71
2,4.198,2.553,1.694,5.386,2.945
1,4.297,1.237,0.948,1.247,0.942
2,4.405,11.548,0.66,4.161,0.965
2,4.503,7.543,0.996,6.369,0.865
2,4.571,11.941,0.622,2.544,1.504
1,4.891,1.299,0.897,1.208,1.178
1,6.067,1.237,0.911,1.03,1.114
2,6.69,11.905,1.838,13.868,1.961
1,6.959,2.158,0.958,1.961,1.234
1,7.01,1.835,0.96,0.969,0.936
2,7.147,2.063,1.103,1.967,0.9
2,7.243,3.161,0.735,4.58,2.81
2,7.783,7.403,3.58,4.033,1.425
1,8.041,1.311,1.115,2.144,0.867
2,8.111,5.653,2.912,4.07,2.292
2,8.353,8.062,1.98,12.106,1.667
1,8.484,1.006,0.874,1.333,0.928
2,9.299,7.084,0.669,4.554,0.974
2,10.125,4.081,0.667,11.529,1.124
1,10.184,2.277,0.638,1.401,0.895
1,10.675,1.93,1.282,1.288,0.676
1,10.841,1.031,1.282,2.043,0.919
1,10.929,2.261,0.607,2.176,0.614
1,11.302,1.263,0.623,0.987,1.129
1,11.434,1.328,0.666,0.964,0.905
2,11.684,6.039,1.32,2.553,2.939
2,12.229,1.48,2.766,2.064,1.663
1,13.423,1.414,0.613,1.11,1.12
1,14.106,1.102,0.928,1.757,0.985
1,14.236,1.994,0.821,1.491,0.866
2,14.739,2.684,0.941,10.061,1.213
2,14.844,7.59,1.296,10.546,2.002
2,15.321,10.22,0.981,2.587,1.562
1,15.694,2.028,0.907,1.273,1.458
1,15.726,1.497,0.91,1.2,0.903
1,15.945,1.213,0.627,1.213,0.614
1,15.947,1.328,1.244,1.239,0.592
1,16.256,1.237,0.937,1.403,1.245
2,16.275,4.161,1.26,3.845,1.667
1,16.584,1.892,1.346,1.461,0.998
2,16.63,12.185,1.688,9.839,0.759
2,17.012,11.268,1.535,12.1,1.615
1,17.033,2.179,0.836,1.442,1.217
2,17.455,4.882,2.173,9.016,0.947
1,17.539,1.232,0.848,1.422,0.611
2,17.553,11.794,3.105,6.772,1.639
1,17.583,1.489,0.934,2.067,0.739
1,17.62,1.237,0.653,1.2,0.781
1,17.718,1.277,1.383,1.302,0.94
2,17.817,7.08,1.061,8.099,2.039
2,17.834,10.331,2.142,14.09,3.25
2,18.251,5.335,2.292,2.688,1.128
2,18.565,8.515,2.026,2.737,1.37
2,19.149,3.435,3.336,2.193,1.5
2,19.159,5.214,0.665,13.326,1.279
2,19.215,12.036,1.324,12.023,1.849
2,19.643,2.195,0.687,5.607,2.067
2,19.793,8.05,0.955,2.742,0.636
2,20.094,13.378,1.826,5.7,1.535
2,20.293,7.156,2.379,2.289,2.458
1,20.598,2.048,0.967,2.162,0.912
2,20.618,1.591,1.107,9.144,0.93
1,20.789,1.943,0.629,0.933,1.476
2,20.831,4.845,1.345,2.119,2.589
2,21.15,10.867,0.766,5.487,0.699
2,21.405,2.747,0.815,11.928,3.012
2,21.76,7.463,1.853,2.924,3.239
2,21.776,1.532,1.229,13.021,1.213
2,22.177,7.102,2.173,12.424,1.717
2,22.379,1.969,1.721,8.515,0.567
1,22.54,2.019,0.9,1.932,0.653
2,23.272,2.992,3.142,1.794,1.504
1,23.409,1.435,0.926,1.008,0.92
1,23.652,1.278,1.119,2.042,0.882
2,23.818,1.562,1.336,8.437,2.173
2,23.991,10.237,0.759,7.429,0.907
2,24.091,3.791,3.138,5.61,1.471
2,24.113,8.055,0.607,5.69,1.455
1,24.388,2.05,0.922,1.277,0.892
1,24.74,1.035,1.29,1.266,0.869
1,25.067,1.302,0.919,1.035,0.896
2,25.2,11.458,2.519,4.166,1.101
1,25.386,0.989,0.932,0.987,0.729
1,25.908,1.782,0.896,1.826,0.94
1,26.1,2.014,0.876,1.277,0.856
2,26.36,3.295,1.324,2.802,1.916
2,26.707,10.397,1.471,6.477,2.429
2,26.841,6.04,0.766,11.812,1.783
1,26.992,1.235,1.337,1.331,0.669
1,27.025,1.434,0.857,2.038,0.734
1,27.189,1.293,1.335,1.252,0.841
2,27.281,1.955,1.618,4.454,1.094
1,27.334,1.429,0.967,1.016,0.585
1,28.141,1.987,0.607,1.925,1.002
1,28.248,1.29,0.957,1.247,1.246
2,28.293,6.492,1.631,1.417,0.804
1,28.415,1.42,0.937,1.277,0.967
1,28.496,1.797,0.9,1.343,0.923
2,28.628,5.685,1.916,1.504,2.292
1,28.76,1.239,0.935,2.032,1.437
2,29.578,9.144,0.669,3.626,1.825
1,29.673,0.964,0.619,1.065,0.935
1,29.673,1.448,0.821,1.213,0.897
2,29.762,2.486,1.156,6.844,2.05
